;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_100_;edit_distance_dict_101_;edit_distance_dict_102_;edit_distance_dict_103_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_100_;edit_distance_unique_dict_101_;edit_distance_unique_dict_102_;edit_distance_unique_dict_103_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
125;1725;1569;6057;4;16;0;291;1.8405580468360738;1486;0;0;0;0;5;4;3;0;0;0;1;0;0;0;1026;1905;839;358;247;124;14;7;2;16;1486;0;0;0;0;5;4;3;0;0;0;1;0;0;0;1026;1905;839;358;247;124;14;7;2;317;4273;774;366;29;2;2332;0;203;117;0.0003301964668978042;1;2001-09-16 10:28:12;1000636092;4;11
126;603;1268;4702;5;19;0;256;2.2727075184702303;1634;0;16;16;0;6;7;2;1;2;0;0;0;0;0;1021;790;534;224;221;110;5;7;6;102;1634;0;16;16;0;6;7;2;1;2;0;0;0;0;0;1021;790;534;224;221;110;5;7;6;504;2481;678;683;38;4;1735;0;154;72;0.0008507018290089324;1;2001-09-16 10:33:12;1000636392;5;14
127;2636;2459;10339;2;107;0;294;2.0353565114908663;2441;0;16;12;0;19;20;9;3;0;0;0;0;0;0;2757;2082;1801;500;326;104;14;51;27;102;2441;0;16;12;0;19;20;9;3;0;0;0;0;0;0;2757;2082;1801;500;326;104;14;51;27;388;7013;1571;916;102;0;3195;0;307;206;0.0;0;2001-09-16 10:38:12;1000636692;2;10
128;1262;1510;6595;11;18;0;226;1.6479007633587786;1822;0;0;0;0;11;4;1;3;1;3;2;0;0;0;1903;1112;580;377;303;59;38;65;4;16;1822;0;0;0;0;11;4;1;3;1;3;2;0;0;0;1903;1112;580;377;303;59;38;65;4;408;3689;955;1010;282;3;2452;0;209;113;0.00045454545454545455;1;2001-09-16 10:43:12;1000636992;7;11
129;698;962;4156;5;14;0;247;1.4011701857033834;1642;0;0;0;0;8;2;3;2;0;0;0;0;0;0;703;821;312;227;149;38;14;6;4;13;1642;0;0;0;0;8;2;3;2;0;0;0;0;0;0;703;821;312;227;149;38;14;6;4;356;1875;872;581;213;0;1595;0;262;149;0.0;0;2001-09-16 10:48:12;1000637292;5;9
130;1220;2345;9348;7;106;0;1320;2.6487032670932975;3332;31;49;4;0;53;7;0;1;0;0;0;0;0;0;2026;1202;880;497;316;99;100;207;103;102;3332;31;49;4;0;53;7;0;1;0;0;0;0;0;0;2026;1202;880;497;316;99;100;207;103;350;4547;1497;1193;222;0;2800;4;277;166;0.0;0;2001-09-16 10:53:12;1000637592;3;9
131;1184;3350;12786;4;19;0;258;1.56846505758006;2773;0;0;0;0;7;7;4;3;0;0;0;0;0;0;5074;2401;1011;735;350;196;66;45;6;13;2773;0;0;0;0;7;7;4;3;0;0;0;0;0;0;5074;2401;1011;735;350;196;66;45;6;385;9225;1959;851;98;15;3928;4;301;176;0.0011730663955579887;2;2001-09-16 10:58:12;1000637892;4;12
132;827;548;6854;3;18;0;179;1.1588957055214724;1720;0;0;0;0;3;1;1;1;1;0;0;0;0;0;1838;675;428;93;73;30;14;8;4;14;1720;0;0;0;0;3;1;1;1;1;0;0;0;0;0;1838;675;428;93;73;30;14;8;4;166;2787;1309;449;1963;5;1549;0;199;91;0.0007295010213014298;1;2001-09-16 11:03:12;1000638192;3;10
133;560;563;3471;4;16;0;229;1.2568930733019503;1411;0;0;0;0;3;5;3;1;1;0;0;0;0;0;627;436;167;143;75;84;9;5;4;14;1411;0;0;0;0;3;5;3;1;1;0;0;0;0;0;627;436;167;143;75;84;9;5;4;203;1321;842;379;404;0;1172;0;279;60;0.0;0;2001-09-16 11:08:12;1000638492;4;9
134;862;1411;7795;10;21;0;257;1.32159912675672;2473;0;0;0;0;4;2;2;3;1;1;0;1;0;0;2845;925;297;294;247;148;66;12;8;17;2473;0;0;0;0;4;2;2;3;1;1;0;1;0;0;2845;925;297;294;247;148;66;12;8;237;4476;1822;537;424;1;1486;0;282;238;0.0001282873636946761;1;2001-09-16 11:13:12;1000638792;6;12
135;400;362;2286;4;15;0;234;1.1777552056881666;855;0;0;0;0;3;2;2;0;1;0;0;0;0;0;523;332;137;50;26;7;6;8;17;14;855;0;0;0;0;3;2;2;0;1;0;0;0;0;0;523;332;137;50;26;7;6;8;17;108;833;440;354;293;0;930;0;208;49;0.0;0;2001-09-16 11:18:12;1000639092;4;13
136;328;309;1717;5;19;0;117;1.5322679778733865;559;0;0;0;0;5;2;4;5;0;1;0;0;0;0;487;216;204;66;30;23;3;9;13;15;559;0;0;0;0;5;2;4;5;0;1;0;0;0;0;487;216;204;66;30;23;3;9;13;93;892;309;216;84;1;891;4;151;39;0.0005824111822947001;1;2001-09-16 11:23:12;1000639392;5;13
137;274;513;2308;4;17;0;161;1.451969260326609;826;0;0;0;0;9;0;1;1;0;0;0;0;0;0;503;381;122;84;68;34;29;22;2;13;826;0;0;0;0;9;0;1;1;0;0;0;0;0;0;503;381;122;84;68;34;29;22;2;193;871;418;439;185;4;1194;2;122;46;0.0017331022530329288;1;2001-09-16 11:28:12;1000639692;4;13
138;779;463;3706;5;16;0;245;1.3063368349711961;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764;743;229;92;46;31;11;6;1;9;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764;743;229;92;46;31;11;6;1;130;1737;618;221;719;2;1222;0;169;53;0.0005396654074473826;1;2001-09-16 11:33:12;1000639992;4;11
139;392;688;2310;5;15;0;160;1.8394128113879002;708;0;0;0;0;4;3;3;0;0;0;0;0;0;0;398;478;347;92;124;35;20;31;5;12;708;0;0;0;0;4;3;3;0;0;0;0;0;0;0;398;478;347;92;124;35;20;31;5;153;1343;350;242;59;0;1168;0;56;26;0.0;0;2001-09-16 11:38:12;1000640292;5;11
140;526;307;2157;3;14;0;112;1.7791762013729977;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;324;316;61;108;9;15;16;10;9;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;324;316;61;108;9;15;16;10;75;1069;312;180;407;1;973;0;85;28;0.0004633920296570899;1;2001-09-16 11:43:12;1000640592;3;11
141;1619;915;5601;7;19;0;260;2.408245574725521;1346;0;0;0;0;3;236;145;0;0;0;0;0;0;0;767;1058;541;147;113;68;9;18;12;12;1346;0;0;0;0;3;236;145;0;0;0;0;0;0;0;767;1058;541;147;113;68;9;18;12;172;2850;817;364;1127;0;1852;0;214;62;0.0;0;2001-09-16 11:48:12;1000640892;4;15
142;709;668;3662;4;17;0;205;1.366745283018868;1372;0;0;0;0;2;5;1;0;0;0;0;0;0;0;843;519;333;116;81;75;17;21;7;12;1372;0;0;0;0;2;5;1;0;0;0;0;0;0;0;843;519;333;116;81;75;17;21;7;271;1832;774;310;244;1;1294;0;380;136;0.000273000273000273;1;2001-09-16 11:53:12;1000641192;4;13
143;306;326;1550;5;12;0;97;1.4332662642521798;546;0;0;0;0;0;1;1;0;0;0;0;0;0;0;416;228;121;80;54;29;6;8;1;12;546;0;0;0;0;0;1;1;0;0;0;0;0;0;0;416;228;121;80;54;29;6;8;1;117;739;284;254;50;0;949;0;122;28;0.0;0;2001-09-16 11:58:12;1000641492;2;10
144;1116;602;3735;6;19;0;193;1.8460651484577688;948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;653;486;117;133;188;30;33;3;9;948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;653;486;117;133;188;30;33;3;181;2349;499;247;253;0;1495;11;173;104;0.0;0;2001-09-16 12:03:12;1000641792;6;11
145;457;467;2665;7;16;0;141;1.5163899531715623;883;0;0;0;0;14;13;5;6;0;2;0;0;0;0;507;577;156;72;50;26;24;6;8;15;883;0;0;0;0;14;13;5;6;0;2;0;0;0;0;507;577;156;72;50;26;24;6;8;179;1165;490;374;257;1;1046;14;288;120;0.000375234521575985;1;2001-09-16 12:08:12;1000642092;7;11
146;853;1663;4806;4;16;0;219;2.553020425901782;1308;0;0;0;0;2;298;131;57;0;0;0;0;0;0;809;1180;553;98;109;36;12;8;1;13;1308;0;0;0;0;2;298;131;57;0;0;0;0;0;0;809;1180;553;98;109;36;12;8;1;174;2896;815;498;164;1;1571;0;201;72;0.00020807324178110696;1;2001-09-16 12:13:12;1000642392;4;9
147;541;561;4049;4;14;0;185;1.0072337962962963;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744;568;259;56;35;54;11;3;0;8;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744;568;259;56;35;54;11;3;0;295;1419;1170;387;580;1;1218;0;151;54;0.0002469745616201531;1;2001-09-16 12:18:12;1000642692;4;8
148;661;934;3830;4;17;0;377;1.7595894111291195;1516;0;0;0;0;14;58;107;4;4;2;0;0;0;0;816;702;211;109;50;44;21;32;12;15;1516;0;0;0;0;14;58;107;4;4;2;0;0;0;0;816;702;211;109;50;44;21;32;12;231;1794;814;486;85;1;1316;0;121;69;0.0002610966057441253;1;2001-09-16 12:23:12;1000642992;4;9
149;412;352;1969;3;15;0;92;1.3307860262008733;677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;339;151;89;46;21;6;6;1;9;677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;339;151;89;46;21;6;6;1;131;936;378;295;116;0;1021;0;146;79;0.0;0;2001-09-16 12:28:12;1000643292;3;11
150;205;251;1391;4;14;0;82;1.0820552147239264;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;215;90;22;22;14;4;4;1;9;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;215;90;22;22;14;4;4;1;133;593;323;173;86;4;805;0;84;25;0.0028735632183908046;1;2001-09-16 12:33:12;1000643592;4;10
151;204;404;1547;5;15;0;116;1.4722026741731176;590;0;0;0;0;0;4;6;1;1;0;0;0;0;0;277;264;124;67;35;41;6;4;1;14;590;0;0;0;0;0;4;6;1;1;0;0;0;0;0;277;264;124;67;35;41;6;4;1;138;599;285;283;63;0;715;0;103;9;0.0;0;2001-09-16 12:38:12;1000643892;5;8
152;665;548;2888;4;15;0;135;1.0504619758351101;1271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621;646;128;119;10;8;4;6;1;9;1271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621;646;128;119;10;8;4;6;1;660;1440;390;189;72;3;1010;0;251;11;0.001038781163434903;1;2001-09-16 12:43:12;1000644192;4;11
153;419;368;2195;4;13;0;156;1.1183654297792391;977;0;0;0;0;1;0;0;0;0;0;0;0;0;0;491;385;119;96;21;22;7;7;3;10;977;0;0;0;0;1;0;0;0;0;0;0;0;0;0;491;385;119;96;21;22;7;7;3;331;991;404;247;61;2;1037;0;141;77;0.0009107468123861566;1;2001-09-16 12:48:12;1000644492;4;9
154;1932;2824;12950;4;12;0;239;1.366999787369764;3083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2326;2611;847;180;152;162;43;2;0;8;3083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2326;2611;847;180;152;162;43;2;0;200;5887;1916;1164;2959;10;1664;0;531;375;0.0007721411474017451;1;2001-09-16 12:53:12;1000644792;4;10
155;741;997;3471;4;13;0;150;1.8972073677956032;890;0;0;0;0;4;2;0;0;0;0;0;0;0;0;1189;375;168;234;223;173;83;14;11;11;890;0;0;0;0;4;2;0;0;0;0;0;0;0;0;1189;375;168;234;223;173;83;14;11;129;2134;532;421;92;2;962;0;141;421;0.0005750431282346176;1;2001-09-16 12:58:12;1000645092;4;9
156;1978;398;7937;2;15;0;773;1.1398356930606537;2346;0;0;0;0;0;1;30;1;0;0;0;0;0;0;1487;1157;570;55;48;19;4;3;0;13;2346;0;0;0;0;0;1;30;1;0;0;0;0;0;0;1487;1157;570;55;48;19;4;3;0;141;3195;1374;238;2213;0;936;0;204;462;0.0;0;2001-09-16 13:03:12;1000645392;2;9
157;397;419;2292;3;14;0;167;1.3313055685540478;918;0;0;0;0;2;2;3;0;0;0;0;0;0;0;618;205;154;92;48;37;21;33;4;12;918;0;0;0;0;2;2;3;0;0;0;0;0;0;0;618;205;154;92;48;37;21;33;4;134;1028;572;236;147;1;996;0;194;65;0.0004363001745200698;1;2001-09-16 13:08:12;1000645692;3;11
158;524;340;2149;3;15;0;128;1.8913801694070753;762;0;0;0;0;24;23;3;0;0;0;0;0;0;0;429;313;147;52;87;79;61;16;11;12;762;0;0;0;0;24;23;3;0;0;0;0;0;0;0;429;313;147;52;87;79;61;16;11;154;1038;434;253;125;1;1059;0;120;32;0.00046533271288971617;1;2001-09-16 13:13:12;1000645992;3;8
159;413;383;2153;4;14;0;101;1.1948488241881299;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;323;105;26;79;6;12;3;0;8;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;323;105;26;79;6;12;3;0;100;946;382;257;326;0;676;0;134;107;0.0;0;2001-09-16 13:18:12;1000646292;4;9
160;249;483;2238;5;14;0;103;1.5623791102514506;774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;183;231;178;89;59;6;9;1;9;774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;183;231;178;89;59;6;9;1;120;962;470;413;117;0;811;0;108;15;0.0;0;2001-09-16 13:23:12;1000646592;5;8
161;488;608;2940;3;13;0;133;1.6937631394533987;899;0;0;0;0;1;0;0;0;0;0;0;0;0;0;709;374;450;242;82;56;31;4;6;10;899;0;0;0;0;1;0;0;0;0;0;0;0;0;0;709;374;450;242;82;56;31;4;6;162;1777;547;235;72;0;1125;0;182;104;0.0;0;2001-09-16 13:28:12;1000646892;3;11
162;443;480;2315;5;17;0;113;1.2350561797752808;905;0;0;0;0;1;8;0;0;2;0;0;0;0;0;581;347;272;52;32;18;3;2;2;14;905;0;0;0;0;1;8;0;0;2;0;0;0;0;0;581;347;272;52;32;18;3;2;2;123;1069;583;337;71;0;881;0;142;153;0.0;0;2001-09-16 13:33:12;1000647192;5;9
163;338;543;2368;3;15;0;162;1.2638640429338104;929;0;0;0;0;0;6;4;0;2;0;0;0;0;0;568;394;182;69;33;24;9;10;6;14;929;0;0;0;0;0;6;4;0;2;0;0;0;0;0;568;394;182;69;33;24;9;10;6;183;1023;519;349;116;0;1062;0;136;19;0.0;0;2001-09-16 13:38:12;1000647492;3;10
164;362;387;1935;5;17;0;128;1.4957794034890264;679;0;0;0;0;5;0;2;0;0;0;0;0;0;0;452;317;108;38;90;55;13;11;7;12;679;0;0;0;0;5;0;2;0;0;0;0;0;0;0;452;317;108;38;90;55;13;11;7;126;871;357;295;124;0;1073;0;130;25;0.0;0;2001-09-16 13:43:12;1000647792;5;10
165;267;258;1499;4;20;0;144;1.247719298245614;619;0;0;0;0;0;1;0;0;0;0;0;0;0;0;343;236;102;41;35;33;11;4;0;11;619;0;0;0;0;0;1;0;0;0;0;0;0;0;0;343;236;102;41;35;33;11;4;0;104;653;328;196;63;1;867;0;209;47;0.00066711140760507;1;2001-09-16 13:48:12;1000648092;4;9
166;453;313;1935;2;14;0;118;1.7325153374233129;569;0;0;0;0;22;6;0;0;0;0;0;0;0;0;410;304;139;54;33;28;7;17;41;11;569;0;0;0;0;22;6;0;0;0;0;0;0;0;0;410;304;139;54;33;28;7;17;41;73;918;335;186;277;0;961;0;87;59;0.0;0;2001-09-16 13:53:12;1000648392;2;9
167;474;380;2045;3;14;0;69;1.57528332433891;652;0;0;0;0;23;7;0;0;0;0;0;0;0;0;494;307;203;64;51;17;9;15;11;11;652;0;0;0;0;23;7;0;0;0;0;0;0;0;0;494;307;203;64;51;17;9;15;11;148;1020;363;253;178;0;835;0;172;50;0.0;0;2001-09-16 13:58:12;1000648692;3;10
168;421;538;2212;4;16;0;153;1.9097633136094674;775;0;0;0;0;34;16;4;7;0;2;0;0;0;0;417;340;212;55;38;19;11;28;70;15;775;0;0;0;0;34;16;4;7;0;2;0;0;0;0;417;340;212;55;38;19;11;28;70;95;1043;480;257;151;0;827;0;268;92;0.0;0;2001-09-16 14:03:12;1000648992;3;9
169;505;910;3745;10;17;0;209;1.7318080711789006;1236;0;0;0;0;21;17;8;2;0;0;0;0;0;0;575;514;416;61;141;44;55;31;26;13;1236;0;0;0;0;21;17;8;2;0;0;0;0;0;0;575;514;416;61;141;44;55;31;26;180;1683;771;304;582;0;1198;0;134;165;0.0;0;2001-09-16 14:08:12;1000649292;6;12
170;234;455;3071;8;15;0;111;0.9636277751535192;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636;377;111;32;18;14;1;1;0;8;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636;377;111;32;18;14;1;1;0;119;1018;652;217;952;1;1008;0;63;20;0.00032562683165092806;1;2001-09-16 14:13:12;1000649592;8;9
171;508;479;2836;4;14;0;160;1.1979296066252587;993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;434;153;69;71;29;11;3;1;9;993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;434;153;69;71;29;11;3;1;172;1161;525;397;296;0;1115;0;172;35;0.0;0;2001-09-16 14:18:12;1000649892;4;13
172;1168;910;5876;5;16;0;560;1.1892744479495267;2539;0;0;0;0;12;18;10;5;0;3;0;0;0;0;1229;1341;285;85;66;68;5;1;39;15;2539;0;0;0;0;12;18;10;5;0;3;0;0;0;0;1229;1341;285;85;66;68;5;1;39;222;2752;1377;795;145;0;1591;0;194;167;0.0;0;2001-09-16 14:23:12;1000650192;4;12
173;326;511;2334;6;14;0;165;1.209375;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;407;115;26;43;20;17;15;21;9;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;407;115;26;43;20;17;15;21;193;1124;474;284;49;0;866;0;184;36;0.0;0;2001-09-16 14:28:12;1000650492;6;11
174;301;337;1823;5;16;0;141;1.2404371584699454;779;0;0;0;0;0;0;0;0;2;0;0;0;0;0;321;263;137;47;48;30;12;7;1;14;779;0;0;0;0;0;0;0;0;2;0;0;0;0;0;321;263;137;47;48;30;12;7;1;146;641;404;315;92;0;998;0;97;30;0.0;0;2001-09-16 14:33:12;1000650792;5;9
175;421;2244;4249;4;16;0;151;1.2017081135393117;917;0;0;0;0;1;0;0;0;3;0;0;0;0;0;2315;356;165;68;68;54;11;10;13;14;917;0;0;0;0;1;0;0;0;3;0;0;0;0;0;2315;356;165;68;68;54;11;10;13;258;2815;419;338;204;16;1410;0;127;69;0.0037655919039774064;1;2001-09-16 14:38:12;1000651092;4;11
176;442;287;2681;3;16;0;135;1.402147971360382;625;0;0;0;0;11;7;1;0;0;0;0;0;0;0;447;338;125;67;17;10;4;4;20;12;625;0;0;0;0;11;7;1;0;0;0;0;0;0;0;447;338;125;67;17;10;4;4;20;79;903;372;187;988;0;1009;0;106;34;0.0;0;2001-09-16 14:43:12;1000651392;3;11
177;490;579;2703;7;15;0;201;1.4567610062893082;1101;0;0;0;0;16;6;1;0;0;0;0;0;0;0;430;525;264;84;13;15;36;24;29;12;1101;0;0;0;0;16;6;1;0;0;0;0;0;0;0;430;525;264;84;13;15;36;24;29;231;1240;585;287;145;2;1234;0;132;112;0.0007399186089530152;1;2001-09-16 14:48:12;1000651692;7;10
178;234;270;1232;4;16;0;78;1.5300592718035564;433;0;0;0;0;12;6;1;0;0;0;0;0;0;0;317;218;103;33;24;0;1;9;24;12;433;0;0;0;0;12;6;1;0;0;0;0;0;0;0;317;218;103;33;24;0;1;9;24;84;547;236;236;39;0;697;0;154;33;0.0;0;2001-09-16 14:53:12;1000651992;4;9
179;187;406;1420;3;15;0;89;1.2903225806451613;494;0;0;0;0;1;1;0;0;0;0;0;0;0;0;326;352;82;33;12;12;9;3;8;11;494;0;0;0;0;1;1;0;0;0;0;0;0;0;0;326;352;82;33;12;12;9;3;8;146;675;211;212;80;0;696;0;125;40;0.0;0;2001-09-16 14:58:12;1000652292;3;9
180;321;249;1717;7;19;0;108;1.552851711026616;546;0;0;0;0;4;0;0;2;0;0;0;0;0;0;241;205;138;69;60;27;15;4;4;13;546;0;0;0;0;4;0;0;2;0;0;0;0;0;0;241;205;138;69;60;27;15;4;4;81;637;330;159;385;6;937;0;155;31;0.0034944670937682005;1;2001-09-16 15:03:12;1000652592;6;11
181;416;562;2599;8;18;0;165;1.377200704225352;945;0;0;0;0;1;0;1;1;0;0;0;0;0;0;549;321;195;118;45;61;26;8;1;13;945;0;0;0;0;1;0;1;1;0;0;0;0;0;0;549;321;195;118;45;61;26;8;1;158;992;537;420;257;1;1207;0;180;52;0.00038476337052712584;1;2001-09-16 15:08:12;1000652892;6;11
182;493;717;2837;4;14;0;228;1.3551257253384914;971;0;0;0;0;4;0;1;0;0;0;0;0;0;0;577;665;185;75;22;42;20;20;3;12;971;0;0;0;0;4;0;1;0;0;0;0;0;0;0;577;665;185;75;22;42;20;20;3;120;1459;569;209;231;6;1245;0;157;65;0.0021149101163200562;1;2001-09-16 15:13:12;1000653192;4;9
183;424;559;2634;7;14;0;182;1.4082914572864322;920;0;0;0;0;0;0;2;0;0;0;0;0;0;0;571;430;218;110;61;45;13;14;4;12;920;0;0;0;0;0;0;2;0;0;0;0;0;0;0;571;430;218;110;61;45;13;14;4;144;1204;505;353;218;2;1283;0;228;61;0.0007587253414264037;1;2001-09-16 15:18:12;1000653492;7;12
184;349;506;2961;7;13;0;130;1.1781360597719228;1248;0;0;0;0;9;2;0;0;0;0;0;0;0;0;473;430;209;34;76;38;15;6;3;11;1248;0;0;0;0;9;2;0;0;0;0;0;0;0;0;473;430;209;34;76;38;15;6;3;152;1073;885;303;413;4;1268;0;62;98;0.0013508949679162446;1;2001-09-16 15:23:12;1000653792;5;9
185;759;787;4481;6;17;0;209;1.548234053769109;1424;0;0;0;0;13;11;7;0;0;0;0;0;0;0;1118;442;355;62;134;134;19;58;17;12;1424;0;0;0;0;13;11;7;0;0;0;0;0;0;0;1118;442;355;62;134;134;19;58;17;165;2260;1006;154;681;9;1215;0;216;64;0.002008480249944209;1;2001-09-16 15:28:12;1000654092;3;9
186;528;517;2427;3;15;0;176;1.536551724137931;829;0;0;0;0;0;2;0;0;0;0;0;0;0;0;408;393;322;69;56;71;22;3;0;11;829;0;0;0;0;0;2;0;0;0;0;0;0;0;0;408;393;322;69;56;71;22;3;0;137;1104;428;330;206;0;1177;0;111;37;0.0;0;2001-09-16 15:33:12;1000654392;3;10
187;1031;885;4529;4;16;0;230;1.5499331252786446;1627;0;0;0;0;11;37;7;0;0;0;0;0;0;0;1413;558;323;97;214;93;25;66;15;12;1627;0;0;0;0;11;37;7;0;0;0;0;0;0;0;1413;558;323;97;214;93;25;66;15;209;2653;1135;259;23;0;1280;0;163;81;0.0;0;2001-09-16 15:38:12;1000654692;4;11
188;288;294;1527;4;16;0;157;1.2125084061869535;652;0;0;0;0;1;0;8;0;0;0;0;0;0;0;333;291;99;57;29;12;2;1;2;12;652;0;0;0;0;1;0;8;0;0;0;0;0;0;0;333;291;99;57;29;12;2;1;2;122;666;318;224;35;1;700;5;241;38;0.0006544502617801048;1;2001-09-16 15:43:12;1000654992;3;9
189;1309;2287;8158;3;14;0;271;1.3632607062359128;2205;0;0;0;0;1;18;4;0;0;0;0;0;0;0;3801;757;465;200;323;86;41;62;23;12;2205;0;0;0;0;1;18;4;0;0;0;0;0;0;0;3801;757;465;200;323;86;41;62;23;198;4931;1687;899;159;21;1907;14;399;120;0.0025741603334150528;2;2001-09-16 15:48:12;1000655292;3;12
190;346;350;2123;3;14;0;144;1.119448698315467;853;0;0;0;0;1;0;0;0;0;0;0;0;0;0;512;300;181;72;14;16;7;2;1;10;853;0;0;0;0;1;0;0;0;0;0;0;0;0;0;512;300;181;72;14;16;7;2;1;168;917;493;237;149;1;1055;0;135;32;0.0004710315591144607;1;2001-09-16 15:53:12;1000655592;3;10
191;1768;926;5944;3;14;0;195;1.5969660403378727;1586;0;0;0;0;13;18;6;0;0;0;0;0;0;0;1938;1149;523;129;285;50;28;62;14;12;1586;0;0;0;0;13;18;6;0;0;0;0;0;0;0;1938;1149;523;129;285;50;28;62;14;158;3754;1160;534;107;3;1732;0;157;113;0.0005047106325706595;1;2001-09-16 15:58:12;1000655892;3;10
192;395;427;2312;3;16;0;134;1.4459151072569603;933;0;0;0;0;4;2;2;6;1;0;0;0;0;0;473;296;193;156;74;27;5;16;3;14;933;0;0;0;0;4;2;2;6;1;0;0;0;0;0;473;296;193;156;74;27;5;16;3;121;1044;610;282;76;1;952;6;242;185;0.00043233895373973193;1;2001-09-16 16:03:12;1000656192;3;13
193;935;966;4958;4;16;0;178;1.444676845848149;1824;0;0;0;0;10;18;4;0;0;0;0;0;0;0;1374;675;392;104;232;45;24;64;15;12;1824;0;0;0;0;10;18;4;0;0;0;0;0;0;0;1374;675;392;104;232;45;24;64;15;254;2575;1290;484;126;0;1423;6;215;89;0.0;0;2001-09-16 16:08:12;1000656492;4;9
194;218;276;1649;3;14;0;157;1.0269423558897244;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;222;105;30;32;24;8;2;2;9;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;222;105;30;32;24;8;2;2;170;617;408;244;46;0;854;0;85;5;0.0;0;2001-09-16 16:13:12;1000656792;3;10
195;947;844;4353;4;14;0;118;1.7526158445440956;1218;0;0;0;0;1;18;4;0;0;0;0;0;0;0;1226;597;375;83;313;47;31;71;30;12;1218;0;0;0;0;1;18;4;0;0;0;0;0;0;0;1226;597;375;83;313;47;31;71;30;99;2432;944;421;291;6;1335;0;103;32;0.0013783597518952446;1;2001-09-16 16:18:12;1000657092;2;10
196;253;327;2256;3;12;0;198;0.8902606310013718;1119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;292;127;43;11;6;10;10;0;8;1119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;292;127;43;11;6;10;10;0;125;897;734;233;55;0;901;1;78;26;0.0;0;2001-09-16 16:23:12;1000657392;3;10
197;1164;1201;5363;3;14;0;143;1.6206570996978853;1727;0;0;0;0;16;15;7;0;0;0;0;0;0;0;1883;605;375;125;243;82;21;171;26;12;1727;0;0;0;0;16;15;7;0;0;0;0;0;0;0;1883;605;375;125;243;82;21;171;26;111;3306;1410;326;65;0;1456;0;120;67;0.0;0;2001-09-16 16:28:12;1000657692;3;10
