,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
10,1135,1087,5090,4,18,327,1.6832183908,1592,3,18,8,0,0,5,3,0,0,0,849,712,663,213,119,56,58,35,16,16,1592,3,18,8,0,0,5,3,0,0,0,849,712,663,213,119,56,58,35,16,253,2400,969,401,702,221,1762,0,102,128,0.0434184676,4,2001-07-22 01:01:57,4,14,0
11,524,787,3695,3,14,376,1.1862028647,1716,2,7,4,0,0,0,0,0,0,0,576,394,519,112,45,13,24,8,1,12,1716,2,7,4,0,0,0,0,0,0,0,576,394,519,112,45,13,24,8,1,296,1389,975,385,246,126,1257,0,138,65,0.0341001353,3,2001-07-22 01:06:57,3,12,0
12,621,630,3206,4,16,252,1.5644827586,1222,28,5,0,0,0,0,0,0,0,0,604,272,501,123,32,14,31,14,54,11,1222,28,5,0,0,0,0,0,0,0,0,604,272,501,123,32,14,31,14,54,184,1492,750,222,260,93,1037,0,222,68,0.0290081098,3,2001-07-22 01:11:57,4,11,0
13,532,714,3259,6,18,239,1.4379872431,1224,14,7,4,5,0,0,0,0,0,0,585,262,517,113,30,6,23,19,13,13,1224,14,7,4,5,0,0,0,0,0,0,585,262,517,113,30,6,23,19,13,266,1354,670,293,374,200,1258,0,151,95,0.061368518,3,2001-07-22 01:16:57,6,14,0
14,463,550,3041,6,17,285,1.3133410227,1187,10,4,0,0,0,0,0,0,0,0,517,285,454,53,23,28,13,6,21,11,1187,10,4,0,0,0,0,0,0,0,0,517,285,454,53,23,28,13,6,21,184,1327,675,130,404,196,955,0,105,32,0.0644524827,4,2001-07-22 01:21:57,6,10,0
15,753,750,3825,4,15,291,1.4369484771,1348,1,6,0,1,0,0,0,0,0,0,796,484,567,177,69,31,15,12,6,13,1348,1,6,0,1,0,0,0,0,0,0,796,484,567,177,69,31,15,12,6,185,1842,816,379,257,150,1269,0,176,81,0.0392156863,4,2001-07-22 01:26:57,4,14,0
16,373,669,3081,8,15,228,1.2913957935,1059,2,4,0,0,0,0,0,0,0,0,678,371,261,161,38,18,16,7,0,11,1059,2,4,0,0,0,0,0,0,0,0,678,371,261,161,38,18,16,7,0,214,1333,571,269,431,272,1203,0,216,100,0.088283025,5,2001-07-22 01:31:57,8,12,0
17,627,762,4464,5,15,377,1.121459556,1939,1,4,3,1,0,0,0,0,0,0,772,403,608,106,39,32,9,2,0,13,1939,1,4,3,1,0,0,0,0,0,0,772,403,608,106,39,32,9,2,0,323,1828,1205,186,517,105,1469,0,178,78,0.0235215054,2,2001-07-22 01:36:57,5,14,0
18,1326,896,4951,4,15,315,1.9511234654,1359,109,52,1,0,0,0,0,0,0,0,959,672,731,199,88,64,47,20,16,12,1359,109,52,1,0,0,0,0,0,0,0,959,672,731,199,88,64,47,20,16,188,2628,796,390,552,137,1511,0,410,153,0.0276711775,3,2001-07-22 01:41:57,4,11,0
19,504,372,3365,8,14,346,1.0202360877,1544,4,7,0,0,0,0,0,0,0,0,659,293,302,79,34,33,8,1,1,11,1544,4,7,0,0,0,0,0,0,0,0,659,293,302,79,34,33,8,1,1,286,1242,865,226,383,205,1082,0,160,55,0.0609212481,4,2001-07-22 01:46:57,8,12,0
20,658,663,3551,3,15,407,1.3356205251,1720,2,7,0,0,0,0,0,0,0,0,490,449,370,92,58,43,33,57,31,11,1720,2,7,0,0,0,0,0,0,0,0,490,449,370,92,58,43,33,57,31,239,1418,1050,238,149,54,1094,0,191,42,0.0152069839,2,2001-07-22 01:51:57,3,10,0
21,615,442,2876,4,16,206,1.200149925,1248,3,6,0,0,0,0,0,0,0,0,571,285,425,60,28,8,18,8,8,11,1248,3,6,0,0,0,0,0,0,0,0,571,285,425,60,28,8,18,8,8,177,1322,818,145,196,111,908,0,123,67,0.0385952712,2,2001-07-22 01:56:57,4,13,0
22,738,907,4125,5,17,284,1.5951367781,1245,0,3,0,0,0,0,0,0,0,0,567,505,621,128,132,38,33,18,0,11,1245,0,3,0,0,0,0,0,0,0,0,567,505,621,128,132,38,33,18,0,260,1712,619,415,712,354,1457,31,187,93,0.0858181818,4,2001-07-22 02:01:57,5,15,0
23,947,1205,6833,8,18,515,1.2454317449,2478,3,3,0,0,0,0,0,0,0,0,1332,712,553,219,173,56,33,14,6,11,2478,3,3,0,0,0,0,0,0,0,0,1332,712,553,219,173,56,33,14,6,343,2557,1549,618,1099,347,1864,8,173,74,0.050782965,3,2001-07-22 02:06:57,4,14,0
24,471,1104,4604,3,15,384,1.2904710341,1528,7,4,0,0,0,0,0,0,0,0,713,586,711,111,22,4,7,1,0,11,1528,7,4,0,0,0,0,0,0,0,0,713,586,711,111,22,4,7,1,0,200,2029,881,200,875,72,1057,0,114,122,0.0156385752,1,2001-07-22 02:11:57,3,10,0
25,590,529,3064,4,15,228,1.2852161785,1261,1,3,1,0,0,0,0,0,0,0,666,258,488,90,34,25,26,12,3,12,1261,1,3,1,0,0,0,0,0,0,0,666,258,488,90,34,25,26,12,3,178,1454,802,206,189,95,1015,0,174,48,0.0310052219,3,2001-07-22 02:16:57,3,11,0
26,634,504,3136,8,17,351,1.3893595391,1509,8,11,3,0,0,0,0,0,0,0,432,220,459,145,62,33,37,21,11,12,1509,8,11,3,0,0,0,0,0,0,0,432,220,459,145,62,33,37,21,11,244,1312,873,171,163,71,1091,0,227,81,0.0226403061,2,2001-07-22 02:21:57,7,12,0
27,533,701,3367,3,15,245,1.2798257373,1302,0,3,0,0,0,0,0,0,0,0,662,368,418,143,44,9,7,13,15,11,1302,0,3,0,0,0,0,0,0,0,0,662,368,418,143,44,9,7,13,15,221,1489,795,234,337,87,1215,0,156,63,0.0258390258,2,2001-07-22 02:26:57,3,14,0
28,431,474,2589,4,15,263,1.2710084034,1138,0,4,0,0,0,0,0,0,0,0,408,216,472,79,19,15,13,11,5,11,1138,0,4,0,0,0,0,0,0,0,0,408,216,472,79,19,15,13,11,5,133,1188,722,74,193,39,780,0,163,19,0.0150637312,3,2001-07-22 02:31:57,4,14,0
29,556,582,3060,4,16,382,1.2329869259,1432,32,7,12,0,0,0,0,0,0,0,655,334,335,105,50,8,13,0,0,12,1432,32,7,12,0,0,0,0,0,0,0,655,334,335,105,50,8,13,0,0,284,1328,709,280,70,32,877,0,211,80,0.0104575163,4,2001-07-22 02:36:57,4,12,0
30,820,945,4392,9,14,360,1.5265640516,1832,32,5,12,12,24,0,0,0,0,0,639,482,680,142,104,42,21,1,0,14,1832,32,5,12,12,24,0,0,0,0,0,639,482,680,142,104,42,21,1,0,263,1729,1147,529,296,61,1218,0,357,135,0.0138888889,3,2001-07-22 02:41:57,7,10,0
31,822,447,3083,5,16,330,1.3795286669,1272,10,13,7,0,0,0,0,0,0,0,626,239,495,62,47,20,29,7,16,12,1272,10,13,7,0,0,0,0,0,0,0,626,239,495,62,47,20,29,7,16,251,1484,660,118,205,62,853,0,168,44,0.0201102822,2,2001-07-22 02:46:57,3,11,0
32,410,317,2122,3,17,212,1.4424242424,1081,8,28,7,8,1,0,0,0,0,0,257,247,145,87,47,14,14,9,27,14,1081,8,28,7,8,1,0,0,0,0,0,257,247,145,87,47,14,14,9,27,188,746,645,189,80,80,811,1,135,39,0.0377002828,3,2001-07-22 02:51:57,3,12,0
33,485,628,3537,7,14,376,1.2487179487,1614,1,3,0,0,0,0,0,0,0,0,473,287,479,84,105,27,32,13,2,11,1614,1,3,0,0,0,0,0,0,0,0,473,287,479,84,105,27,32,13,2,230,1284,969,261,362,185,1004,23,223,69,0.0523042126,2,2001-07-22 02:56:57,7,12,0
34,854,552,4773,6,15,378,1.3737999381,1530,0,3,1,0,0,0,0,0,0,0,565,505,221,156,54,127,45,16,6,12,1530,0,3,1,0,0,0,0,0,0,0,565,505,221,156,54,127,45,16,6,173,1335,942,401,1484,252,1418,0,193,46,0.0527527737,2,2001-07-22 03:01:57,6,11,0
35,224,238,1629,7,15,212,0.934,844,0,3,0,0,0,0,0,0,0,0,272,186,127,36,14,3,10,4,1,11,844,0,3,0,0,0,0,0,0,0,0,272,186,127,36,14,3,10,4,1,130,622,478,58,109,33,650,0,86,16,0.0202578269,1,2001-07-22 03:06:57,7,13,0
36,609,1123,4381,6,14,380,1.7836487907,1550,12,6,3,5,0,0,0,0,0,0,735,383,383,234,212,159,80,40,2,13,1550,12,6,3,5,0,0,0,0,0,0,735,383,383,234,212,159,80,40,2,281,1833,837,473,550,115,1536,4,258,99,0.0262197902,3,2001-07-22 03:11:57,6,13,0
37,567,518,2767,6,17,236,1.3346661335,1046,8,10,0,5,0,0,0,0,0,0,668,411,150,64,56,22,31,12,18,13,1046,8,10,0,5,0,0,0,0,0,0,668,411,150,64,56,22,31,12,18,155,1292,627,191,223,47,1082,3,147,58,0.0169797688,2,2001-07-22 03:16:57,6,12,0
38,681,784,4008,5,16,265,1.2391616423,1468,0,4,1,1,0,0,0,0,0,0,725,714,366,100,51,36,13,2,2,13,1468,0,4,1,1,0,0,0,0,0,0,725,714,366,100,51,36,13,2,2,262,1670,857,429,437,113,1369,6,109,47,0.0281936128,2,2001-07-22 03:21:57,5,14,0
39,747,1033,4852,3,17,459,1.0663265306,2008,11,7,5,0,0,0,0,0,0,0,922,978,230,83,25,13,7,8,15,12,2008,11,7,5,0,0,0,0,0,0,0,922,978,230,83,25,13,7,8,15,460,1947,945,501,405,187,1565,7,112,74,0.0385408079,3,2001-07-22 03:26:57,3,13,0
40,455,576,2613,3,16,249,1.2541322314,1134,3,3,0,0,0,0,0,0,0,0,521,327,159,110,112,40,8,3,0,11,1134,3,3,0,0,0,0,0,0,0,0,521,327,159,110,112,40,8,3,0,199,1108,645,219,119,87,1063,0,141,34,0.0332950631,1,2001-07-22 03:31:57,3,12,0
41,825,648,3693,7,17,330,1.3399116348,1460,8,9,2,1,0,0,0,0,0,0,910,343,224,257,121,24,14,8,14,13,1460,8,9,2,1,0,0,0,0,0,0,910,343,224,257,121,24,14,8,14,246,1707,830,282,263,109,1335,0,261,63,0.0295152992,2,2001-07-22 03:36:57,5,11,0
42,525,370,2892,4,16,396,1.0903914591,1466,0,12,1,2,1,0,0,0,0,0,487,471,199,75,46,28,20,2,0,14,1466,0,12,1,2,1,0,0,0,0,0,487,471,199,75,46,28,20,2,0,254,1193,782,185,81,53,1117,0,200,92,0.0183264177,2,2001-07-22 03:41:57,4,11,0
43,387,499,2709,5,16,231,1.2202643172,1150,11,15,2,0,0,0,0,0,0,0,615,369,166,79,42,9,13,8,18,12,1150,11,15,2,0,0,0,0,0,0,0,615,369,166,79,42,9,13,8,18,169,1201,710,186,189,66,1051,0,169,52,0.0243632337,2,2001-07-22 03:46:57,5,13,0
44,325,358,2329,7,15,312,0.9565217391,1263,0,9,0,1,0,0,0,0,0,0,350,285,178,86,22,6,8,0,0,13,1263,0,9,0,1,0,0,0,0,0,0,350,285,178,86,22,6,8,0,0,242,792,682,180,112,40,811,0,98,51,0.0171747531,2,2001-07-22 03:51:57,7,14,0
45,376,334,2179,5,18,211,1.2729064039,962,1,7,3,2,0,0,0,0,0,0,370,328,204,76,22,13,33,7,2,13,962,1,7,3,2,0,0,0,0,0,0,370,328,204,76,22,13,33,7,2,179,935,529,176,137,106,919,1,126,66,0.048646168,2,2001-07-22 03:56:57,5,11,0
46,759,434,4468,6,16,354,1.1425702811,1773,2,21,7,6,2,0,1,0,0,0,707,514,249,97,37,32,28,7,3,16,1773,2,21,7,6,2,0,1,0,0,0,707,514,249,97,37,32,28,7,3,292,1531,1079,230,848,160,1382,0,175,76,0.0358102059,2,2001-07-22 04:01:57,6,14,0
47,778,672,3670,7,18,249,1.6398429833,1235,9,6,5,2,0,0,0,0,0,0,573,419,437,163,39,48,78,19,24,13,1235,9,6,5,2,0,0,0,0,0,0,573,419,437,163,39,48,78,19,24,165,1572,787,284,538,206,1293,2,201,176,0.0561307902,3,2001-07-22 04:06:57,4,11,0
48,678,604,3496,11,17,342,1.4168831169,1395,2,13,4,3,0,2,0,0,0,0,621,366,313,187,103,18,12,32,9,15,1395,2,13,4,3,0,2,0,0,0,0,621,366,313,187,103,18,12,32,9,248,1411,736,343,323,80,1342,0,167,68,0.0228832952,2,2001-07-22 04:11:57,6,13,0
49,812,724,4108,9,16,449,1.3845746091,1793,6,11,9,0,0,0,0,0,0,0,662,453,429,175,140,31,25,32,7,12,1793,6,11,9,0,0,0,0,0,0,0,662,453,429,175,140,31,25,32,7,303,1756,996,269,291,82,1267,0,248,102,0.0199610516,2,2001-07-22 04:16:57,4,13,0
50,867,574,3924,6,16,351,1.676889715,1326,15,5,51,14,0,0,0,0,0,0,675,537,277,126,55,62,29,24,32,13,1326,15,5,51,14,0,0,0,0,0,0,675,537,277,126,55,62,29,24,32,220,1808,708,141,676,199,1157,0,132,150,0.0505717916,2,2001-07-22 04:21:57,5,13,0
51,960,1676,7029,3,18,379,1.5945472249,1704,2,35,0,12,0,0,0,0,0,0,1085,1277,515,282,130,40,18,16,19,13,1704,2,35,0,12,0,0,0,0,0,0,1085,1277,515,282,130,40,18,16,19,205,2826,1077,648,1781,292,1718,0,186,190,0.0415421824,3,2001-07-22 04:26:57,3,10,0
52,713,812,4067,4,17,334,1.528057554,1378,5,6,4,4,1,0,0,0,0,0,955,418,344,117,32,15,41,143,12,14,1378,5,6,4,4,1,0,0,0,0,0,955,418,344,117,32,15,41,143,12,185,1787,830,339,531,177,1451,0,149,195,0.0435210229,2,2001-07-22 04:31:57,4,10,0
53,1059,520,4809,15,17,323,1.5065822785,1641,20,36,36,14,2,0,0,0,0,0,751,950,223,150,56,21,20,23,7,14,1641,20,36,36,14,2,0,0,0,0,0,751,950,223,150,56,21,20,23,7,169,2072,1124,262,832,70,1249,0,144,143,0.0145560408,2,2001-07-22 04:36:57,12,14,0
54,737,1276,5729,5,16,377,1.3744939271,1695,0,7,4,2,0,0,0,0,0,0,803,1062,606,181,58,6,12,9,1,13,1695,0,7,4,2,0,0,0,0,0,0,803,1062,606,181,58,6,12,9,1,305,2272,927,565,967,80,1434,0,174,172,0.0139640426,2,2001-07-22 04:41:57,5,12,0
55,590,627,3124,6,15,256,1.3546230969,1166,3,19,2,1,0,0,0,0,0,0,624,472,197,84,26,29,11,35,24,13,1166,3,19,2,1,0,0,0,0,0,0,624,472,197,84,26,29,11,35,24,165,1397,722,153,384,140,1112,0,123,58,0.0447284345,3,2001-07-22 04:46:57,6,12,0
56,661,845,4519,5,17,337,1.3628297362,1338,25,11,0,0,0,1,0,0,0,0,1456,694,402,113,59,33,18,4,16,15,1338,25,11,0,0,0,1,0,0,0,0,1456,694,402,113,59,33,18,4,16,354,2394,569,516,307,116,1246,0,137,46,0.0256353591,3,2001-07-22 04:51:57,4,13,0
57,536,711,3006,5,19,118,1.4309352518,836,6,3,0,1,0,0,0,0,0,0,903,577,165,198,42,28,18,3,0,13,836,6,3,0,1,0,0,0,0,0,0,903,577,165,198,42,28,18,3,0,112,1686,565,299,160,105,1078,0,231,92,0.0349301397,2,2001-07-22 04:56:57,5,12,0
58,560,620,3479,3,15,248,1.4680851064,1262,4,3,0,0,0,0,0,0,0,0,515,282,427,125,69,80,43,9,1,11,1262,4,3,0,0,0,0,0,0,0,0,515,282,427,125,69,80,43,9,1,220,1267,745,340,638,120,1354,0,150,73,0.0344926703,3,2001-07-22 05:01:57,3,10,0
59,689,1300,5692,6,17,390,1.3273164862,1958,14,5,3,0,0,0,0,0,0,0,1449,673,487,184,61,23,99,11,19,12,1958,14,5,3,0,0,0,0,0,0,0,1449,673,487,184,61,23,99,11,19,307,2584,1179,526,530,171,1984,0,153,248,0.0300421644,3,2001-07-22 05:06:57,6,10,0
60,470,455,3266,7,18,325,1.259826087,1602,17,8,4,3,0,0,0,0,0,0,503,324,94,47,34,196,35,7,1,13,1602,17,8,4,3,0,0,0,0,0,0,503,324,94,47,34,196,35,7,1,289,1068,947,246,270,87,1029,0,117,51,0.0266380894,2,2001-07-22 05:11:57,5,13,0
61,331,626,5876,5,16,382,0.886130137,2046,1,5,4,1,0,0,0,0,0,0,699,376,168,90,62,11,40,1,0,13,2046,1,5,4,1,0,0,0,0,0,0,699,376,168,90,62,11,40,1,0,266,1370,1370,116,2216,517,1563,0,158,83,0.0879850238,3,2001-07-22 05:16:57,5,12,0
62,906,1022,5565,5,17,844,1.0472222222,2419,6,16,4,1,2,0,0,0,0,0,1266,777,254,196,52,20,15,6,6,14,2419,6,16,4,1,2,0,0,0,0,0,1266,777,254,196,52,20,15,6,6,269,2450,1276,201,471,62,1232,0,186,126,0.0111410602,2,2001-07-22 05:21:57,4,12,0
63,369,310,2360,3,17,202,1.125551741,1020,9,4,0,0,0,0,0,0,0,0,415,300,146,80,29,17,13,4,2,11,1020,9,4,0,0,0,0,0,0,0,0,415,300,146,80,29,17,13,4,2,187,862,601,187,311,88,908,0,113,58,0.0372881356,1,2001-07-22 05:26:57,3,13,0
64,346,356,2747,2,16,221,1.1787627862,1078,0,3,0,0,0,0,0,0,0,0,353,215,174,125,63,31,9,0,2,11,1078,0,3,0,0,0,0,0,0,0,0,353,215,174,125,63,31,9,0,2,128,924,686,94,643,77,842,0,128,53,0.0280305788,2,2001-07-22 05:31:57,2,10,0
65,446,2360,7960,3,17,419,1.767528398,1850,0,6,0,1,0,0,0,0,0,0,1039,489,347,1203,55,43,41,32,0,13,1850,0,6,0,1,0,0,0,0,0,0,1039,489,347,1203,55,43,41,32,0,287,2891,1049,460,2684,506,1429,0,181,109,0.0635678392,3,2001-07-22 05:36:57,3,12,0
66,927,1281,5731,5,16,346,1.3745266095,1848,0,3,66,0,8,0,0,0,0,0,1567,855,297,189,121,16,42,5,0,14,1848,0,3,66,0,8,0,0,0,0,0,1567,855,297,189,121,16,42,5,0,250,2809,1172,440,596,236,1573,0,166,214,0.0411795498,3,2001-07-22 05:41:57,4,9,0
67,821,642,3680,7,16,308,1.565481353,1368,0,31,20,4,2,0,0,0,0,0,797,484,332,244,98,38,34,2,5,14,1368,0,31,20,4,2,0,0,0,0,0,797,484,332,244,98,38,34,2,5,305,1976,723,147,206,69,1193,0,94,94,0.01875,2,2001-07-22 05:46:57,7,9,0
68,663,936,4594,5,16,298,1.33172147,1958,8,9,0,0,0,0,0,0,0,0,750,635,369,201,53,31,50,51,21,11,1958,8,9,0,0,0,0,0,0,0,0,750,635,369,201,53,31,50,51,21,385,1772,1186,495,355,56,1521,0,182,179,0.0121898128,2,2001-07-22 05:51:57,5,11,0
69,426,651,4551,8,16,507,0.863699972,2062,3,3,0,0,0,0,0,0,0,0,737,406,141,139,41,11,17,12,1,11,2062,3,3,0,0,0,0,0,0,0,0,737,406,141,139,41,11,17,12,1,382,1387,968,329,725,66,1098,0,143,110,0.0145023072,2,2001-07-22 05:56:57,8,9,0
70,486,552,3529,7,17,375,1.1440103326,1715,8,5,0,1,0,0,0,0,0,0,512,293,276,142,66,30,18,14,17,13,1715,8,5,0,1,0,0,0,0,0,0,512,293,276,142,66,30,18,14,17,308,1125,965,324,379,92,1251,0,176,110,0.0260697081,3,2001-07-22 06:01:57,7,10,0
71,625,982,25373,6,15,555,0.5106341079,7247,0,3,0,0,0,0,0,0,0,0,1626,772,283,124,43,14,21,15,8,11,7247,0,3,0,0,0,0,0,0,0,0,1626,772,283,124,43,14,21,15,8,253,2626,5952,770,13676,1529,5481,13,628,153,0.0602609073,3,2001-07-22 06:06:57,5,11,0
72,616,781,116982,5,16,2984,0.5785372266,6609,4,4,0,0,0,0,0,0,0,0,2664,966,247,88,39,17,12,1,0,11,6609,4,4,0,0,0,0,0,0,0,0,2664,966,247,88,39,17,12,1,0,165,3816,3229,457,106171,614,37462,68,3332,75,0.0052458456,2,2001-07-22 06:11:57,5,12,0
73,497,683,4768,5,16,1394,0.8512528474,2609,5,4,2,0,0,0,0,0,0,0,656,766,156,90,58,16,15,5,8,12,2609,5,4,2,0,0,0,0,0,0,0,656,766,156,90,58,16,15,5,8,240,1666,891,199,332,0,1359,0,152,40,0,0,2001-07-22 06:16:57,5,10,0
74,685,859,10220,5,15,1292,0.4603850051,7542,1,4,0,0,0,0,0,0,0,0,1142,654,274,127,84,15,19,5,3,11,7542,1,4,0,0,0,0,0,0,0,0,1142,654,274,127,84,15,19,5,3,343,2034,5318,883,270,0,1899,3,332,70,0,0,2001-07-22 06:21:57,5,10,0
75,533,822,10036,10,17,465,0.5235065775,7126,0,3,2,1,1,0,0,0,0,0,980,438,301,247,95,21,49,10,0,14,7126,0,3,2,1,1,0,0,0,0,0,980,438,301,247,95,21,49,10,0,231,1563,5869,1146,411,0,2205,10,331,172,0,0,2001-07-22 06:26:57,4,11,0
76,1109,1133,10669,3,18,510,1.5057975909,1207,39,5,13,1,0,0,4,0,0,0,4793,1808,459,272,93,52,68,50,19,16,1207,39,5,13,1,0,0,4,0,0,0,4793,1808,459,272,93,52,68,50,19,192,7498,475,208,1723,0,2520,2,346,123,0,0,2001-07-22 06:31:57,3,10,0
77,700,1220,5035,5,16,329,1.604516129,1405,22,7,13,3,1,0,2,0,0,0,1671,691,321,188,116,66,43,31,70,16,1405,22,7,13,3,1,0,2,0,0,0,1671,691,321,188,116,66,43,31,70,224,2773,807,517,185,0,1501,1,171,107,0,0,2001-07-22 06:36:57,5,12,0
78,1583,1125,19125,8,17,1254,1.161771153,3941,0,3,0,0,0,0,0,0,0,0,2671,1113,590,469,99,164,51,19,4,11,3941,0,3,0,0,0,0,0,0,0,0,2671,1113,590,469,99,164,51,19,4,431,4750,2195,494,9503,0,3592,3,438,183,0,0,2001-07-22 06:41:57,4,12,0
79,2927,3261,27765,4,20,1424,0.9918739227,11645,0,3,0,0,0,9,3,2,0,0,6183,3709,1712,666,178,172,78,5,1,17,11645,0,3,0,0,0,9,3,2,0,0,6183,3709,1712,666,178,172,78,5,1,1342,11182,8522,1896,3097,0,5147,4,525,568,0,0,2001-07-22 06:46:57,4,11,0
