;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
225;5065;5051;12410;3;16;0;239;1.7597365639482885;1409;0;0;0;0;0;0;0;0;0;0;4726;4304;416;578;540;255;53;14;4;9;1409;0;0;0;0;0;0;0;0;0;0;4726;4304;416;578;540;255;53;14;4;170;10553;930;407;103;0;1994;34;455;254;0.0;0;2001-09-15 18:46:34;1000579594;3;9
226;482;662;2466;5;14;0;134;1.540956340956341;848;0;0;0;0;0;0;0;0;0;0;502;469;310;124;100;38;6;2;6;9;848;0;0;0;0;0;0;0;0;0;0;502;469;310;124;100;38;6;2;6;159;1259;488;365;55;1;1090;0;293;62;0.00040551500405515005;1;2001-09-15 18:51:34;1000579894;5;10
227;1958;650;4559;3;15;0;236;1.8443935926773456;1195;17;7;2;2;0;0;0;0;0;0;852;881;947;263;110;30;18;14;32;13;1195;17;7;2;2;0;0;0;0;0;0;852;881;947;263;110;30;18;14;32;193;2957;695;289;177;15;1227;0;218;47;0.003290195218249616;1;2001-09-15 18:56:34;1000580194;3;11
228;843;739;3759;4;14;0;222;1.6030707989764004;1290;44;25;3;0;0;0;0;0;0;0;905;593;271;156;125;44;37;5;19;12;1290;44;25;3;0;0;0;0;0;0;0;905;593;271;156;125;44;37;5;19;264;1784;658;589;189;3;1356;0;349;48;0.0007980845969672786;1;2001-09-15 19:01:34;1000580494;4;12
229;489;356;2064;6;14;0;149;1.4427710843373494;885;0;2;0;0;0;0;0;0;0;0;378;346;127;56;73;67;54;4;0;11;885;0;2;0;0;0;0;0;0;0;0;378;346;127;56;73;67;54;4;0;185;919;500;239;51;2;1006;0;142;40;0.0009689922480620155;1;2001-09-15 19:06:34;1000580794;6;12
230;830;414;2773;3;12;0;277;1.9692614770459083;972;5;0;1;0;0;0;0;0;0;0;467;357;126;65;252;133;52;45;30;12;972;5;0;1;0;0;0;0;0;0;0;467;357;126;65;252;133;52;45;30;156;1312;470;290;260;10;1089;0;134;86;0.003606202668589975;2;2001-09-15 19:11:34;1000581094;3;11
231;553;1301;3718;5;14;0;239;2.2457989176872686;1221;16;11;1;0;0;0;0;0;0;0;629;374;313;161;407;230;27;61;60;12;1221;16;11;1;0;0;0;0;0;0;0;629;374;313;161;407;230;27;61;60;251;2052;654;315;101;3;1401;0;58;79;0.0008068854222700376;1;2001-09-15 19:16:34;1000581394;5;11
232;782;705;4450;4;17;0;167;1.4117334749137245;1497;2;33;27;0;2;1;0;0;0;0;1071;457;328;265;27;14;29;9;5;15;1497;2;33;27;0;2;1;0;0;0;0;1071;457;328;265;27;14;29;9;5;223;1947;1059;371;676;48;1537;0;168;39;0.010786516853932584;2;2001-09-15 19:21:34;1000581694;2;10
233;770;693;3393;9;20;0;345;1.7954692556634304;1127;0;26;74;50;0;0;0;1;3;0;834;521;261;75;78;11;8;7;14;18;1127;0;26;74;50;0;0;0;1;3;0;834;521;261;75;78;11;8;7;14;132;1847;616;150;272;8;1182;0;60;31;0.0023550191345304682;1;2001-09-15 19:26:34;1000581994;6;10
234;573;658;2954;2;21;0;126;1.4018137425880712;1252;7;5;0;7;1;0;0;3;2;1;685;358;265;121;47;59;29;14;11;19;1252;7;5;0;7;1;0;0;3;2;1;685;358;265;121;47;59;29;14;11;194;1356;831;360;60;2;1315;0;115;25;0.0006770480704129993;1;2001-09-15 19:31:34;1000582294;2;13
235;977;1034;5163;2;18;0;361;1.3211784095591266;2325;9;23;6;14;4;0;0;0;0;0;879;447;922;85;50;44;19;9;18;14;2325;9;23;6;14;4;0;0;0;0;0;879;447;922;85;50;44;19;9;18;188;2220;1716;369;301;3;1222;0;231;206;0.0005810575246949448;1;2001-09-15 19:36:34;1000582594;2;13
236;827;786;5693;5;15;0;1734;1.1012145748987854;3166;33;11;2;0;0;0;0;0;0;0;817;590;347;214;71;84;60;15;24;12;3166;33;11;2;0;0;0;0;0;0;0;817;590;347;214;71;84;60;15;24;271;1790;1057;582;249;34;2028;0;311;80;0.005972246618654488;1;2001-09-15 19:41:34;1000582894;5;13
237;719;896;4767;4;14;0;752;1.1244840321529437;2228;8;3;0;0;0;0;0;0;0;0;1082;641;301;166;29;66;55;10;14;11;2228;8;3;0;0;0;0;0;0;0;0;1082;641;301;166;29;66;55;10;14;339;1970;1052;490;148;4;1642;0;130;69;0.0008391021606880638;1;2001-09-15 19:46:34;1000583194;4;11
238;1013;3871;10150;3;18;0;1973;1.2355555555555555;3409;1;7;9;3;0;0;3;0;0;0;4103;931;514;520;138;190;48;19;5;16;3409;1;7;9;3;0;0;3;0;0;0;4103;931;514;520;138;190;48;19;5;508;5223;834;1362;208;13;3118;22;235;153;0.0012807881773399014;1;2001-09-15 19:51:34;1000583494;3;12
239;2965;22399;43506;3;16;0;389;1.3102820536454973;2541;75;44;12;11;1;0;0;0;0;0;32437;5216;1698;478;260;389;124;41;69;14;2541;75;44;12;11;1;0;0;0;0;0;32437;5216;1698;478;260;389;124;41;69;769;39875;1245;1118;99;128;11041;35;1191;541;0.0029419876804265884;2;2001-09-15 19:56:34;1000583794;3;13
240;2445;3008;12988;4;19;0;590;1.6252968598821356;3703;171;42;9;4;5;9;5;0;0;0;3184;2030;1100;701;140;132;77;31;26;16;3703;171;42;9;4;5;9;5;0;0;0;3184;2030;1100;701;140;132;77;31;26;511;7101;2430;737;1323;105;3253;1;423;243;0.00808438558669541;2;2001-09-15 20:01:34;1000584094;4;13
241;1794;1014;6266;3;17;0;409;1.6422501699524132;2050;74;15;9;4;0;1;0;0;0;0;1365;1087;733;168;192;112;56;13;5;15;2050;74;15;9;4;0;1;0;0;0;0;1365;1087;733;168;192;112;56;13;5;199;3574;1362;340;365;9;1999;0;199;79;0.0014363230130864987;1;2001-09-15 20:06:34;1000584394;3;13
242;771;1509;4859;5;16;0;312;1.504005195929855;1496;2;9;0;4;0;0;0;0;0;0;1381;611;713;181;53;149;11;7;2;13;1496;2;9;0;4;0;0;0;0;0;0;1381;611;713;181;53;149;11;7;2;182;2870;922;333;212;28;1633;0;303;109;0.005762502572545791;1;2001-09-15 20:11:34;1000584694;5;12
243;663;600;3082;7;16;0;95;1.5847750865051904;866;3;12;7;3;1;0;0;0;0;0;698;500;224;125;78;49;15;16;4;14;866;3;12;7;3;1;0;0;0;0;0;698;500;224;125;78;49;15;16;4;143;1336;571;456;464;16;1378;0;176;44;0.005191434133679429;1;2001-09-15 20:16:34;1000584994;7;13
244;645;787;4138;3;17;0;344;1.320421671978426;1125;0;0;0;0;0;0;0;0;0;0;1588;764;361;136;34;33;29;9;0;8;1125;0;0;0;0;0;0;0;0;0;0;1588;764;361;136;34;33;29;9;0;202;2748;511;274;48;44;1320;1;155;29;0.010633156114064766;1;2001-09-15 20:21:34;1000585294;3;11
245;1442;871;4076;4;15;0;191;2.2058823529411766;1001;0;1;0;0;0;0;0;0;0;0;1032;715;294;227;66;520;127;13;16;11;1001;0;1;0;0;0;0;0;0;0;0;1032;715;294;227;66;520;127;13;16;205;2553;544;519;49;13;1462;0;96;62;0.0031894013738959764;1;2001-09-15 20:26:34;1000585594;4;11
246;411;1003;3463;4;15;0;121;1.3325145839729813;1211;1;1;0;0;0;0;0;0;0;0;866;711;221;58;87;36;47;6;12;11;1211;1;1;0;0;0;0;0;0;0;0;866;711;221;58;87;36;47;6;12;185;1865;857;229;188;37;1204;1;82;38;0.010684377707190298;2;2001-09-15 20:31:34;1000585894;4;12
247;624;547;2740;2;17;0;157;1.4894091415830546;833;11;4;4;0;0;1;0;0;0;0;957;400;243;91;58;34;17;14;24;15;833;11;4;4;0;0;1;0;0;0;0;957;400;243;91;58;34;17;14;24;151;1661;478;244;46;14;1300;0;188;70;0.0051094890510948905;1;2001-09-15 20:36:34;1000586194;2;11
248;602;841;2820;3;17;0;145;1.7207697893972405;839;71;0;0;2;0;0;0;0;0;0;911;366;240;116;122;52;26;9;0;13;839;71;0;0;2;0;0;0;0;0;0;911;366;240;116;122;52;26;9;0;131;1717;525;236;65;8;1447;0;136;43;0.0028368794326241137;1;2001-09-15 20:41:34;1000586494;3;11
249;596;550;2868;6;15;0;126;1.5213464696223318;803;0;0;0;0;0;0;0;0;0;0;517;577;296;133;62;37;5;6;0;8;803;0;0;0;0;0;0;0;0;0;0;517;577;296;133;62;37;5;6;0;123;1419;510;258;423;20;1376;0;60;46;0.00697350069735007;2;2001-09-15 20:46:34;1000586794;6;10
250;417;1006;3043;2;15;0;224;2.222457627118644;959;1;1;4;0;0;0;0;0;0;0;581;356;198;76;30;517;97;5;7;12;959;1;1;4;0;0;0;0;0;0;0;581;356;198;76;30;517;97;5;7;205;1690;475;238;208;0;1185;0;79;32;0.0;0;2001-09-15 20:51:34;1000587094;2;10
251;588;838;4889;5;14;0;336;0.9051383399209486;2194;1;2;1;0;0;0;0;0;0;0;1104;619;244;43;27;30;14;8;14;12;2194;1;2;1;0;0;0;0;0;0;0;1104;619;244;43;27;30;14;8;14;270;1898;1331;466;482;8;1703;0;135;45;0.0016363264471262017;1;2001-09-15 20:56:34;1000587394;5;10
252;1260;540;3737;11;14;0;128;1.8368362831858407;1108;15;2;0;0;0;2;0;0;0;0;538;597;1011;164;134;5;16;9;15;15;1108;15;2;0;0;0;2;0;0;0;0;538;597;1011;164;134;5;16;9;15;99;2176;800;413;113;8;920;0;53;17;0.0021407546160021407;1;2001-09-15 21:01:34;1000587694;8;10
253;1166;1876;5030;3;17;0;205;2.1570564516129034;1318;37;29;1;2;0;2;0;0;0;0;823;524;1552;290;229;72;17;17;47;15;1318;37;29;1;2;0;2;0;0;0;0;823;524;1552;290;229;72;17;17;47;232;3473;832;218;69;9;1660;0;115;52;0.0017892644135188867;1;2001-09-15 21:06:34;1000587994;3;10
254;2048;1019;5603;6;19;0;237;2.487818281736582;1704;52;42;15;0;4;3;0;0;0;0;794;923;592;359;221;269;222;138;121;15;1704;52;42;15;0;4;3;0;0;0;0;794;923;592;359;221;269;222;138;121;390;3270;1009;553;141;0;1922;0;254;110;0.0;0;2001-09-15 21:11:34;1000588294;5;11
255;553;2092;4580;4;17;0;130;2.0929057764111576;1181;12;24;5;1;2;0;0;0;0;0;736;936;855;353;286;129;15;12;6;14;1181;12;24;5;1;2;0;0;0;0;0;736;936;855;353;286;129;15;12;6;154;2152;842;1275;21;0;1242;0;222;248;0.0;0;2001-09-15 21:16:34;1000588594;4;11
256;932;903;3548;12;17;0;144;2.049854227405248;1073;27;43;25;3;0;0;0;0;0;0;849;525;317;207;163;55;45;71;27;13;1073;27;43;25;3;0;0;0;0;0;0;849;525;317;207;163;55;45;71;27;255;1943;579;509;109;6;1295;0;331;107;0.0016910935738444193;1;2001-09-15 21:21:34;1000588894;6;13
257;1192;884;4638;5;16;0;298;1.9247943595769683;1419;11;11;1;0;0;0;0;5;3;1;922;657;430;325;171;115;80;78;26;19;1419;11;11;1;0;0;0;0;5;3;1;922;657;430;325;171;115;80;78;26;219;2388;842;508;315;24;2249;0;197;57;0.00517464424320828;1;2001-09-15 21:26:34;1000589194;5;12
258;842;983;4157;8;18;0;254;1.719810379241517;1336;6;35;27;1;2;0;0;0;0;0;1045;620;467;210;112;75;46;9;17;14;1336;6;35;27;1;2;0;0;0;0;0;1045;620;467;210;112;75;46;9;17;182;2237;818;517;113;2;1849;0;235;64;0.0004811161895597787;1;2001-09-15 21:31:34;1000589494;5;11
259;1015;843;3367;4;15;0;235;2.2010262601871418;997;5;5;0;0;0;0;0;0;0;0;564;486;400;252;239;322;29;13;1;11;997;5;5;0;0;0;0;0;0;0;0;564;486;400;252;239;322;29;13;1;174;1866;528;510;46;0;1242;20;195;94;0.0;0;2001-09-15 21:36:34;1000589794;4;10
260;269;367;1832;6;14;0;107;1.4112097669256383;829;7;2;2;0;1;0;0;0;0;0;409;202;150;48;54;47;18;17;16;14;829;7;2;2;0;1;0;0;0;0;0;409;202;150;48;54;47;18;17;16;145;773;543;234;24;8;923;0;102;51;0.004366812227074236;1;2001-09-15 21:41:34;1000590094;6;10
261;650;764;3204;2;14;0;137;1.8162590879048248;959;2;1;1;0;0;0;0;0;0;0;872;334;291;129;205;183;19;2;28;12;959;2;1;1;0;0;0;0;0;0;0;872;334;291;129;205;183;19;2;28;189;1741;588;371;154;4;1157;0;160;66;0.0012484394506866417;1;2001-09-15 21:46:34;1000590394;2;10
262;676;568;3131;5;14;0;200;1.3134807417974323;1056;16;3;0;0;0;0;0;0;0;0;853;363;347;82;37;12;13;4;18;11;1056;16;3;0;0;0;0;0;0;0;0;853;363;347;82;37;12;13;4;18;168;1520;613;303;253;9;1208;0;184;40;0.0028744809964867456;2;2001-09-15 21:51:34;1000590694;5;10
263;703;653;3352;8;16;0;283;1.5195195195195195;1131;6;5;0;1;0;0;0;0;0;0;733;490;318;69;106;62;44;15;17;13;1131;6;5;0;1;0;0;0;0;0;0;733;490;318;69;106;62;44;15;17;182;1629;607;296;306;4;1283;0;187;138;0.0011890606420927466;1;2001-09-15 21:56:34;1000590994;5;11
264;3433;665;8481;4;17;0;229;2.115416323165705;1650;5;7;2;0;0;0;0;0;0;0;1825;1120;829;1084;435;180;70;27;44;12;1650;5;7;2;0;0;0;0;0;0;0;1825;1120;829;1084;435;180;70;27;44;162;5179;1194;514;1066;8;2411;0;382;264;0.0009432849899775969;2;2001-09-15 22:01:34;1000591294;4;12
265;660;802;3377;3;15;0;221;1.666454081632653;1059;18;5;3;1;0;0;0;0;0;0;894;405;331;190;98;38;21;37;36;13;1059;18;5;3;1;0;0;0;0;0;0;894;405;331;190;98;38;21;37;36;200;1524;590;601;233;13;1447;0;130;89;0.0038495706248149247;1;2001-09-15 22:06:34;1000591594;3;11
266;258;268;1616;5;13;0;96;1.2920863309352517;576;2;0;0;0;0;0;0;0;0;0;313;259;129;51;20;30;6;4;0;10;576;2;0;0;0;0;0;0;0;0;0;313;259;129;51;20;30;6;4;0;95;669;343;187;193;7;791;0;93;21;0.004331683168316832;1;2001-09-15 22:11:34;1000591894;5;10
267;193;252;1602;3;12;0;114;1.072027972027972;740;2;0;0;0;0;0;0;0;0;0;312;180;74;39;56;16;4;4;3;10;740;2;0;0;0;0;0;0;0;0;0;312;180;74;39;56;16;4;4;3;147;598;442;129;143;12;743;0;105;44;0.00749063670411985;1;2001-09-15 22:16:34;1000592194;3;11
268;202;191;1789;3;16;0;280;1.093984962406015;725;0;4;1;2;0;0;0;0;0;0;241;148;129;31;20;6;7;4;12;13;725;0;4;1;2;0;0;0;0;0;0;241;148;129;31;20;6;7;4;12;144;470;270;166;457;97;811;1;135;39;0.05422023476802683;2;2001-09-15 22:21:34;1000592494;3;11
269;457;422;184524;3;22;0;22759;0.11870649331516335;25601;5;3;2;0;0;0;0;0;0;0;664;501;237;42;52;19;9;10;6;12;25601;5;3;2;0;0;0;0;0;0;0;664;501;237;42;52;19;9;10;6;618;1400;2131;243;157271;6994;62448;170;5208;85;0.03789758872934164;3;2001-09-15 22:26:34;1000592794;3;11
270;308;269;15021;2;16;0;1712;0.6187814421464505;2498;8;3;0;0;0;0;0;0;0;0;548;312;94;42;27;9;17;9;11;11;2498;8;3;0;0;0;0;0;0;0;0;548;312;94;42;27;9;17;9;11;194;869;559;244;11441;583;6048;4;475;17;0.03881232940549897;2;2001-09-15 22:31:34;1000593094;2;11
271;279;293;1584;4;15;0;86;1.5475083056478405;571;8;0;1;2;0;0;0;0;0;0;357;290;127;34;38;26;19;10;22;13;571;8;0;1;2;0;0;0;0;0;0;357;290;127;34;38;26;19;10;22;152;780;292;195;59;1;901;4;34;23;0.0006313131313131314;1;2001-09-15 22:36:34;1000593394;4;13
272;196;162;1087;6;15;0;95;1.4301675977653632;501;12;7;1;0;0;0;0;0;0;0;248;140;71;26;18;8;15;4;23;12;501;12;7;1;0;0;0;0;0;0;0;248;140;71;26;18;8;15;4;23;126;471;258;124;13;4;786;0;37;5;0.0036798528058877645;1;2001-09-15 22:41:34;1000593694;5;13
273;310;206;1435;4;16;0;82;1.5984615384615384;522;14;6;3;1;0;0;0;0;0;0;342;162;89;66;36;11;23;6;19;13;522;14;6;3;1;0;0;0;0;0;0;342;162;89;66;36;11;23;6;19;98;638;297;185;124;0;839;0;102;21;0.0;0;2001-09-15 22:46:34;1000593994;4;14
274;343;557;2647;2;16;0;141;1.5;975;27;11;1;2;0;0;0;0;0;0;548;381;201;106;56;13;20;15;20;13;975;27;11;1;2;0;0;0;0;0;0;548;381;201;106;56;13;20;15;20;200;1067;555;413;197;4;1186;0;78;38;0.001511144692104269;1;2001-09-15 22:51:34;1000594294;2;12
275;1073;2677;6743;13;16;0;136;2.3748011454024818;1354;3;9;0;0;0;0;0;0;0;0;1310;1058;829;513;669;359;130;43;9;11;1354;3;9;0;0;0;0;0;0;0;0;1310;1058;829;513;669;359;130;43;9;185;2641;947;2377;181;0;1869;0;355;224;0.0;0;2001-09-15 22:56:34;1000594594;11;14
276;762;797;3355;4;16;0;192;1.5135475740390674;942;0;4;0;0;0;0;0;0;0;0;908;680;323;172;80;42;8;8;7;11;942;0;4;0;0;0;0;0;0;0;0;908;680;323;172;80;42;8;8;7;230;1904;488;360;178;0;986;0;398;124;0.0;0;2001-09-15 23:01:34;1000594894;4;14
277;599;591;2502;3;17;0;113;2.056154537286613;659;20;7;4;0;1;0;0;0;0;0;525;426;189;89;82;65;143;7;9;14;659;20;7;4;0;1;0;0;0;0;0;525;426;189;89;82;65;143;7;9;156;1290;344;323;244;4;956;0;226;65;0.0015936254980079682;1;2001-09-15 23:06:34;1000595194;3;12
278;475;510;2375;10;14;0;143;1.5649913344887347;742;7;8;1;1;0;0;0;0;0;0;705;327;255;129;75;13;32;5;8;13;742;7;8;1;1;0;0;0;0;0;0;705;327;255;129;75;13;32;5;8;199;1238;349;379;30;1;833;0;193;50;0.0004210526315789474;1;2001-09-15 23:11:34;1000595494;5;12
279;1394;935;4808;8;15;0;255;1.5873983739837398;1271;13;12;0;0;0;0;0;0;0;0;1381;819;453;241;119;35;66;4;14;11;1271;13;12;0;0;0;0;0;0;0;0;1381;819;453;241;119;35;66;4;14;162;2839;816;356;380;1;1037;0;396;55;0.00020798668885191348;1;2001-09-15 23:16:34;1000595794;4;11
280;803;1139;4645;5;14;0;225;1.432589964521034;1558;0;0;0;0;0;0;0;0;0;0;860;604;479;201;170;31;36;7;0;8;1558;0;0;0;0;0;0;0;0;0;0;860;604;479;201;170;31;36;7;0;372;1487;857;1005;429;33;956;0;273;46;0.007104413347685684;1;2001-09-15 23:21:34;1000596094;5;10
281;467;495;2643;11;15;0;94;1.5530371713508613;809;0;0;0;0;0;0;0;0;0;0;535;342;260;90;34;67;59;8;2;9;809;0;0;0;0;0;0;0;0;0;0;535;342;260;90;34;67;59;8;2;196;1231;477;208;49;10;1090;0;147;43;0.0037835792659856224;1;2001-09-15 23:26:34;1000596394;9;11
282;1261;888;4540;4;17;0;236;1.6152291105121295;1509;5;0;0;0;0;0;0;0;0;0;1382;584;371;157;93;119;205;7;20;10;1509;5;0;0;0;0;0;0;0;0;0;1382;584;371;157;93;119;205;7;20;226;2638;944;408;86;0;1480;0;303;197;0.0;0;2001-09-15 23:31:34;1000596694;4;11
283;450;389;2424;4;14;0;226;1.3783433994823124;1047;3;0;0;0;0;0;0;0;0;0;563;257;167;87;53;45;78;4;14;10;1047;3;0;0;0;0;0;0;0;0;0;563;257;167;87;53;45;78;4;14;184;1178;579;151;89;1;1072;0;124;11;0.00041254125412541255;1;2001-09-15 23:36:34;1000596994;4;11
284;396;387;2295;4;14;0;166;1.1701437181270282;1025;5;1;0;0;0;0;0;0;0;0;613;190;106;95;39;31;36;5;11;11;1025;5;1;0;0;0;0;0;0;0;0;613;190;106;95;39;31;36;5;11;187;966;603;235;124;1;965;0;121;32;0.00043572984749455336;1;2001-09-15 23:41:34;1000597294;4;11
285;332;362;1917;10;14;0;129;1.5256618044300378;860;14;2;0;0;0;0;0;0;0;0;372;216;135;60;57;48;68;7;12;11;860;14;2;0;0;0;0;0;0;0;0;372;216;135;60;57;48;68;7;12;162;853;536;171;62;0;800;0;174;27;0.0;0;2001-09-15 23:46:34;1000597594;5;11
286;461;439;2218;8;15;0;142;1.545412203074057;893;6;6;3;0;0;0;0;0;0;0;430;347;231;75;36;29;66;2;23;12;893;6;6;3;0;0;0;0;0;0;0;430;347;231;75;36;29;66;2;23;164;1069;506;266;70;0;965;0;124;140;0.0;0;2001-09-15 23:51:34;1000597894;8;9
287;363;373;2097;3;12;0;234;1.2413461538461539;999;2;0;0;0;0;0;0;0;0;0;472;246;127;129;27;9;53;3;13;10;999;2;0;0;0;0;0;0;0;0;0;472;246;127;129;27;9;53;3;13;227;939;487;193;14;1;768;0;144;12;0.0004768717215069146;1;2001-09-15 23:56:34;1000598194;3;9
288;174;255;737;6;15;0;36;2.38283378746594;228;1;0;0;0;0;0;0;0;0;0;119;76;34;135;82;25;13;14;7;10;228;1;0;0;0;0;0;0;0;0;0;119;76;34;135;82;25;13;14;7;22;469;162;45;2;1;373;0;13;7;0.0013568521031207597;1;2001-09-16 00:01:34;1000598494;6;13
