,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max
2262,302,191,1109,5,12,0,45,2.200255102,188,3,163,149,72,96,79,16,7,5,6,10,188,3,163,149,72,96,79,16,7,5,6,48,536,84,71,312,4,448,0,65,24,0.003606853,1,2001-07-20 20:05:28,5,11
2263,495,495,2021,3,14,0,204,1.7924008811,542,2,419,372,166,137,92,42,39,4,1,10,542,2,419,372,166,137,92,42,39,4,1,136,1073,183,220,161,10,662,0,65,20,0.0049480455,1,2001-07-20 20:10:28,3,10
2264,218,268,1001,4,15,0,89,1.7444444444,260,3,258,177,86,51,32,3,7,2,8,13,260,3,258,177,86,51,32,3,7,2,8,101,510,51,149,73,4,383,0,46,8,0.003996004,1,2001-07-20 20:15:28,4,9
2265,279,318,1210,9,16,0,152,1.5298184961,378,7,373,180,108,44,29,17,5,3,0,14,378,7,373,180,108,44,29,17,5,3,0,91,648,118,148,36,11,528,0,46,5,0.0090909091,2,2001-07-20 20:20:28,5,11
2266,496,485,1630,3,14,0,110,1.9121253406,307,3,393,433,120,64,70,45,10,13,6,14,307,3,393,433,120,64,70,45,10,13,6,62,1057,116,123,128,19,562,0,83,13,0.0116564417,1,2001-07-20 20:25:28,3,10
2267,303,280,1289,4,15,0,55,1.9570354458,190,0,259,199,130,83,40,7,2,2,19,9,190,0,259,199,130,83,40,7,2,2,19,48,623,77,128,342,6,458,0,39,13,0.0046547711,2,2001-07-20 20:30:28,4,11
2268,433,383,2087,9,14,0,154,1.5575620767,682,20,352,324,227,99,16,14,3,19,15,11,682,20,352,324,227,99,16,14,3,19,15,132,1016,319,151,149,9,551,0,72,3,0.0043124102,1,2001-07-20 20:35:28,5,9
2269,393,264,1259,6,16,0,119,1.9642857143,265,3,267,265,135,56,80,33,5,0,8,13,265,3,267,265,135,56,80,33,5,0,8,65,717,63,156,125,22,474,0,55,0,0.0174741859,1,2001-07-20 20:40:28,6,11
2270,293,196,1264,5,15,0,103,1.6222014925,284,0,387,143,137,36,38,25,10,7,5,9,284,0,387,143,137,36,38,25,10,7,5,75,659,76,159,174,17,507,0,39,14,0.0134493671,1,2001-07-20 20:45:28,5,9
2271,296,284,1012,7,17,0,59,1.825,181,1,323,244,95,33,34,22,10,11,6,10,181,1,323,244,95,33,34,22,10,11,6,66,638,52,145,49,2,461,0,36,23,0.0019762846,1,2001-07-20 20:50:28,5,9
2272,250,299,1251,3,14,0,113,1.6203451408,285,2,388,178,127,43,41,15,10,6,6,10,285,2,388,178,127,43,41,15,10,6,6,103,713,56,116,125,17,442,0,42,7,0.0135891287,2,2001-07-20 20:55:28,3,11
2273,187,317,1138,3,14,0,57,1.7683438155,259,8,216,247,127,23,49,14,2,0,9,10,259,8,216,247,127,23,49,14,2,0,9,66,622,114,95,173,6,391,9,73,0,0.0052724077,1,2001-07-20 21:00:28,3,12
2274,218,181,748,5,9,0,62,1.6011560694,143,0,205,206,79,50,5,0,3,1,0,8,143,0,205,206,79,50,5,0,3,1,0,54,431,20,125,37,2,281,0,60,7,0.0026737968,1,2001-07-20 21:05:28,5,9
2275,150,244,1065,4,12,0,116,1.4315545244,254,0,276,175,76,42,33,1,1,2,2,9,254,0,276,175,76,42,33,1,1,2,2,67,475,61,143,196,6,458,0,52,14,0.0056338028,1,2001-07-20 21:10:28,4,8
2276,174,139,571,4,15,0,42,1.8795620438,122,0,129,159,54,32,30,14,6,1,1,9,122,0,129,159,54,32,30,14,6,1,1,47,360,29,70,19,3,351,15,62,11,0.0052539405,1,2001-07-20 21:15:28,4,11
2277,187,248,764,5,11,0,82,1.6324404762,149,0,191,181,96,29,18,6,2,0,0,7,149,0,191,181,96,29,18,6,2,0,0,35,438,26,91,81,4,320,0,43,5,0.0052356021,1,2001-07-20 21:20:28,5,9
2278,240,203,1058,5,15,0,104,1.5654205607,207,2,367,135,68,16,21,6,12,8,14,10,207,2,367,135,68,16,21,6,12,8,14,53,475,42,182,157,2,395,0,97,19,0.0018903592,1,2001-07-20 21:25:28,4,11
2279,350,254,1136,7,15,0,152,1.8311567164,341,10,246,189,120,68,37,31,9,16,5,10,341,10,246,189,120,68,37,31,9,16,5,128,598,46,148,43,11,552,0,87,14,0.0096830986,1,2001-07-20 21:30:28,7,10
2280,237,231,1163,10,16,0,66,1.7371565114,194,0,232,191,129,45,24,13,4,3,1,14,194,0,232,191,129,45,24,13,4,3,1,52,542,57,120,277,24,558,0,44,20,0.0206362855,1,2001-07-20 21:35:28,4,11
2281,230,205,998,4,14,0,51,2.2269005848,189,10,237,171,62,78,46,21,4,6,23,11,189,10,237,171,62,78,46,21,4,6,23,51,573,64,116,118,7,453,0,32,7,0.0070140281,1,2001-07-20 21:40:28,3,10
2282,214,221,970,10,16,0,102,2.014994233,268,7,204,180,66,43,32,13,17,2,17,14,268,7,204,180,66,43,32,13,17,2,17,84,483,73,125,99,15,439,1,41,3,0.0154639175,2,2001-07-20 21:45:28,6,11
2283,193,227,1283,3,16,0,266,1.6599799398,402,3,177,196,86,71,7,17,7,3,8,13,402,3,177,196,86,71,7,17,7,3,8,83,462,35,151,260,44,438,1,68,12,0.034294622,1,2001-07-20 21:50:28,3,9
2284,135,173,822,9,13,0,70,1.5334302326,214,11,200,152,64,24,10,2,4,2,4,11,214,11,200,152,64,24,10,2,4,2,4,56,383,77,102,95,9,382,0,38,6,0.0109489051,1,2001-07-20 21:55:28,7,11
2285,401,195,1142,6,13,0,75,1.6022044088,221,2,341,201,148,47,29,4,5,0,0,10,221,2,341,201,148,47,29,4,5,0,0,45,725,79,74,114,2,500,0,58,23,0.0017513135,1,2001-07-20 22:00:28,5,10
2286,581,648,2068,12,16,0,146,2.2757527734,383,11,398,454,249,173,132,40,12,1,7,14,383,11,398,454,249,173,132,40,12,1,7,64,1325,141,217,160,5,754,0,117,15,0.002417795,1,2001-07-20 22:05:28,6,11
2287,292,205,1468,5,16,0,283,1.8516129032,400,4,189,205,125,51,34,29,4,9,25,14,400,4,189,205,125,51,34,29,4,9,25,71,563,31,137,338,20,554,0,48,0,0.0136239782,1,2001-07-20 22:10:28,5,12
2288,356,558,1672,4,15,0,79,2.0147601476,257,6,511,184,153,93,59,31,21,28,12,10,257,6,511,184,153,93,59,31,21,28,12,49,925,121,181,309,21,589,0,55,4,0.0125598086,1,2001-07-20 22:15:28,4,12
2289,597,496,1727,7,12,0,171,1.4317180617,299,0,792,244,136,50,36,20,9,3,0,8,299,0,792,244,136,50,36,20,9,3,0,68,1166,48,136,137,12,534,0,61,2,0.0069484655,1,2001-07-20 22:20:28,4,9
2290,563,487,2207,6,16,0,248,1.4351187189,545,2,591,293,271,40,34,14,7,9,3,14,545,2,591,293,271,40,34,14,7,9,3,114,1172,129,148,367,104,840,0,111,0,0.0471227911,2,2001-07-20 22:25:28,6,9
2291,335,438,1446,5,14,0,184,1.9679767103,435,4,279,260,156,62,77,46,11,19,10,13,435,4,279,260,156,62,77,46,11,19,10,95,686,138,271,46,6,600,0,74,1,0.0041493776,1,2001-07-20 22:30:28,4,11
2292,237,161,756,4,14,0,57,1.5848275862,190,2,210,150,115,32,13,10,3,0,0,10,190,2,210,150,115,32,13,10,3,0,0,71,444,52,101,29,0,453,0,53,14,0,0,2001-07-20 22:35:28,4,13
2293,151,238,802,5,15,0,53,1.4488950276,186,0,185,265,56,13,9,5,1,4,0,8,186,0,185,265,56,13,9,5,1,4,0,103,476,25,67,64,5,345,0,38,6,0.006234414,1,2001-07-20 22:40:28,3,10
2294,349,467,1618,6,12,0,250,1.9067258883,423,0,330,361,152,164,86,27,22,4,7,9,423,0,330,361,152,164,86,27,22,4,7,66,1033,89,138,32,7,530,0,105,11,0.0043263288,1,2001-07-20 22:45:28,5,9
2295,306,137,1000,11,14,0,69,1.7072916667,161,2,335,273,75,82,19,8,1,3,0,11,161,2,335,273,75,82,19,8,1,3,0,59,712,25,95,38,5,342,0,67,7,0.005,1,2001-07-20 22:50:28,4,9
2296,196,516,1161,3,12,0,95,1.3928896992,227,0,530,156,99,57,21,3,0,0,3,11,227,0,530,156,99,57,21,3,0,0,3,62,800,58,82,52,37,522,0,55,8,0.0318690784,2,2001-07-20 22:55:28,3,9
2297,277,243,981,3,15,0,80,1.7532467532,177,1,300,173,76,59,37,9,5,4,4,12,177,1,300,173,76,59,37,9,5,4,4,67,590,26,84,121,24,446,0,63,0,0.0243902439,3,2001-07-20 23:00:28,3,11
2298,185,226,829,7,11,0,57,1.6566757493,207,0,235,100,50,88,47,5,2,0,0,7,207,0,235,100,50,88,47,5,2,0,0,93,467,38,79,91,8,315,10,44,0,0.0096501809,1,2001-07-20 23:05:28,7,10
2299,417,307,1234,2,14,0,102,2.0518653321,187,1,289,309,62,181,33,20,8,2,3,11,187,1,289,309,62,181,33,20,8,2,3,50,841,29,77,133,13,415,6,39,0,0.0105263158,2,2001-07-20 23:10:28,2,11
2300,155,242,733,5,15,0,52,1.9693721286,147,5,180,134,107,12,33,22,4,3,0,13,147,5,180,134,107,12,33,22,4,3,0,57,381,35,128,65,5,310,0,68,12,0.0068212824,1,2001-07-20 23:15:28,5,10
2301,131,159,656,4,16,0,88,1.6725521669,183,5,198,108,79,21,7,4,1,4,0,14,183,5,198,108,79,21,7,4,1,4,0,57,354,32,92,23,4,321,0,53,12,0.0060882801,1,2001-07-20 23:20:28,4,10
2302,203,155,696,3,16,0,84,1.5067064083,183,2,235,126,69,30,8,12,2,0,1,14,183,2,235,126,69,30,8,12,2,0,1,67,434,27,59,21,10,333,0,42,2,0.0143472023,2,2001-07-20 23:25:28,3,11
2303,163,228,806,5,15,0,135,1.6603295311,264,3,193,173,57,49,21,10,4,2,0,14,264,3,193,173,57,49,21,10,4,2,0,72,386,50,146,13,3,362,0,57,12,0.0037220844,1,2001-07-20 23:30:28,5,9
2304,203,147,620,5,12,0,51,1.5297029703,160,0,167,179,46,26,17,5,3,3,0,8,160,0,167,179,46,26,17,5,3,3,0,51,409,53,42,8,0,331,1,40,17,0,0,2001-07-20 23:35:28,4,9
2305,173,141,659,6,15,0,54,1.7344827586,197,1,158,77,59,30,18,13,11,7,7,12,197,1,158,77,59,30,18,13,11,7,7,62,327,71,66,66,7,305,0,54,12,0.0106221548,1,2001-07-20 23:40:28,6,9
2306,161,203,711,4,14,0,89,1.9017160686,169,2,155,150,60,58,11,8,7,9,12,10,169,2,155,150,60,58,11,8,7,9,12,48,408,24,72,66,10,349,2,51,7,0.0140252454,1,2001-07-20 23:45:28,4,10
2307,147,172,560,2,16,0,38,1.8500986193,119,1,125,129,68,31,10,15,5,0,3,15,119,1,125,129,68,31,10,15,5,0,3,46,293,29,101,53,9,362,0,30,27,0.0160714286,2,2001-07-20 23:50:28,2,9
2308,215,210,718,5,17,0,47,2.2850241546,127,0,162,150,50,40,24,33,6,16,3,15,127,0,162,150,50,40,24,33,6,16,3,35,415,33,91,67,10,359,0,68,17,0.0139275766,2,2001-07-20 23:55:28,4,10
2309,174,181,647,3,16,0,31,2.4407079646,127,3,135,94,77,49,21,10,17,19,1,15,127,3,135,94,77,49,21,10,17,19,1,47,344,37,106,64,10,394,0,60,13,0.0154559505,1,2001-07-21 00:00:28,3,10
2310,170,136,551,3,17,0,25,1.6858846918,127,2,125,136,56,40,8,3,3,3,0,10,127,2,125,136,56,40,8,3,3,3,0,49,314,31,84,25,13,299,0,40,12,0.0235934664,1,2001-07-21 00:05:28,3,9
2311,2,3,10,3,8,0,0,1.6,4,0,1,1,3,1,0,0,0,0,0,4,4,0,1,1,3,1,0,0,0,0,0,0,5,0,5,0,0,8,0,1,0,0,0,2001-07-21 00:10:28,3,8
2312,235,393,2991,5,16,0,171,1.2121982211,650,4,435,236,146,52,27,10,6,2,2,11,650,4,435,236,146,52,27,10,6,2,2,22,848,423,110,1278,100,1181,0,145,29,0.0502008032,4,2001-07-21 00:09:51,5,12
2313,371,263,2090,4,15,0,118,1.2232876712,569,0,412,251,153,34,14,5,10,7,2,11,569,0,412,251,153,34,14,5,10,7,2,85,799,349,109,574,232,1007,0,199,43,0.1110047847,6,2001-07-21 00:14:51,4,9
2314,240,274,1939,10,15,0,129,1.2494448557,564,1,317,248,129,45,16,17,7,2,2,11,564,1,317,248,129,45,16,17,7,2,2,97,680,316,129,516,197,1033,0,141,68,0.1015987622,6,2001-07-21 00:19:51,7,11
2315,212,297,1673,11,16,0,97,1.8294314381,435,4,263,212,103,38,33,27,19,38,16,13,435,4,263,212,103,38,33,27,19,38,16,70,667,243,119,441,157,940,0,99,31,0.0938433951,5,2001-07-21 00:24:51,5,11
2316,248,325,1709,5,13,0,86,1.2581648523,514,0,307,260,109,63,17,1,8,4,0,11,514,0,307,260,109,63,17,1,8,4,0,127,636,251,186,366,146,734,0,165,19,0.0854300761,4,2001-07-21 00:29:51,5,9
2317,267,253,1481,1,15,0,114,1.2675367047,496,3,314,212,133,24,15,11,5,8,2,11,496,3,314,212,133,24,15,11,5,8,2,118,646,247,101,226,96,810,0,87,54,0.0648210668,3,2001-07-21 00:34:51,1,12
2318,350,372,1838,6,16,0,99,1.3936446174,567,2,373,352,117,38,55,17,11,3,3,11,567,2,373,352,117,38,55,17,11,3,3,150,875,265,153,272,119,903,0,100,46,0.0647442873,2,2001-07-21 00:39:51,6,10
2319,934,3104,13794,7,16,0,115,1.6313793648,745,1,3186,1342,533,129,136,206,18,18,11,12,745,1,3186,1342,533,129,136,206,18,18,11,100,4877,513,724,6725,589,3777,20,358,501,0.04269044,3,2001-07-21 00:44:51,7,14
2320,926,860,8927,3,15,0,630,1.1570554124,2070,2,2687,595,523,154,107,10,24,14,8,11,2070,2,2687,595,523,154,107,10,24,14,8,195,3951,1200,232,2491,81,2691,2,207,76,0.009073597,3,2001-07-21 00:49:51,3,13
2321,1655,1649,10152,3,18,0,460,1.6059105911,2224,11,1391,1500,688,434,199,170,24,17,2,12,2224,11,1391,1500,688,434,199,170,24,17,2,364,3491,1082,1269,2524,33,2308,0,429,113,0.003250591,3,2001-07-21 00:54:51,3,12
2322,607,1829,7006,4,18,0,292,1.5789907652,2024,9,1600,1005,664,386,124,187,27,6,10,14,2024,9,1600,1005,664,386,124,187,27,6,10,656,3247,962,907,277,10,1885,0,177,98,0.001427348,2,2001-07-21 00:59:51,4,12
2323,694,427,2682,2,16,0,119,1.735251097,622,0,381,318,562,78,47,19,11,7,2,11,622,0,381,318,562,78,47,19,11,7,2,98,1259,373,202,618,31,1114,0,133,94,0.0115585384,3,2001-07-21 01:04:51,2,13
2324,451,608,2433,6,14,0,140,1.8257016248,670,0,402,294,323,93,164,58,17,6,1,11,670,0,402,294,323,93,164,58,17,6,1,166,1139,341,245,368,29,1331,0,140,60,0.011919441,2,2001-07-21 01:09:51,6,11
2325,453,580,2632,12,22,0,165,1.6671504596,705,1,393,488,237,101,58,15,35,7,14,13,705,1,393,488,237,101,58,15,35,7,14,95,1185,414,208,552,13,1244,19,216,78,0.0049392097,1,2001-07-21 01:14:51,6,10
2326,517,293,22432,4,22,0,198,1.3617128463,763,1,426,474,169,88,25,3,15,5,4,12,763,1,426,474,169,88,25,3,15,5,4,206,1039,315,227,20418,997,7039,10,705,94,0.04442959,4,2001-07-21 01:19:51,4,12
2327,4402,54588,134820,9,18,0,13298,2.063722176,15753,25,3518,31926,17533,4576,2442,489,434,110,55,15,15753,25,3518,31926,17533,4576,2442,489,434,110,55,183,60107,2204,1120,57466,209,35964,26,3419,674,0.0015498587,2,2001-07-21 01:24:51,7,12
2328,521,2394,5309,5,16,0,266,2.6027027027,877,83,1058,691,709,483,536,264,25,25,49,11,877,83,1058,691,709,483,536,264,25,25,49,131,2322,439,1652,373,8,1522,0,351,124,0.0015068751,1,2001-07-21 01:29:51,5,12
2329,682,377,2409,6,16,0,141,1.4489981785,618,4,818,330,284,62,23,16,10,6,21,13,618,4,818,330,284,62,23,16,10,6,21,122,1458,322,153,187,10,1152,0,219,82,0.0041511,2,2001-07-21 01:34:51,6,11
2330,1200,1342,5367,6,16,0,362,1.8942128189,1312,10,790,1031,906,621,96,12,8,9,2,15,1312,10,790,1031,906,621,96,12,8,9,2,212,3354,718,175,484,32,1511,0,254,131,0.0059623626,2,2001-07-21 01:39:51,6,12
2331,410,612,2873,7,15,0,221,1.1486068111,804,0,859,276,176,112,21,2,7,0,0,11,804,0,859,276,176,112,21,2,7,0,0,155,1118,348,419,564,18,909,0,120,57,0.006265228,1,2001-07-21 01:44:51,6,9
2332,675,431,2795,4,13,0,147,1.3968839688,911,7,602,363,404,75,18,27,21,7,1,11,911,7,602,363,404,75,18,27,21,7,1,156,1369,533,234,314,25,1177,0,58,19,0.0089445438,2,2001-07-21 01:49:51,4,10
2333,392,356,1869,3,17,0,139,1.4248826291,698,0,374,307,149,62,32,30,24,21,4,11,698,0,374,307,149,62,32,30,24,21,4,136,817,387,225,144,11,1053,0,166,48,0.0058855003,1,2001-07-21 01:54:51,3,13
2334,796,629,4418,6,17,0,144,1.625797783,980,6,576,563,566,195,34,17,15,10,11,11,980,6,576,563,566,195,34,17,15,10,11,260,1756,501,316,1398,29,1481,6,202,95,0.0065640561,2,2001-07-21 01:59:51,6,12
2335,593,1271,4453,5,16,0,219,1.55754858,1150,21,1113,1001,391,191,63,6,18,33,24,11,1150,21,1113,1001,391,191,63,6,18,33,24,156,2634,747,258,400,6,1533,0,157,85,0.0013474062,1,2001-07-21 02:04:51,3,11
2336,462,1149,3205,3,15,0,107,1.7575201761,602,1,657,788,325,274,46,15,6,3,4,11,602,1,657,788,325,274,46,15,6,3,4,120,1739,346,414,461,16,1006,0,117,27,0.0049921997,2,2001-07-21 02:09:51,3,10
2337,380,432,2409,5,15,0,294,1.1882572227,1028,1,434,345,163,50,81,14,16,6,5,11,1028,1,434,345,163,50,81,14,16,6,5,210,970,489,183,240,0,934,0,160,148,0,0,2001-07-21 02:14:51,4,11
2338,414,404,1774,4,14,0,95,1.5825716027,540,0,391,314,192,106,56,17,14,7,1,11,540,0,391,314,192,106,56,17,14,7,1,121,879,313,233,124,8,942,0,89,24,0.0045045045,1,2001-07-21 02:19:51,4,10
2339,566,318,2686,3,15,0,306,1.2478873239,892,4,532,378,182,56,34,18,13,8,8,11,892,4,532,378,182,56,34,18,13,8,8,124,996,418,286,533,14,1154,0,184,95,0.0052122115,2,2001-07-21 02:24:51,3,12
2340,654,748,3316,12,16,0,210,1.3522359041,1153,0,723,649,292,149,84,11,17,3,2,11,1153,0,723,649,292,149,84,11,17,3,2,281,1658,586,351,211,8,1399,0,145,183,0.0024125452,1,2001-07-21 02:29:51,6,10
2341,601,459,3871,5,15,0,157,1.5373383396,743,0,638,472,280,149,65,30,9,6,2,11,743,0,638,472,280,149,65,30,9,6,2,126,1463,427,224,1411,207,1466,0,183,119,0.0534745544,3,2001-07-21 02:34:51,4,10
2342,800,1529,3964,6,14,0,170,1.7145845786,697,9,1319,487,451,165,96,61,33,14,1,11,697,9,1319,487,451,165,96,61,33,14,1,112,2484,402,178,613,161,1425,0,364,566,0.0406155399,2,2001-07-21 02:39:51,6,10
2343,551,845,3144,4,14,0,175,1.5861716621,823,0,1056,421,246,140,138,53,38,8,10,11,823,0,1056,421,246,140,138,53,38,8,10,202,1883,411,265,155,11,1496,0,199,95,0.0034987277,1,2001-07-21 02:44:51,4,12
2344,552,503,2343,7,17,0,168,1.7823834197,787,16,451,346,225,93,61,40,22,27,47,13,787,16,451,346,225,93,61,40,22,27,47,166,1140,425,224,198,4,1293,0,133,51,0.0017064846,1,2001-07-21 02:49:51,4,10
2345,1394,1317,4536,6,16,0,274,1.5210025528,1131,0,1860,495,320,181,142,71,61,17,10,11,1131,0,1860,495,320,181,142,71,61,17,10,236,2755,563,481,184,4,1429,33,222,1084,0.0008810573,1,2001-07-21 02:54:51,3,11
2346,400,620,2290,3,15,0,148,1.6817964644,740,1,453,313,263,146,74,59,29,10,2,11,740,1,453,313,263,146,74,59,29,10,2,155,1213,395,182,167,0,1157,0,118,57,0,0,2001-07-21 02:59:51,3,9
2347,594,418,2650,6,15,0,113,1.6726943942,646,7,648,369,315,91,46,16,24,32,7,12,646,7,648,369,315,91,46,16,24,32,7,147,1368,364,220,406,30,1395,0,199,58,0.0113207547,3,2001-07-21 03:04:51,6,10
2348,588,467,2739,4,19,0,158,1.412996075,842,1,602,441,179,91,52,39,30,11,1,11,842,1,602,441,179,91,52,39,30,11,1,144,1220,508,263,403,20,1440,0,192,106,0.007301935,1,2001-07-21 03:09:51,4,12
2349,442,489,2961,10,15,0,140,1.2354175409,982,6,694,367,139,56,78,22,28,8,0,11,982,6,694,367,139,56,78,22,28,8,0,157,1214,651,221,569,14,1447,0,171,82,0.0047281324,1,2001-07-21 03:14:51,5,10
2350,415,389,2049,8,17,0,152,1.346787042,809,3,445,295,164,49,52,23,16,7,4,14,809,3,445,295,164,49,52,23,16,7,4,171,877,448,235,137,4,1181,0,108,26,0.0019502682,1,2001-07-21 03:19:51,5,10
2351,373,542,4421,4,16,0,148,1.2743125419,934,0,1231,430,151,87,80,29,15,8,11,11,934,0,1231,430,151,87,80,29,15,8,11,122,1905,617,190,1418,8,1316,0,95,73,0.0018095454,1,2001-07-21 03:24:51,4,11
2352,277,311,1463,5,15,0,121,1.4503816794,519,2,272,259,122,45,56,7,16,6,2,11,519,2,272,259,122,45,56,7,16,6,2,122,678,255,134,143,2,910,0,63,42,0.001367054,1,2001-07-21 03:29:51,4,10
2353,456,450,2471,3,22,0,120,1.5686771414,702,3,542,359,151,72,67,13,12,11,3,19,702,3,542,359,151,72,67,13,12,11,3,140,1075,401,237,420,12,1198,0,157,54,0.0048563335,1,2001-07-21 03:34:51,3,10
2354,364,398,1890,8,16,0,114,1.4853438557,628,0,504,307,146,79,43,23,14,8,0,12,628,0,504,307,146,79,43,23,14,8,0,143,940,335,242,42,0,1140,0,95,82,0,0,2001-07-21 03:39:51,6,10
2355,472,426,2051,6,15,0,118,1.4911012236,560,0,543,323,202,72,45,23,19,5,2,11,560,0,543,323,202,72,45,23,19,5,2,152,1020,250,258,209,3,1109,0,148,106,0.0014619883,1,2001-07-21 03:44:51,3,9
2356,727,960,3837,10,16,0,278,1.8179074447,902,1,587,357,662,356,70,9,23,6,6,11,902,1,587,357,662,356,70,9,23,6,6,205,1796,357,346,758,5,1157,0,136,47,0.0013014055,1,2001-07-21 03:49:51,7,11
2357,455,359,1752,3,14,0,96,1.6029325513,528,6,493,286,194,89,59,17,18,6,0,11,528,6,493,286,194,89,59,17,18,6,0,109,1060,258,182,34,0,886,0,120,56,0,0,2001-07-21 03:54:51,3,12
2358,390,618,2450,4,13,0,177,1.4075454122,682,0,629,513,150,59,47,41,17,6,0,11,682,0,629,513,150,59,47,41,17,6,0,105,1286,363,216,251,7,1046,0,180,57,0.0028571429,2,2001-07-21 03:59:51,4,10
2359,527,508,2597,5,16,0,184,1.5051500224,836,1,541,375,230,100,72,40,8,9,0,13,836,1,541,375,230,100,72,40,8,9,0,148,1243,459,199,295,9,1137,0,144,94,0.0034655372,2,2001-07-21 04:04:51,4,11
2360,544,493,2543,9,18,0,141,1.731874145,738,0,470,369,257,184,103,35,12,7,0,14,738,0,470,369,257,184,103,35,12,7,0,127,1270,436,219,252,12,1127,0,135,66,0.004718836,1,2001-07-21 04:09:51,6,9
2361,501,465,2798,4,17,0,151,1.6189176899,777,0,533,374,246,111,49,42,27,19,1,14,777,0,533,374,246,111,49,42,27,19,1,141,1264,451,192,567,6,1209,0,180,106,0.0021443888,1,2001-07-21 04:14:51,4,11
2362,762,767,3430,6,22,0,164,1.9284479779,927,0,702,473,344,189,76,21,19,32,9,15,927,0,702,473,344,189,76,21,19,32,9,139,1640,567,383,400,11,1126,0,106,82,0.0032069971,3,2001-07-21 04:19:51,5,9
2363,566,571,2312,10,15,0,186,1.8067910091,642,16,661,303,189,86,47,3,17,83,40,11,642,16,661,303,189,86,47,3,17,83,40,69,1241,342,253,157,2,844,0,111,92,0.0008650519,1,2001-07-21 04:24:51,4,10
2364,539,688,2809,6,18,0,188,1.7321565618,991,15,535,406,284,143,77,43,34,33,24,12,991,15,535,406,284,143,77,43,34,33,24,194,1283,537,404,151,12,1275,0,152,85,0.0042719829,1,2001-07-21 04:29:51,6,10
2365,841,807,3711,6,19,0,159,2.2162329616,1017,19,653,504,352,193,136,99,67,112,31,15,1017,19,653,504,352,193,136,99,67,112,31,115,2052,671,231,384,15,1458,0,133,89,0.0040420372,1,2001-07-21 04:34:51,6,12
2366,636,683,2924,6,17,0,234,1.9472700075,1036,2,496,462,214,138,46,48,73,85,11,15,1036,2,496,462,214,138,46,48,73,85,11,136,1339,590,375,219,3,1072,0,184,114,0.0010259918,1,2001-07-21 04:39:51,6,9
2367,430,442,2155,3,22,0,154,1.7093206951,733,2,417,299,179,149,42,7,8,2,2,19,733,2,417,299,179,149,42,7,8,2,2,119,1034,424,168,251,13,932,0,157,89,0.0060324826,3,2001-07-21 04:44:51,3,9
2368,569,801,3234,3,16,0,223,1.4821002387,1114,5,761,434,312,126,93,37,10,5,3,15,1114,5,761,434,312,126,93,37,10,5,3,208,1468,585,449,262,13,999,0,107,79,0.0040197897,1,2001-07-21 04:49:51,3,9
2369,292,278,1797,7,16,0,172,1.274718398,804,3,243,229,148,88,37,25,8,7,2,12,804,3,243,229,148,88,37,25,8,7,2,80,637,518,191,177,8,767,0,113,75,0.0044518642,2,2001-07-21 04:54:51,2,12
2370,530,458,2712,3,13,0,150,1.1921959319,950,0,704,369,221,101,47,7,6,0,0,11,950,0,704,369,221,101,47,7,6,0,0,168,1224,580,287,230,7,916,0,160,44,0.0025811209,1,2001-07-21 04:59:51,3,9
2371,613,555,3182,5,17,0,141,1.725047081,1083,0,556,379,248,97,28,36,60,160,5,11,1083,0,556,379,248,97,28,36,60,160,5,265,1339,605,305,464,37,1295,12,60,50,0.011627907,1,2001-07-21 05:04:51,5,10
2372,476,599,3137,3,15,0,182,1.4185059423,822,0,626,427,260,131,38,25,16,5,1,12,822,0,626,427,260,131,38,25,16,5,1,135,1227,442,370,638,20,1213,0,142,80,0.006375518,1,2001-07-21 05:09:51,3,10
2373,431,562,2624,3,17,0,110,1.8058013766,604,7,502,424,244,110,45,28,27,6,0,15,604,7,502,424,244,110,45,28,27,6,0,94,1228,349,253,526,8,879,13,148,101,0.0030487805,1,2001-07-21 05:14:51,3,9
2374,1255,546,4358,7,15,0,176,1.5148435411,1135,0,1222,666,379,149,61,25,30,24,12,12,1135,0,1222,666,379,149,61,25,30,24,12,143,2443,800,177,598,9,1554,0,214,99,0.0020651675,1,2001-07-21 05:19:51,7,11
2375,2563,1750,9169,4,17,0,408,1.5186947655,2656,10,2697,1528,1115,349,217,202,16,6,3,15,2656,10,2697,1528,1115,349,217,202,16,6,3,554,5716,1374,774,326,8,2064,0,341,151,0.0008725052,1,2001-07-21 05:24:51,4,10
