;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_26_;edit_distance_dict_27_;edit_distance_dict_29_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_26_;edit_distance_unique_dict_27_;edit_distance_unique_dict_29_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
168;865;997;7850;3;18;0;167;1.2207080432528514;2217;18;5;6;3;0;0;2;0;0;0;2815;0;0;0;0;0;0;0;0;0;811;475;197;100;44;23;27;8;16;2217;18;5;6;3;0;0;2;0;0;0;2815;0;0;0;0;0;0;0;0;0;811;475;197;100;44;23;27;8;222;3963;1700;699;952;0;2338;0;213;209;0.0;0;2001-09-26 14:04:07;1001513047;3;12
169;1052;914;24733;3;19;0;16557;0.2788182968131554;21140;10;30;0;0;0;0;0;0;0;0;1916;0;0;0;0;0;0;0;0;0;698;248;187;198;17;21;18;24;11;21140;10;30;0;0;0;0;0;0;0;0;1916;0;0;0;0;0;0;0;0;0;698;248;187;198;17;21;18;24;221;3076;4244;409;214;255;8732;11;632;63;0.010306778222383897;1;2001-09-26 14:09:07;1001513347;3;10
170;3912;2909;126262;17;22;0;69614;0.2060522123252951;97833;9;34;6;1;0;0;0;0;0;0;6314;0;0;0;0;0;0;0;0;0;4366;1076;464;217;108;15;15;14;13;97833;9;34;6;1;0;0;0;0;0;0;6314;0;0;0;0;0;0;0;0;0;4366;1076;464;217;108;15;15;14;149;11889;28001;819;15716;1303;36079;141;3221;110;0.010319402535896157;2;2001-09-26 14:14:07;1001513647;6;11
171;15815;16279;64743;2;19;0;319;0.9935127417202099;11496;4;12;0;0;0;0;0;0;0;0;45797;0;0;0;0;0;0;0;0;0;4902;1470;372;181;87;29;41;43;11;11496;4;12;0;0;0;0;0;0;0;0;45797;0;0;0;0;0;0;0;0;0;4902;1470;372;181;87;29;41;43;9533;27527;1139;25916;265;8;14465;16;1510;188;0.00012356548198260816;1;2001-09-26 14:19:07;1001513947;2;11
172;17330;17006;68487;2;16;0;547;1.0182019977802441;12807;12;27;10;4;3;0;0;0;0;0;46548;0;0;0;0;0;0;0;0;0;5500;1205;893;272;141;43;58;52;14;12807;12;27;10;4;3;0;0;0;0;0;46548;0;0;0;0;0;0;0;0;0;5500;1205;893;272;141;43;58;52;9445;31952;2155;23476;719;6;15615;20;1565;220;8.760786718647335e-05;1;2001-09-26 14:24:07;1001514247;2;10
173;985;1226;5695;6;15;0;217;1.4960536700868192;1854;4;11;1;0;0;0;0;0;0;0;1296;0;0;0;0;0;0;0;0;0;703;726;179;97;113;36;34;14;12;1854;4;11;1;0;0;0;0;0;0;0;1296;0;0;0;0;0;0;0;0;0;703;726;179;97;113;36;34;14;238;2835;1289;489;542;1;2099;0;343;106;0.0001755926251097454;1;2001-09-26 14:29:07;1001514547;6;10
174;1252;1956;10263;6;15;0;861;0.9685499889649084;5224;4;1;1;0;0;0;0;0;0;0;1598;0;0;0;0;0;0;0;0;0;954;626;144;351;133;10;13;3;12;5224;4;1;1;0;0;0;0;0;0;0;1598;0;0;0;0;0;0;0;0;0;954;626;144;351;133;10;13;3;329;3203;3655;1014;932;3;1851;0;199;146;0.00029231218941829873;1;2001-09-26 14:34:07;1001514847;6;12
175;789;824;4535;3;16;0;285;1.2882241215574548;1524;2;0;1;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;0;0;0;926;359;93;80;54;16;12;2;12;1524;2;0;1;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;0;0;0;926;359;93;80;54;16;12;2;203;2359;939;426;304;3;1826;0;369;211;0.000661521499448732;1;2001-09-26 14:39:07;1001515147;3;9
176;891;1035;5098;3;18;0;218;1.4803521580416577;1986;2;49;18;1;0;0;0;0;0;0;1108;0;0;0;0;0;0;0;0;0;638;335;202;174;54;25;45;20;13;1986;2;49;18;1;0;0;0;0;0;0;1108;0;0;0;0;0;0;0;0;0;638;335;202;174;54;25;45;20;187;2293;1470;489;385;3;1538;0;373;219;0.0005884660651235779;1;2001-09-26 14:44:07;1001515447;3;10
177;1188;832;9170;3;16;0;266;1.2161001788908765;2062;5;5;8;1;0;0;0;0;0;0;1858;0;0;0;0;0;0;0;0;0;949;359;168;83;37;19;15;21;13;2062;5;5;8;1;0;0;0;0;0;0;1858;0;0;0;0;0;0;0;0;0;949;359;168;83;37;19;15;21;165;3226;1537;396;3498;36;2596;1;391;138;0.003925417075564278;1;2001-09-26 14:49:07;1001515747;3;11
178;3881;4170;41022;6;21;0;1182;1.1320851500384714;11854;13;11;20;4;1;4;0;1;0;0;4667;0;0;0;0;0;0;0;0;0;3227;1327;1188;725;195;65;82;10;17;11854;13;11;20;4;1;4;0;1;0;0;4667;0;0;0;0;0;0;0;0;0;3227;1327;1188;725;195;65;82;10;130;10076;9869;2137;16814;251;10551;9;1513;565;0.006118220597196831;1;2001-09-26 14:54:07;1001516047;6;12
179;1824;1773;10299;6;20;0;495;1.86281179138322;2621;3;12;6;3;3;2;0;0;0;0;1778;0;0;0;0;0;0;0;0;0;1077;640;984;398;260;115;25;11;15;2621;3;12;6;3;3;2;0;0;0;0;1778;0;0;0;0;0;0;0;0;0;1077;640;984;398;260;115;25;11;227;4381;1786;1049;2295;31;3608;6;843;320;0.0030088323789187617;1;2001-09-26 14:59:07;1001516347;6;15
180;1957;1619;8619;14;22;0;484;1.926958129705455;2652;11;38;21;5;1;1;1;0;0;0;1530;0;0;0;0;0;0;0;0;0;1005;748;714;410;221;89;56;68;16;2652;11;38;21;5;1;1;1;0;0;0;1530;0;0;0;0;0;0;0;0;0;1005;748;714;410;221;89;56;68;254;4272;1738;823;963;10;3279;0;595;332;0.001160227404571296;1;2001-09-26 15:04:07;1001516647;4;15
181;2226;2108;8837;5;24;0;724;1.730291447682752;2950;9;6;1;2;0;0;0;0;0;0;1476;0;0;0;0;0;0;0;0;0;1515;1070;623;429;149;101;31;10;13;2950;9;6;1;2;0;0;0;0;0;0;1476;0;0;0;0;0;0;0;0;0;1515;1070;623;429;149;101;31;10;301;4749;1720;878;377;0;2799;2;452;425;0.0;0;2001-09-26 15:09:07;1001516947;5;14
182;1830;1881;8200;4;19;0;404;1.5484555216757259;2315;3;5;0;0;0;0;0;0;0;0;2546;0;0;0;0;0;0;0;0;0;976;619;479;382;139;56;19;4;11;2315;3;5;0;0;0;0;0;0;0;0;2546;0;0;0;0;0;0;0;0;0;976;619;479;382;139;56;19;4;223;4501;1588;827;523;2;2642;0;400;337;0.00024390243902439024;1;2001-09-26 15:14:07;1001517247;4;17
183;1355;1214;6397;4;20;0;430;1.705761316872428;2365;29;28;7;6;0;0;2;0;0;0;1045;0;0;0;0;0;0;0;0;0;925;385;450;384;123;43;13;27;16;2365;29;28;7;6;0;0;2;0;0;0;1045;0;0;0;0;0;0;0;0;0;925;385;450;384;123;43;13;27;299;3005;1540;558;520;9;2402;10;322;259;0.0014069094888228856;1;2001-09-26 15:19:07;1001517547;2;15
184;1377;2155;9402;3;15;0;507;1.6163420537051976;3657;24;8;4;1;3;3;0;0;0;0;1734;0;0;0;0;0;0;0;0;0;1015;736;524;590;189;130;44;15;15;3657;24;8;4;1;3;3;0;0;0;0;1734;0;0;0;0;0;0;0;0;0;1015;736;524;590;189;130;44;15;281;4004;2689;1196;606;8;2603;1;443;270;0.0008508827908955541;1;2001-09-26 15:24:07;1001517847;3;12
185;1487;1184;23207;3;19;0;1546;0.47017045454545453;17701;17;15;14;5;2;0;4;0;0;0;1556;0;0;0;0;0;0;0;0;0;1085;563;399;292;99;49;14;9;16;17701;17;15;14;5;2;0;4;0;0;0;1556;0;0;0;0;0;0;0;0;0;1085;563;399;292;99;49;14;9;304;3740;15710;524;1282;9;6113;3;667;377;0.0003877137810709516;1;2001-09-26 15:29:07;1001518147;3;13
186;1492;1518;13653;5;20;0;583;1.0264911836665822;8006;31;22;10;1;0;0;0;0;0;0;995;0;0;0;0;0;0;0;0;0;861;374;718;491;192;93;18;41;13;8006;31;22;10;1;0;0;0;0;0;0;995;0;0;0;0;0;0;0;0;0;861;374;718;491;192;93;18;41;1858;3496;2068;3848;635;10;3327;0;484;305;0.0007323861139592793;1;2001-09-26 15:34:07;1001518447;3;13
187;1139;1048;8267;4;19;0;335;0.9944401344711663;4715;0;1;2;0;0;0;0;0;0;0;993;0;0;0;0;0;0;0;0;0;805;416;444;208;93;34;14;9;12;4715;0;1;2;0;0;0;0;0;0;0;993;0;0;0;0;0;0;0;0;0;805;416;444;208;93;34;14;9;213;2636;4067;483;527;4;2078;0;273;172;0.00048385145760251603;1;2001-09-26 15:39:07;1001518747;4;15
188;1079;1534;6433;3;20;0;316;1.6514740459395914;2110;18;2;14;7;24;0;0;0;0;0;1070;0;0;0;0;0;0;0;0;0;1091;379;405;260;71;31;41;6;14;2110;18;2;14;7;24;0;0;0;0;0;1070;0;0;0;0;0;0;0;0;0;1091;379;405;260;71;31;41;6;245;2923;1411;634;720;6;2156;0;430;271;0.000932690812995492;1;2001-09-26 15:44:07;1001519047;3;12
189;860;1050;5134;4;16;0;370;1.5479009687836383;1907;11;1;1;0;0;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;716;359;300;319;66;26;28;5;12;1907;11;1;1;0;0;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;716;359;300;319;66;26;28;5;225;2320;1205;525;388;3;1893;0;242;247;0.0005842259006815969;1;2001-09-26 15:49:07;1001519347;4;13
190;1502;933;7606;6;21;0;347;1.4821687913506536;2448;8;37;7;9;0;20;0;0;0;0;1645;0;0;0;0;0;0;0;0;0;842;387;462;216;63;29;18;6;15;2448;8;37;7;9;0;20;0;0;0;0;1645;0;0;0;0;0;0;0;0;0;842;387;462;216;63;29;18;6;222;3372;1740;516;1323;7;2372;3;364;225;0.0009203260583749671;3;2001-09-26 15:54:07;1001519647;6;12
191;3637;2592;20846;6;21;0;1249;1.1661045093664055;9906;25;11;2;2;0;0;0;0;1;0;3733;0;0;0;0;0;0;0;0;0;2301;736;1812;453;156;58;40;35;18;9906;25;11;2;2;0;0;0;0;1;0;3733;0;0;0;0;0;0;0;0;0;2301;736;1812;453;156;58;40;35;214;8870;8284;654;1475;69;5019;5;935;672;0.003309987527583229;1;2001-09-26 15:59:07;1001519947;5;14
192;25724;23315;136152;3;22;0;2524;1.4370581631724264;19125;57;48;14;5;14;0;0;1;0;0;48991;0;0;0;0;0;0;0;0;0;15101;5794;7036;1390;729;183;277;112;17;19125;57;48;14;5;14;0;0;1;0;0;48991;0;0;0;0;0;0;0;0;0;15101;5794;7036;1390;729;183;277;112;12455;50361;3219;30318;16540;816;33912;43;3469;802;0.005992597379707421;2;2001-09-26 16:04:07;1001520247;3;13
193;2200;1887;17768;3;16;0;271;1.2116951474511501;5986;2;6;7;0;0;0;0;1;0;0;3996;0;0;0;0;0;0;0;0;0;1489;927;861;293;225;23;34;19;17;5986;2;6;7;0;0;0;0;1;0;0;3996;0;0;0;0;0;0;0;0;0;1489;927;861;293;225;23;34;19;424;7473;5162;539;1947;109;4905;4;462;241;0.0061346240432237735;1;2001-09-26 16:09:07;1001520547;3;10
194;3383;3529;50700;3;22;0;184;1.0792298990416427;27199;20;25;1;10;2;0;0;0;0;0;6233;0;0;0;0;0;0;0;0;0;3391;6004;2181;1036;391;241;99;18;14;27199;20;25;1;10;2;0;0;0;0;0;6233;0;0;0;0;0;0;0;0;0;3391;6004;2181;1036;391;241;99;18;24956;19334;710;1667;2667;456;14422;22;1322;223;0.008992131884600974;2;2001-09-26 16:14:07;1001520847;3;11
195;1853;2159;17680;6;17;0;379;1.0792155468657423;9044;11;12;3;6;0;0;0;0;0;0;3291;0;0;0;0;0;0;0;0;0;1725;1414;570;413;256;83;36;14;13;9044;11;12;3;6;0;0;0;0;0;0;3291;0;0;0;0;0;0;0;0;0;1725;1414;570;413;256;83;36;14;6601;7126;1459;1313;559;142;5418;4;658;311;0.008031674208144796;2;2001-09-26 16:19:07;1001521147;3;10
196;17855;18491;72762;2;16;0;779;1.055561706014226;12171;10;5;5;1;0;0;0;0;0;0;50297;0;0;0;0;0;0;0;0;0;6526;2069;461;265;166;98;50;138;13;12171;10;5;5;1;0;0;0;0;0;0;50297;0;0;0;0;0;0;0;0;0;6526;2069;461;265;166;98;50;138;8270;36004;2653;24556;448;9;16981;24;1886;555;0.00012368923766199855;1;2001-09-26 16:24:07;1001521447;2;9
197;917;1682;7519;3;15;0;342;1.5121777524569149;2619;9;6;6;1;0;0;0;0;0;0;2057;0;0;0;0;0;0;0;0;0;863;460;284;396;202;73;31;14;13;2619;9;6;6;1;0;0;0;0;0;0;2057;0;0;0;0;0;0;0;0;0;863;460;284;396;202;73;31;14;414;3473;1627;1165;465;5;2250;0;341;196;0.0006649820454847719;1;2001-09-26 16:29:07;1001521747;3;11
198;1525;1984;12957;6;19;0;514;1.5961916681566244;3275;10;2;4;0;0;0;0;0;0;0;4344;0;0;0;0;0;0;0;0;0;919;957;282;1039;219;87;46;2;12;3275;10;2;4;0;0;0;0;0;0;0;4344;0;0;0;0;0;0;0;0;0;919;957;282;1039;219;87;46;2;144;7577;2516;435;1746;76;3048;4;352;121;0.0058655552982943586;2;2001-09-26 16:34:07;1001522047;6;9
199;1208;1566;9050;4;14;0;403;1.309490900714121;3287;8;11;3;0;0;0;0;0;0;0;2806;0;0;0;0;0;0;0;0;0;1139;573;327;288;139;65;32;4;12;3287;8;11;3;0;0;0;0;0;0;0;2806;0;0;0;0;0;0;0;0;0;1139;573;327;288;139;65;32;4;440;4685;2209;945;341;8;2520;0;376;217;0.0008839779005524862;1;2001-09-26 16:39:07;1001522347;4;10
200;1550;1559;8307;4;18;0;358;1.4857037219620408;2376;8;51;2;0;0;0;0;0;0;0;2770;0;0;0;0;0;0;0;0;0;1513;699;261;284;73;39;20;18;12;2376;8;51;2;0;0;0;0;0;0;0;2770;0;0;0;0;0;0;0;0;0;1513;699;261;284;73;39;20;18;298;4948;1622;888;164;0;2282;0;379;413;0.0;0;2001-09-26 16:44:07;1001522647;4;11
201;676;489;2809;4;14;0;153;1.4896065330363772;1003;2;10;2;0;0;0;0;0;0;0;696;0;0;0;0;0;0;0;0;0;473;192;143;68;47;27;21;10;12;1003;2;10;2;0;0;0;0;0;0;0;696;0;0;0;0;0;0;0;0;0;473;192;143;68;47;27;21;10;184;1399;565;393;99;1;1228;0;330;112;0.000355998576005696;1;2001-09-26 16:49:07;1001522947;4;9
202;2391;1008;10121;4;13;0;282;1.9058857389552453;2085;4;4;0;0;0;0;0;0;0;0;1407;0;0;0;0;0;0;0;0;0;1338;812;254;745;246;19;24;11;11;2085;4;4;0;0;0;0;0;0;0;0;1407;0;0;0;0;0;0;0;0;0;1338;812;254;745;246;19;24;11;230;4500;1438;499;3140;198;2718;11;386;171;0.019563284260448573;2;2001-09-26 16:54:07;1001523247;4;11
203;875;4793;26626;5;17;0;11948;0.8816903658731426;14574;0;9;3;1;1;0;0;0;0;0;3593;0;0;0;0;0;0;0;0;0;4500;1155;328;752;81;20;15;4;14;14574;0;9;3;1;1;0;0;0;0;0;3593;0;0;0;0;0;0;0;0;0;4500;1155;328;752;81;20;15;4;294;10113;2246;435;1571;307;6220;26;740;118;0.011530083377150153;1;2001-09-26 16:59:07;1001523547;5;10
204;787;639;7742;3;15;0;428;1.269695109474115;2009;0;6;0;0;0;0;0;0;0;0;1488;0;0;0;0;0;0;0;0;0;573;391;120;98;106;50;38;8;11;2009;0;6;0;0;0;0;0;0;0;0;1488;0;0;0;0;0;0;0;0;0;573;391;120;98;106;50;38;8;208;2634;1302;315;2785;56;1986;1;403;78;0.007233273056057866;1;2001-09-26 17:04:07;1001523847;3;11
205;740;857;4907;4;13;0;197;1.2246026261230132;1933;3;2;0;0;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;562;337;250;98;44;22;5;12;11;1933;3;2;0;0;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;562;337;250;98;44;22;5;12;248;1790;1331;775;440;19;1543;0;193;163;0.0038720195638883227;1;2001-09-26 17:09:07;1001524147;4;9
206;684;1289;8670;2;14;0;843;1.0285829307568437;3160;2;4;0;0;0;0;0;0;0;0;2212;0;0;0;0;0;0;0;0;0;1249;579;156;39;30;16;2;3;11;3160;2;4;0;0;0;0;0;0;0;0;2212;0;0;0;0;0;0;0;0;0;1249;579;156;39;30;16;2;3;195;3912;1842;660;1008;8;2079;3;304;132;0.0009225092250922509;1;2001-09-26 17:14:07;1001524447;2;9
207;731;412;4046;4;14;0;144;1.1232952964096854;1676;2;3;0;0;0;0;0;0;0;0;876;0;0;0;0;0;0;0;0;0;531;243;111;80;41;16;12;2;11;1676;2;3;0;0;0;0;0;0;0;0;876;0;0;0;0;0;0;0;0;0;531;243;111;80;41;16;12;2;226;1703;1217;303;286;5;1419;0;273;77;0.0012345679012345679;1;2001-09-26 17:19:07;1001524747;4;10
208;449;629;3587;3;15;0;188;1.1083455344070279;1550;1;10;6;0;0;0;0;0;0;0;942;0;0;0;0;0;0;0;0;0;487;186;136;51;15;18;13;0;12;1550;1;10;6;0;0;0;0;0;0;0;942;0;0;0;0;0;0;0;0;0;487;186;136;51;15;18;13;0;224;1506;1024;473;146;0;1477;19;326;133;0.0;0;2001-09-26 17:24:07;1001525047;3;11
209;578;784;3780;3;13;0;244;1.1873466048541041;1470;0;2;0;0;0;0;0;0;0;0;1096;0;0;0;0;0;0;0;0;0;590;216;158;46;80;7;1;1;11;1470;0;2;0;0;0;0;0;0;0;0;1096;0;0;0;0;0;0;0;0;0;590;216;158;46;80;7;1;1;298;1769;841;515;84;10;1327;1;214;94;0.002641310089804543;1;2001-09-26 17:29:07;1001525347;3;9
210;812;786;3956;4;17;0;455;1.2566300562550228;1544;6;3;15;5;0;0;0;0;0;0;695;0;0;0;0;0;0;0;0;0;1049;241;100;31;31;9;3;1;13;1544;6;3;15;5;0;0;0;0;0;0;695;0;0;0;0;0;0;0;0;0;1049;241;100;31;31;9;3;1;132;1971;897;278;215;4;1648;0;206;45;0.0010111223458038423;1;2001-09-26 17:34:07;1001525647;4;9
211;565;1394;5087;3;13;0;177;1.4694806538381957;1458;4;4;0;0;0;0;0;0;0;0;1494;0;0;0;0;0;0;0;0;0;970;553;97;79;97;60;13;4;11;1458;4;4;0;0;0;0;0;0;0;0;1494;0;0;0;0;0;0;0;0;0;970;553;97;79;97;60;13;4;243;3100;913;400;197;10;1726;0;290;115;0.0019646365422396855;1;2001-09-26 17:39:07;1001525947;3;10
212;1803;702;5434;9;16;0;281;1.6201942533387292;1492;15;3;1;5;0;0;0;0;0;0;1163;0;0;0;0;0;0;0;0;0;1209;550;256;97;101;12;25;13;13;1492;15;3;1;5;0;0;0;0;0;0;1163;0;0;0;0;0;0;0;0;0;1209;550;256;97;101;12;25;13;197;3112;889;463;447;13;2227;0;336;279;0.0023901452472881043;1;2001-09-26 17:44:07;1001526247;5;10
213;761;1605;6213;4;16;0;257;1.5209996528982992;2145;4;1;7;4;1;0;0;0;0;0;1172;0;0;0;0;0;0;0;0;0;1117;568;454;156;85;39;7;2;14;2145;4;1;7;4;1;0;0;0;0;0;1172;0;0;0;0;0;0;0;0;0;1117;568;454;156;85;39;7;2;193;3183;1589;540;398;6;2184;0;283;183;0.0009657170449058426;1;2001-09-26 17:49:07;1001526547;4;9
214;1584;1097;6384;4;14;0;470;1.4840657497484067;2219;1;2;0;0;0;0;0;0;0;0;1466;0;0;0;0;0;0;0;0;0;994;597;192;246;176;46;12;11;11;2219;1;2;0;0;0;0;0;0;0;0;1466;0;0;0;0;0;0;0;0;0;994;597;192;246;176;46;12;11;164;3468;1479;381;353;1;2054;0;186;198;0.00015664160401002505;1;2001-09-26 17:54:07;1001526847;4;9
215;1248;911;4672;4;23;0;173;2.45900439238653;1149;99;72;46;33;0;0;0;0;0;0;954;8;0;0;0;0;0;0;0;0;648;445;245;81;145;81;81;11;20;1149;99;72;46;33;0;0;0;0;0;0;954;8;0;0;0;0;0;0;0;0;648;445;245;81;145;81;81;11;175;2510;698;542;477;6;1644;11;188;161;0.0012842465753424657;1;2001-09-26 17:59:07;1001527147;4;10
216;1923;2089;9457;4;19;0;345;1.9187195198199325;2366;129;42;49;12;0;4;0;0;0;0;2028;0;0;0;0;0;0;0;0;0;1611;543;690;263;86;97;54;23;15;2366;129;42;49;12;0;4;0;0;0;0;2028;0;0;0;0;0;0;0;0;0;1611;543;690;263;86;97;54;23;289;4826;1490;1047;1150;6;2704;3;242;144;0.0006341154090044388;1;2001-09-26 18:04:07;1001527447;4;11
217;1667;1933;8706;5;24;0;382;1.937158122376288;2646;142;53;46;1;2;0;2;0;0;0;1566;0;0;2;0;0;0;0;0;0;1391;1105;307;242;160;100;69;27;22;2646;142;53;46;1;2;0;2;0;0;0;1566;0;0;2;0;0;0;0;0;0;1391;1105;307;242;160;100;69;27;286;4267;1741;1185;716;1;2510;2;275;342;0.00011486331265793706;1;2001-09-26 18:09:07;1001527747;5;11
218;842;1005;4655;6;16;0;216;1.5518748562226823;1681;0;0;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;669;292;144;62;186;160;31;5;9;1681;0;0;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;669;292;144;62;186;160;31;5;321;2378;995;437;298;9;1700;0;264;212;0.001933404940923738;1;2001-09-26 18:14:07;1001528047;6;10
219;4414;2058;16549;4;16;0;1016;1.4634468197413566;7170;38;29;17;2;0;0;0;0;0;0;3258;0;0;0;0;0;0;0;0;0;1451;800;262;1604;165;262;83;15;13;7170;38;29;17;2;0;0;0;0;0;0;3258;0;0;0;0;0;0;0;0;0;1451;800;262;1604;165;262;83;15;571;7512;5246;811;1225;5;2361;0;229;72;0.0003020235578375113;1;2001-09-26 18:19:07;1001528347;4;11
220;1125;1362;5593;3;16;0;342;1.4958014554954282;1871;8;6;18;8;0;0;0;0;0;0;1390;0;0;0;0;0;0;0;0;0;1187;426;159;50;132;10;86;8;13;1871;8;6;18;8;0;0;0;0;0;0;1390;0;0;0;0;0;0;0;0;0;1187;426;159;50;132;10;86;8;286;3162;1088;481;200;11;1826;4;374;89;0.0019667441444662973;1;2001-09-26 18:24:07;1001528647;3;9
221;858;1575;6398;8;15;0;337;1.2768654052124242;2203;0;2;0;0;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;1030;458;185;73;104;48;11;7;11;2203;0;2;0;0;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;1030;458;185;73;104;48;11;7;385;2799;1379;702;754;76;1946;2;303;110;0.011878712097530478;2;2001-09-26 18:29:07;1001528947;5;11
222;889;1324;4440;8;20;0;287;1.4251173708920188;1500;15;19;11;1;1;1;0;1;0;0;1338;0;0;0;0;0;0;0;0;0;708;315;119;133;40;34;13;11;17;1500;15;19;11;1;1;1;0;1;0;0;1338;0;0;0;0;0;0;0;0;0;708;315;119;133;40;34;13;11;248;2380;857;488;141;43;1737;6;360;133;0.009684684684684685;1;2001-09-26 18:34:07;1001529247;4;11
223;2998;2447;15752;6;20;0;204;2.2692478072118365;2340;41;37;28;9;2;1;0;0;0;0;3796;0;0;0;0;0;0;0;0;0;1179;1119;1011;542;497;450;212;23;15;2340;41;37;28;9;2;1;0;0;0;0;3796;0;0;0;0;0;0;0;0;0;1179;1119;1011;542;497;450;212;23;207;8514;1779;583;4417;135;4846;4;520;451;0.008568164508758568;1;2001-09-26 18:39:07;1001529547;6;10
224;2328;3235;10076;3;16;0;197;2.6290615769143377;1317;15;9;7;6;0;0;0;0;0;0;2721;0;0;0;0;0;0;0;0;0;1081;809;995;569;604;425;200;44;13;1317;15;9;7;6;0;0;0;0;0;0;2721;0;0;0;0;0;0;0;0;0;1081;809;995;569;604;425;200;44;152;7185;886;382;1205;55;3221;1;254;284;0.005456349206349206;2;2001-09-26 18:44:07;1001529847;3;10
225;535;529;2770;2;17;0;142;1.5256312165263963;1094;3;7;7;0;0;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;399;134;113;74;92;50;24;8;12;1094;3;7;7;0;0;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;399;134;113;74;92;50;24;8;179;1333;676;284;132;3;1270;4;180;68;0.0010830324909747292;1;2001-09-26 18:49:07;1001530147;2;10
226;507;340;3033;4;19;0;161;1.4221804511278195;1075;8;29;6;1;0;0;0;0;0;0;864;0;0;0;0;0;0;0;0;0;275;130;55;128;27;26;33;3;13;1075;8;29;6;1;0;0;0;0;0;0;864;0;0;0;0;0;0;0;0;0;275;130;55;128;27;26;33;3;103;1464;759;173;356;8;1282;0;175;113;0.002637652489284537;1;2001-09-26 18:54:07;1001530447;4;9
227;894;1022;12519;8;15;0;1896;1.0389797253106605;3774;5;0;1;0;0;0;0;0;0;0;1939;0;0;0;0;0;0;0;0;0;1048;413;157;109;63;45;78;13;12;3774;5;0;1;0;0;0;0;0;0;0;1939;0;0;0;0;0;0;0;0;0;1048;413;157;109;63;45;78;13;218;3585;1607;339;4570;477;4238;2;362;157;0.038099041533546325;2;2001-09-26 18:59:07;1001530747;4;11
228;1175;1941;7976;2;16;0;333;1.315004659832246;2182;1;2;1;0;0;0;0;0;0;0;1906;0;0;0;0;0;0;0;0;0;1431;568;110;66;60;70;39;2;12;2182;1;2;1;0;0;0;0;0;0;0;1906;0;0;0;0;0;0;0;0;0;1431;568;110;66;60;70;39;2;129;3943;1661;372;1528;145;2387;0;263;121;0.01817953861584754;1;2001-09-26 19:04:07;1001531047;2;9
229;3450;3689;128881;3;23;0;18513;0.7340726244835833;24849;32;13;12;2;0;0;0;0;0;0;5543;0;0;0;0;0;0;0;0;0;2707;1570;1089;258;278;235;87;117;13;24849;32;13;12;2;0;0;0;0;0;0;5543;0;0;0;0;0;0;0;0;0;2707;1570;1089;258;278;235;87;117;634;11399;5525;721;92045;2581;40942;97;3475;180;0.02002249718785152;2;2001-09-26 19:09:07;1001531347;3;10
