,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
173,775,1139,3999,4,15,260,1.6427801724,1191,8,8,1,1,0,0,0,0,0,930,673,435,206,146,49,45,10,9,13,1191,8,8,1,1,0,0,0,0,0,930,673,435,206,146,49,45,10,9,203,1830,654,765,253,2,1653,1,214,82,0.000500125,1,2001-07-23 14:38:32,4,11,0
174,793,603,3382,5,20,169,1.5745420088,1142,5,3,0,2,1,0,0,0,0,874,393,385,132,62,25,98,23,21,14,1142,5,3,0,2,1,0,0,0,0,874,393,385,132,62,25,98,23,21,187,1850,747,213,201,13,1213,0,224,166,0.0038438794,1,2001-07-23 14:43:32,5,15,0
175,471,418,2615,6,16,161,1.3902116402,1044,0,3,0,0,1,0,0,0,0,404,333,233,69,100,29,33,15,4,14,1044,0,3,0,0,1,0,0,0,0,404,333,233,69,100,29,33,15,4,134,1072,716,185,339,10,1287,0,144,59,0.00382263,1,2001-07-23 14:48:32,6,11,0
176,603,585,3124,7,15,177,1.5434857339,1014,4,15,3,7,0,0,0,0,0,796,443,335,141,79,20,31,14,7,13,1014,4,15,3,7,0,0,0,0,0,796,443,335,141,79,20,31,14,7,122,1654,685,271,184,4,1348,0,207,85,0.0012804097,1,2001-07-23 14:53:32,7,11,0
177,939,989,5293,6,14,327,1.2665456013,2180,5,3,6,5,0,0,0,0,0,960,1040,368,245,50,16,49,17,12,13,2180,5,3,6,5,0,0,0,0,0,960,1040,368,245,50,16,49,17,12,213,2481,1584,351,270,2,1322,1,290,136,0.0003778575,1,2001-07-23 14:58:32,6,9,0
178,836,1202,4577,3,17,334,1.6054499657,1413,0,3,2,2,0,0,0,0,0,1261,525,560,364,55,93,72,9,8,13,1413,0,3,2,2,0,0,0,0,0,1261,525,560,364,55,93,72,9,8,174,2698,863,298,200,4,1395,0,174,138,0.0008739349,1,2001-07-23 15:03:32,3,11,0
179,872,803,4091,5,14,226,1.2647835269,1445,2,4,0,0,0,0,0,0,0,929,795,405,128,39,18,12,5,6,11,1445,2,4,0,0,0,0,0,0,0,929,795,405,128,39,18,12,5,6,130,2229,1053,150,280,3,1389,0,147,150,0.000733317,1,2001-07-23 15:08:32,5,12,0
180,1091,1024,5041,3,15,336,1.5354779831,1497,4,4,0,0,0,0,0,0,0,1282,576,479,191,200,60,76,7,7,11,1497,4,4,0,0,0,0,0,0,0,1282,576,479,191,200,60,76,7,7,121,2636,1009,281,587,9,1746,0,222,47,0.0017825312,2,2001-07-23 15:13:32,3,12,0
181,1409,1275,7468,4,15,780,1.3288590604,2455,16,7,8,0,0,0,0,0,0,1148,1553,327,217,70,65,33,36,25,12,2455,16,7,8,0,0,0,0,0,0,1148,1553,327,217,70,65,33,36,25,124,3141,1423,492,1178,3,1769,0,249,119,0.0004012304,1,2001-07-23 15:18:32,3,11,0
182,1326,1586,6772,3,18,641,1.4722919806,2268,3,11,11,4,0,0,0,0,0,1294,1129,680,286,143,52,56,20,16,13,2268,3,11,11,4,0,0,0,0,0,1294,1129,680,286,143,52,56,20,16,371,3250,1176,535,665,10,2209,10,360,136,0.0014740566,1,2001-07-23 15:23:32,3,12,0
183,836,630,3567,7,15,211,1.5566183277,945,1,3,0,2,0,0,0,0,0,984,541,432,191,66,30,31,12,3,13,945,1,3,0,2,0,0,0,0,0,984,541,432,191,66,30,31,12,3,146,2039,522,323,253,4,1396,1,220,79,0.0011213905,1,2001-07-23 15:28:32,7,11,0
184,1037,853,4429,6,16,267,1.4703117269,1230,4,7,5,5,2,2,0,0,0,1230,803,463,153,76,33,14,5,10,15,1230,4,7,5,5,2,2,0,0,0,1230,803,463,153,76,33,14,5,10,232,2539,671,333,365,1,1543,13,300,167,0.0002257846,1,2001-07-23 15:33:32,4,11,0
185,624,579,2880,6,16,202,1.4805544859,873,0,9,5,1,0,0,0,0,0,747,425,303,115,51,40,18,4,6,13,873,0,9,5,1,0,0,0,0,0,747,425,303,115,51,40,18,4,6,134,1468,484,309,259,1,1166,0,249,71,0.0003472222,1,2001-07-23 15:38:32,6,10,0
186,779,693,3960,4,16,334,1.4713335445,1253,2,9,7,2,0,0,0,0,0,664,598,248,209,79,40,33,7,6,13,1253,2,9,7,2,0,0,0,0,0,664,598,248,209,79,40,33,7,6,187,1657,666,313,772,0,1405,10,195,60,0,0,2001-07-23 15:43:32,4,10,0
187,1299,1132,6415,8,15,259,1.5226314825,1613,4,3,0,0,0,0,0,0,0,1787,994,430,266,142,161,32,18,7,11,1613,4,3,0,0,0,0,0,0,0,1787,994,430,266,142,161,32,18,7,124,3537,1200,337,922,2,2441,0,253,104,0.0003117693,1,2001-07-23 15:48:32,8,10,0
188,1339,1453,6406,5,16,739,1.389796262,2226,4,5,0,0,0,0,0,0,0,1265,1406,428,414,106,33,20,14,18,11,2226,4,5,0,0,0,0,0,0,0,1265,1406,428,414,106,33,20,14,18,212,3310,1157,521,369,0,1589,0,273,124,0,0,2001-07-23 15:53:32,5,12,0
189,973,881,3934,4,15,154,1.8996559633,906,3,4,2,0,0,0,0,0,0,841,804,290,265,202,112,15,34,10,12,906,3,4,2,0,0,0,0,0,0,841,804,290,265,202,112,15,34,10,179,2228,504,423,321,0,1277,0,299,153,0,0,2001-07-23 15:58:32,4,11,0
190,1184,813,6462,3,15,379,1.1638052919,1851,1,4,0,0,0,0,0,0,0,1754,736,265,149,109,33,44,5,0,11,1851,1,4,0,0,0,0,0,0,0,1754,736,265,149,109,33,44,5,0,258,2857,1180,277,1399,13,1866,0,256,95,0.0020117611,2,2001-07-23 16:03:32,3,12,0
191,880,1456,7189,9,16,385,1.2658350883,2068,24,12,9,0,0,0,0,0,0,2381,964,319,179,98,51,18,20,30,12,2068,24,12,9,0,0,0,0,0,0,2381,964,319,179,98,51,18,20,30,238,3718,1355,477,985,6,2107,0,151,72,0.0008344924,1,2001-07-23 16:08:32,9,12,0
192,814,767,5471,4,15,428,0.9564755839,2431,3,5,0,0,0,0,0,0,0,1110,615,325,124,40,20,19,6,12,11,2431,3,5,0,0,0,0,0,0,0,1110,615,325,124,40,20,19,6,12,376,1944,1555,407,725,3,1549,0,155,157,0.0005483458,1,2001-07-23 16:13:32,4,11,0
193,1160,1085,5101,4,17,379,1.3262381454,1696,4,7,0,0,0,0,0,0,0,1067,1393,338,95,48,39,31,5,22,11,1696,4,7,0,0,0,0,0,0,0,1067,1393,338,95,48,39,31,5,22,147,2759,1089,371,309,0,1542,0,217,164,0,0,2001-07-23 16:18:32,4,10,0
194,854,868,4534,4,17,935,1.2653336329,1948,11,4,2,0,0,0,0,0,0,966,818,312,220,80,33,26,23,8,12,1948,11,4,2,0,0,0,0,0,0,966,818,312,220,80,33,26,23,8,217,2310,719,270,72,2,1575,0,198,89,0.0004395604,1,2001-07-23 16:23:32,4,13,0
195,693,564,3797,6,16,906,1.1922085362,1658,6,4,0,0,0,0,0,0,0,756,449,310,189,51,29,31,0,8,11,1658,6,4,0,0,0,0,0,0,0,756,449,310,189,51,29,31,0,8,168,1625,527,265,257,0,1614,1,168,110,0,0,2001-07-23 16:28:32,6,10,0
