,announcements,as_path_max,imp_wd_dpath,imp_wd_spath,origin_0_,origin_1_,timestamp,timestamp2
76,2804,20,1242,520,1223,0,2001-09-24 06:20:41,1001312441
77,3804,20,1484,1049,1386,0,2001-09-24 06:25:41,1001312741
78,12824,12,3123,5233,1559,0,2001-09-24 06:30:41,1001313041
79,4757,14,2310,612,1763,0,2001-09-24 06:35:41,1001313341
80,3749,16,1624,819,1591,0,2001-09-24 06:40:41,1001313641
81,4395,17,2074,889,1778,0,2001-09-24 06:45:41,1001313941
82,6181,14,3369,1113,2277,0,2001-09-24 06:50:41,1001314241
83,3138,14,1399,565,1343,0,2001-09-24 06:55:41,1001314541
84,3574,15,1504,608,1768,0,2001-09-24 07:00:41,1001314841
85,7642,14,3600,1168,2008,0,2001-09-24 07:05:41,1001315141
86,4301,16,1845,890,1714,0,2001-09-24 07:10:41,1001315441
87,3731,11,1780,651,1482,2,2001-09-24 07:15:41,1001315741
88,7294,18,3119,1504,2639,17,2001-09-24 07:20:41,1001316041
89,6527,14,3195,1370,2555,10,2001-09-24 07:25:41,1001316341
90,5596,13,1917,1440,1896,3,2001-09-24 07:30:41,1001316641
91,7393,12,2004,657,1743,17,2001-09-24 07:35:41,1001316941
92,3793,13,1521,697,1647,13,2001-09-24 07:40:41,1001317241
93,4822,15,2127,979,2057,6,2001-09-24 07:45:41,1001317541
94,4768,13,1789,652,2004,2,2001-09-24 07:50:41,1001317841
95,7072,16,3607,1211,2599,14,2001-09-24 07:55:41,1001318141
96,3868,15,1767,789,1668,2,2001-09-24 08:00:41,1001318441
97,4782,15,2219,983,1779,13,2001-09-24 08:05:41,1001318741
98,4798,13,2496,901,1564,0,2001-09-24 08:10:41,1001319041
99,5455,26,1930,1230,1538,0,2001-09-24 08:15:41,1001319341
100,7351,16,3555,1706,1773,0,2001-09-24 08:20:41,1001319641
101,5570,25,1941,1102,1571,1,2001-09-24 08:25:41,1001319941
102,4773,14,2403,780,1968,15,2001-09-24 08:30:41,1001320241
103,2424,14,1174,383,1191,0,2001-09-24 08:35:41,1001320541
104,3428,14,1653,623,1468,0,2001-09-24 08:40:41,1001320841
105,3274,15,1705,605,1365,0,2001-09-24 08:45:41,1001321141
106,2633,17,1423,421,1374,0,2001-09-24 08:50:41,1001321441
107,7196,16,3036,1126,2284,0,2001-09-24 08:55:41,1001321741
108,2406,16,1099,573,1297,0,2001-09-24 09:00:41,1001322041
109,4401,16,2509,641,1740,0,2001-09-24 09:05:41,1001322341
110,3520,18,1697,663,1457,0,2001-09-24 09:10:41,1001322641
111,3939,17,1593,877,1423,12,2001-09-24 09:15:41,1001322941
112,4493,16,2293,732,1661,2,2001-09-24 09:20:41,1001323241
113,4552,12,2185,878,1494,0,2001-09-24 09:25:41,1001323541
114,2864,17,1419,564,1405,0,2001-09-24 09:30:41,1001323841
115,3959,16,1851,687,1785,0,2001-09-24 09:35:41,1001324141
116,3050,14,1564,564,1401,0,2001-09-24 09:40:41,1001324441
117,3875,14,1757,715,1467,0,2001-09-24 09:45:41,1001324741
118,4863,15,1897,853,1674,0,2001-09-24 09:50:41,1001325041
119,3768,12,1396,854,1584,1,2001-09-24 09:55:41,1001325341
120,3925,13,2144,623,1584,0,2001-09-24 10:00:41,1001325641
121,2931,16,1372,554,1381,0,2001-09-24 10:05:41,1001325941
122,5121,16,2655,932,2370,0,2001-09-24 10:10:41,1001326241
123,6868,21,2848,1001,2386,1,2001-09-24 10:15:41,1001326541
124,7698,19,3741,1217,2507,2,2001-09-24 10:20:41,1001326841
125,2726,18,1314,552,1238,0,2001-09-24 10:25:41,1001327141
126,3669,12,1683,697,1563,0,2001-09-24 10:30:41,1001327441
127,6183,14,2875,715,1893,0,2001-09-24 10:35:41,1001327741
128,4349,14,2629,625,1834,0,2001-09-24 10:40:41,1001328041
129,10054,21,5214,1882,2802,0,2001-09-24 10:45:41,1001328341
130,8393,19,4610,1420,2396,0,2001-09-24 10:50:41,1001328641
131,2836,16,1386,537,1426,0,2001-09-24 10:55:41,1001328941
132,2775,17,1369,573,1478,0,2001-09-24 11:00:41,1001329241
133,2882,20,1531,506,1552,0,2001-09-24 11:05:41,1001329541
134,2024,15,989,341,912,0,2001-09-24 11:10:41,1001329841
135,4156,16,1946,673,1618,0,2001-09-24 11:15:41,1001330141
136,2311,19,1107,404,1381,0,2001-09-24 11:20:41,1001330441
137,4166,17,1891,830,1847,0,2001-09-24 11:25:41,1001330741
138,3739,13,2065,740,1594,6,2001-09-24 11:30:41,1001331041
139,3910,19,1958,808,1590,0,2001-09-24 11:35:41,1001331341
140,5111,14,2551,1146,1777,1,2001-09-24 11:40:41,1001331641
141,29624,19,3001,619,7810,20,2001-09-24 11:45:41,1001331941
142,30151,19,28167,733,8089,17,2001-09-24 11:50:41,1001332241
143,3746,15,1708,862,1151,0,2001-09-24 11:55:41,1001332541
144,2053,13,975,374,1007,0,2001-09-24 12:00:41,1001332841
145,2604,12,1098,490,1397,1,2001-09-24 12:05:41,1001333141
146,6211,17,3609,1120,2731,0,2001-09-24 12:10:41,1001333441
147,8354,17,3834,1547,2270,0,2001-09-24 12:15:41,1001333741
148,2872,16,1235,666,1411,0,2001-09-24 12:20:41,1001334041
149,2932,16,1086,523,1331,38,2001-09-24 12:25:41,1001334341
150,4049,16,1991,604,1669,1,2001-09-24 12:30:41,1001334641
151,2816,17,1178,689,1365,0,2001-09-24 12:35:41,1001334941
152,3985,13,1910,895,1625,1,2001-09-24 12:40:41,1001335241
153,4152,18,2234,729,1732,0,2001-09-24 12:45:41,1001335541
154,4949,19,2367,1340,1785,0,2001-09-24 12:50:41,1001335841
155,5277,20,2764,1132,2002,28,2001-09-24 12:55:41,1001336141
156,3741,16,1795,742,1421,0,2001-09-24 13:00:41,1001336441
157,5174,18,2536,801,1446,0,2001-09-24 13:05:41,1001336741
158,3982,14,1920,611,1252,0,2001-09-24 13:10:41,1001337041
159,4098,22,2294,742,2213,0,2001-09-24 13:15:41,1001337341
160,85423,22,1432,1099,27725,86,2001-09-24 13:20:41,1001337641
161,71216,20,5053,2761,22946,72,2001-09-24 13:25:41,1001337941
162,30959,16,4011,1309,11309,6,2001-09-24 13:30:41,1001338241
163,2704,13,1239,590,1636,0,2001-09-24 13:35:41,1001338541
164,4204,14,1450,692,1839,0,2001-09-24 13:40:41,1001338841
165,548958,22,15531,103201,166675,373,2001-09-24 13:45:41,1001339141
166,145649,22,3255,1485,48084,196,2001-09-24 13:50:41,1001339441
167,71194,19,4468,1236,21930,42,2001-09-24 13:55:41,1001339741
168,7096,18,4304,1263,2942,4,2001-09-24 14:00:41,1001340041
169,10681,19,6377,2056,3414,1,2001-09-24 14:05:41,1001340341
170,3456,17,1976,567,1499,0,2001-09-24 14:10:41,1001340641
171,7259,19,3410,1603,1944,0,2001-09-24 14:15:41,1001340941
172,8703,16,4803,1226,2206,1,2001-09-24 14:20:41,1001341241
173,7786,13,4880,1295,2162,0,2001-09-24 14:25:41,1001341541
174,7178,14,2740,1431,1906,0,2001-09-24 14:30:41,1001341841
175,6538,15,3149,1187,2372,0,2001-09-24 14:35:41,1001342141
176,3892,17,1927,878,1540,1,2001-09-24 14:40:41,1001342441
177,4680,13,2334,1025,2031,14,2001-09-24 14:45:41,1001342741
178,7471,13,3694,2110,2138,0,2001-09-24 14:50:41,1001343041
179,6553,13,3311,1561,2050,0,2001-09-24 14:55:41,1001343341
180,5604,17,2859,1221,2013,0,2001-09-24 15:00:41,1001343641
181,8929,17,4290,1030,2352,0,2001-09-24 15:05:41,1001343941
182,4996,17,2536,1144,1921,0,2001-09-24 15:10:41,1001344241
183,4861,19,2414,1143,1914,0,2001-09-24 15:15:41,1001344541
184,4705,17,2295,964,1817,0,2001-09-24 15:20:41,1001344841
185,5301,18,2716,959,1854,1,2001-09-24 15:25:41,1001345141
186,5233,19,2858,996,1694,13,2001-09-24 15:30:41,1001345441
187,4633,17,2636,886,2026,0,2001-09-24 15:35:41,1001345741
188,4737,18,2310,867,1785,0,2001-09-24 15:40:41,1001346041
189,3150,18,1545,635,1580,0,2001-09-24 15:45:41,1001346341
190,4643,16,2027,1263,1500,0,2001-09-24 15:50:41,1001346641
191,3954,15,2025,778,1768,0,2001-09-24 15:55:41,1001346941
192,3103,16,1635,654,1481,0,2001-09-24 16:00:41,1001347241
193,4418,15,2339,957,1411,0,2001-09-24 16:05:41,1001347541
194,256612,22,48058,7493,68470,162,2001-09-24 16:10:41,1001347841
195,24594,17,15058,815,5917,23,2001-09-24 16:15:41,1001348141
196,4066,14,2117,678,1407,2,2001-09-24 16:20:41,1001348441
197,5040,17,2913,932,2529,1,2001-09-24 16:25:41,1001348741
198,4783,15,2502,1029,1732,0,2001-09-24 16:30:41,1001349041
199,7424,17,4023,1409,2276,0,2001-09-24 16:35:41,1001349341
200,7664,15,4449,1433,2482,0,2001-09-24 16:40:41,1001349641
201,9224,16,5049,2177,2778,0,2001-09-24 16:45:41,1001349941
202,12416,19,7181,2397,3752,0,2001-09-24 16:50:41,1001350241
203,4545,17,2314,1021,1873,0,2001-09-24 16:55:41,1001350541
204,6941,18,4356,1320,2726,0,2001-09-24 17:00:41,1001350841
205,5882,17,3103,1086,1984,0,2001-09-24 17:05:41,1001351141
206,29130,22,13209,9301,9155,17,2001-09-24 17:10:41,1001351441
207,10535,21,5759,3472,3386,4,2001-09-24 17:15:41,1001351741
208,3062,16,1509,738,1382,21,2001-09-24 17:20:41,1001352041
209,3498,17,1600,853,1716,8,2001-09-24 17:25:41,1001352341
210,5030,18,2775,1016,2130,0,2001-09-24 17:30:41,1001352641
211,3947,17,1906,920,1680,0,2001-09-24 17:35:41,1001352941
212,3755,18,1670,908,1227,6,2001-09-24 17:40:41,1001353241
213,4561,17,2458,879,1682,0,2001-09-24 17:45:41,1001353541
214,4545,17,2403,897,1726,16,2001-09-24 17:50:41,1001353841
215,3045,18,1508,772,1230,0,2001-09-24 17:55:41,1001354141
216,3750,17,1635,816,1470,0,2001-09-24 18:00:41,1001354441
217,4321,18,2381,1069,1321,0,2001-09-24 18:05:41,1001354741
218,3871,15,2209,837,1294,0,2001-09-24 18:10:41,1001355041
219,4797,17,2450,884,1256,0,2001-09-24 18:15:41,1001355341
220,3515,12,1974,736,1235,0,2001-09-24 18:20:41,1001355641
221,52508,17,6650,3293,16192,17,2001-09-24 18:25:41,1001355941
222,13527,16,4769,1480,3212,4,2001-09-24 18:30:41,1001356241
223,4685,12,2712,1100,1745,0,2001-09-24 18:35:41,1001356541
224,3883,14,1801,990,1198,13,2001-09-24 18:40:41,1001356841
225,3959,17,2128,816,1402,1,2001-09-24 18:45:41,1001357141
226,8650,18,4853,1305,2550,2,2001-09-24 18:50:41,1001357441
227,4526,15,2737,700,2103,0,2001-09-24 18:55:41,1001357741
228,4643,21,2299,1052,1600,0,2001-09-24 19:00:41,1001358041
229,6722,15,3791,1158,1931,0,2001-09-24 19:05:41,1001358341
230,6744,16,3061,1545,1950,0,2001-09-24 19:10:41,1001358641
231,8566,18,4286,1508,2653,0,2001-09-24 19:15:41,1001358941
232,5186,19,3332,639,1530,0,2001-09-24 19:20:41,1001359241
233,4960,19,1951,914,1418,0,2001-09-24 19:25:41,1001359541
234,4299,21,2092,977,1791,0,2001-09-24 19:30:41,1001359841
235,6357,18,3235,1517,2359,15,2001-09-24 19:35:41,1001360141
236,2837,17,1365,611,1445,15,2001-09-24 19:40:41,1001360441
237,3238,20,1565,702,1653,0,2001-09-24 19:45:41,1001360741
238,7265,15,2507,2135,2281,1,2001-09-24 19:50:41,1001361041
239,5807,22,3258,1236,2134,1,2001-09-24 19:55:41,1001361341
240,9502,15,5850,1816,2014,0,2001-09-24 20:00:41,1001361641
241,4820,19,1794,1180,1636,0,2001-09-24 20:05:41,1001361941
242,8009,26,3558,2332,2057,0,2001-09-24 20:10:41,1001362241
243,10444,18,6343,2219,2844,4,2001-09-24 20:15:41,1001362541
244,2619,13,1297,574,1327,2,2001-09-24 20:20:41,1001362841
245,5676,14,3200,1306,1448,6,2001-09-24 20:25:41,1001363141
246,4081,18,2134,781,1615,2,2001-09-24 20:30:41,1001363441
247,5773,17,3091,967,1793,2,2001-09-24 20:35:41,1001363741
248,11106,18,6060,2504,2084,4,2001-09-24 20:40:41,1001364041
249,5190,19,2709,1144,1972,2,2001-09-24 20:45:41,1001364341
250,2944,14,1770,475,949,1,2001-09-24 20:50:41,1001364641
251,4166,19,2127,969,1707,2,2001-09-24 20:55:41,1001364941
252,3834,11,1502,1133,1358,1,2001-09-24 21:00:41,1001365241
253,3319,13,1684,767,1549,11,2001-09-24 21:05:41,1001365541
254,5071,14,2421,1230,1573,0,2001-09-24 21:10:41,1001365841
255,5197,16,3060,934,2041,0,2001-09-24 21:15:41,1001366141
256,5291,15,2329,1360,1984,0,2001-09-24 21:20:41,1001366441
257,3237,17,1638,755,1465,3,2001-09-24 21:25:41,1001366741
258,2906,17,1492,607,1431,0,2001-09-24 21:30:41,1001367041
259,3300,17,1777,659,1348,0,2001-09-24 21:35:41,1001367341
260,5062,16,2163,1215,1967,0,2001-09-24 21:40:41,1001367641
261,5698,14,2665,1587,1818,0,2001-09-24 21:45:41,1001367941
262,7287,16,3470,2236,1616,1,2001-09-24 21:50:41,1001368241
263,3020,19,1506,553,1456,0,2001-09-24 21:55:41,1001368541
264,6399,12,3254,2072,1755,0,2001-09-24 22:00:41,1001368841
265,5117,15,2657,1075,1779,2,2001-09-24 22:05:41,1001369141
266,9515,19,4851,2744,1785,5,2001-09-24 22:10:41,1001369441
267,5596,17,3663,830,1902,0,2001-09-24 22:15:41,1001369741
268,4017,19,1873,929,1408,0,2001-09-24 22:20:41,1001370041
269,3849,16,2130,657,1818,0,2001-09-24 22:25:41,1001370341
270,74025,18,47104,1379,20117,49,2001-09-24 22:30:41,1001370641
271,35852,19,19789,1013,10222,10,2001-09-24 22:35:41,1001370941
272,16175,19,13134,993,4747,2,2001-09-24 22:40:41,1001371241
273,14626,19,12336,854,4771,2,2001-09-24 22:45:41,1001371541
274,9440,19,7522,693,3236,1,2001-09-24 22:50:41,1001371841
275,5917,15,3916,983,2247,0,2001-09-24 22:55:41,1001372141
276,5525,19,2565,1663,1684,0,2001-09-24 23:00:41,1001372441
277,3057,15,1580,630,1083,0,2001-09-24 23:05:41,1001372741
278,5028,15,2622,1475,1313,0,2001-09-24 23:10:41,1001373041
279,3271,17,1700,681,1326,0,2001-09-24 23:15:41,1001373341
280,3868,16,1968,789,1661,0,2001-09-24 23:20:41,1001373641
281,3586,18,1515,786,1593,0,2001-09-24 23:25:41,1001373941
282,3735,16,2407,614,1465,0,2001-09-24 23:30:41,1001374241
283,4164,18,1907,1090,1691,0,2001-09-24 23:35:41,1001374541
284,6624,15,3320,1371,1793,0,2001-09-24 23:40:41,1001374841
285,3059,16,1597,732,1369,0,2001-09-24 23:45:41,1001375141
286,4455,16,1737,1168,1635,0,2001-09-24 23:50:41,1001375441
287,2933,15,1583,626,1259,0,2001-09-24 23:55:41,1001375741
288,887,15,436,139,436,0,2001-09-25 00:00:41,1001376041
