,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_20_,edit_distance_dict_21_,edit_distance_dict_22_,edit_distance_dict_23_,edit_distance_dict_24_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_20_,edit_distance_unique_dict_21_,edit_distance_unique_dict_22_,edit_distance_unique_dict_23_,edit_distance_unique_dict_24_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
129,195,252,762,6,15,42,2.3950953678,209,0,18,1,2,6,0,0,0,0,0,135,0,0,0,0,0,150,80,55,14,7,37,8,12,14,209,0,18,1,2,6,0,0,0,0,0,135,0,0,0,0,0,150,80,55,14,7,37,8,12,96,443,55,98,27,5,321,0,59,47,0.0065616798,2,2001-07-14 10:54:11,6,10,0
130,154,153,635,7,16,11,1.6777963272,255,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,0,217,26,23,7,5,22,2,2,13,255,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,0,217,26,23,7,5,22,2,2,230,325,9,24,36,6,164,0,43,9,0.0094488189,1,2001-07-14 10:59:11,7,8,0
131,96,110,414,5,12,16,2.0926966292,97,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,81,37,24,26,25,5,0,0,7,97,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,81,37,24,26,25,5,0,0,60,221,17,42,55,9,211,0,26,4,0.0217391304,1,2001-07-14 11:04:11,5,9,0
132,89,77,332,5,13,19,2.095890411,72,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,67,22,17,21,7,8,9,0,8,72,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,67,22,17,21,7,8,9,0,26,170,24,53,39,19,160,0,18,2,0.0572289157,4,2001-07-14 11:09:11,5,11,0
133,121,98,436,4,19,23,1.8725961538,127,0,2,3,3,1,0,0,2,0,0,122,0,0,0,0,0,67,52,10,6,6,8,3,4,17,127,0,2,3,3,1,0,0,2,0,0,122,0,0,0,0,0,67,52,10,6,6,8,3,4,35,245,62,51,7,6,202,0,58,12,0.0137614679,1,2001-07-14 11:14:11,4,10,0
134,127,183,705,2,21,18,2.1623762376,116,1,0,13,2,0,0,0,2,0,0,147,0,0,0,0,0,97,68,9,31,9,6,2,2,17,116,1,0,13,2,0,0,0,2,0,0,147,0,0,0,0,0,97,68,9,31,9,6,2,2,27,334,51,75,172,7,217,0,23,19,0.009929078,1,2001-07-14 11:19:11,2,9,0
135,287,117,713,11,15,13,2.3299270073,100,0,7,2,0,1,0,0,0,0,2,125,0,0,0,0,0,254,58,88,21,11,15,1,0,19,100,0,7,2,0,1,0,0,0,0,2,125,0,0,0,0,0,254,58,88,21,11,15,1,0,35,553,47,37,25,9,223,0,38,9,0.0126227209,2,2001-07-14 11:24:11,5,10,0
136,232,235,590,4,11,7,2.4159445407,85,0,2,0,0,0,0,0,0,0,0,91,0,0,0,0,0,159,148,31,13,21,19,1,7,11,85,0,2,0,0,0,0,0,0,0,0,91,0,0,0,0,0,159,148,31,13,21,19,1,7,55,420,18,77,11,5,240,0,38,7,0.0084745763,1,2001-07-14 11:29:11,4,8,0
137,89,433,821,5,21,24,2.4010349288,197,0,1,18,2,10,0,0,4,0,0,81,0,0,0,0,0,270,86,73,7,4,3,9,8,17,197,0,1,18,2,10,0,0,4,0,0,81,0,0,0,0,0,270,86,73,7,4,3,9,8,124,529,27,69,44,18,191,0,74,36,0.0219244823,2,2001-07-14 11:34:11,5,8,0
138,133,93,505,11,18,38,2.4842105263,107,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,72,48,39,17,21,27,5,2,9,107,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,72,48,39,17,21,27,5,2,36,238,29,39,117,20,175,5,36,0,0.0396039604,2,2001-07-14 11:39:11,5,13,0
139,510,146,877,4,15,32,1.7509068924,106,0,2,2,0,0,0,0,0,0,0,282,0,0,0,0,0,305,81,19,9,5,13,2,1,12,106,0,2,2,0,0,0,0,0,0,0,282,0,0,0,0,0,305,81,19,9,5,13,2,1,41,648,23,83,18,16,271,0,41,5,0.0182440137,2,2001-07-14 11:44:11,4,9,0
140,544,515,1346,5,16,112,1.7119565217,205,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,484,178,18,15,15,8,3,3,9,205,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,484,178,18,15,15,8,3,3,42,946,46,142,53,16,288,0,79,14,0.0118870728,2,2001-07-14 11:49:11,5,11,0
141,146,97,378,7,15,6,2,88,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,47,70,35,19,8,6,0,0,7,88,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,47,70,35,19,8,6,0,0,23,224,43,60,13,7,188,2,64,19,0.0185185185,1,2001-07-14 11:54:11,5,13,0
142,156,189,506,4,20,17,2.795154185,75,0,10,0,10,0,0,0,0,0,0,64,0,0,0,0,0,112,68,78,22,3,4,3,5,13,75,0,10,0,10,0,0,0,0,0,0,64,0,0,0,0,0,112,68,78,22,3,4,3,5,31,253,14,139,38,5,210,0,38,3,0.0098814229,1,2001-07-14 11:59:11,4,10,0
143,518,353,1276,15,16,35,2.2316053512,209,0,0,3,0,0,0,0,0,0,0,192,0,0,0,0,0,229,402,107,19,8,16,5,6,12,209,0,0,3,0,0,0,0,0,0,0,192,0,0,0,0,0,229,402,107,19,8,16,5,6,138,826,25,172,78,19,260,0,48,6,0.0148902821,2,2001-07-14 12:04:11,8,10,0
144,155,115,457,12,21,15,2.6658415842,66,2,8,7,4,4,0,0,0,0,1,116,0,0,0,0,0,101,33,25,12,10,6,2,7,19,66,2,8,7,4,4,0,0,0,0,1,116,0,0,0,0,0,101,33,25,12,10,6,2,7,40,301,5,43,35,5,195,0,41,28,0.010940919,1,2001-07-14 12:09:11,9,10,0
145,198,134,729,5,17,46,1.6791862285,237,0,0,2,0,0,0,0,0,0,0,107,0,0,0,0,0,126,64,65,15,10,6,2,5,12,237,0,0,2,0,0,0,0,0,0,0,107,0,0,0,0,0,126,64,65,15,10,6,2,5,130,336,45,82,48,12,266,0,56,9,0.0164609053,2,2001-07-14 12:14:11,5,12,0
146,121,169,905,6,18,56,1.2849807445,307,3,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,77,40,23,12,9,18,5,5,10,307,3,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,77,40,23,12,9,18,5,5,212,445,32,34,104,28,269,0,29,15,0.0309392265,1,2001-07-14 12:19:11,6,9,0
147,133,182,511,6,16,54,1.6977225673,125,0,0,1,1,0,0,0,0,0,0,109,0,0,0,0,0,136,53,49,4,2,0,0,3,13,125,0,0,1,1,0,0,0,0,0,0,109,0,0,0,0,0,136,53,49,4,2,0,0,3,36,300,30,63,25,1,229,0,51,7,0.0019569472,1,2001-07-14 12:24:11,6,8,0
148,138,118,1020,4,14,8,1.227202473,328,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,78,79,53,8,3,0,1,2,11,328,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,78,79,53,8,3,0,1,2,252,265,57,65,357,39,274,0,59,21,0.0382352941,2,2001-07-14 12:29:11,4,9,0
149,80,102,430,4,16,45,1.691689008,97,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,70,63,10,19,5,1,2,1,9,97,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,70,63,10,19,5,1,2,1,32,232,12,52,42,17,198,2,48,4,0.0395348837,2,2001-07-14 12:34:11,4,9,0
150,170,177,765,8,20,33,1.3462068966,304,3,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,256,47,21,11,1,6,2,2,10,304,3,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,256,47,21,11,1,6,2,2,239,398,22,33,24,10,252,0,29,4,0.0130718954,3,2001-07-14 12:39:11,8,11,0
151,97,87,389,9,15,17,1.8095238095,124,0,0,7,7,0,0,0,0,0,0,96,0,0,0,0,0,54,39,14,9,2,3,2,0,13,124,0,0,7,7,0,0,0,0,0,0,96,0,0,0,0,0,54,39,14,9,2,3,2,0,43,201,55,41,24,18,172,0,52,16,0.0462724936,4,2001-07-14 12:44:11,5,11,0
152,237,178,713,5,11,39,1.9485049834,115,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,132,122,54,15,7,3,5,0,8,115,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,132,122,54,15,7,3,5,0,38,371,19,135,84,12,201,0,67,0,0.0168302945,2,2001-07-14 12:49:11,4,8,0
153,349,187,792,7,12,20,2.1877444589,135,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,274,49,156,12,15,8,5,0,8,135,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,274,49,156,12,15,8,5,0,105,584,8,50,17,8,239,0,60,1,0.0101010101,2,2001-07-14 12:54:11,6,9,0
154,82,63,247,2,18,3,2.1393034826,34,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,41,28,13,14,2,2,7,0,8,34,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,41,28,13,14,2,2,7,0,25,132,3,38,33,6,105,0,20,3,0.024291498,2,2001-07-14 12:59:11,2,10,0
155,43,57,355,5,10,17,1.4341317365,56,0,0,0,0,0,0,2,1,0,0,196,0,0,0,0,0,42,22,6,4,0,0,5,0,17,56,0,0,0,0,0,0,2,1,0,0,196,0,0,0,0,0,42,22,6,4,0,0,5,0,36,263,3,15,15,5,148,0,14,1,0.014084507,2,2001-07-14 13:04:11,4,7,0
156,85,93,377,11,14,10,2.0666666667,75,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0,64,31,21,5,7,13,5,0,12,75,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0,64,31,21,5,7,13,5,0,46,151,15,63,70,4,188,0,24,4,0.0106100796,1,2001-07-14 13:09:11,5,10,0
157,144,227,642,9,14,26,1.9794520548,171,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,129,74,42,61,6,4,6,0,8,171,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,129,74,42,61,6,4,6,0,64,340,52,102,21,9,275,0,13,3,0.0140186916,2,2001-07-14 13:14:11,6,10,0
158,89,135,359,5,18,12,2.1446540881,65,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,101,53,24,9,8,3,8,0,8,65,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,101,53,24,9,8,3,8,0,39,195,9,63,39,14,191,0,24,0,0.0389972145,2,2001-07-14 13:19:11,5,11,0
159,93,67,345,5,11,12,1.7824675325,88,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,63,58,11,7,11,1,4,0,8,88,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,63,58,11,7,11,1,4,0,36,182,32,46,28,9,188,0,57,9,0.0260869565,2,2001-07-14 13:24:11,4,9,0
160,132,127,582,11,11,21,1.9110576923,101,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,55,54,22,36,8,3,7,0,8,101,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,55,54,22,36,8,3,7,0,63,267,14,51,161,21,229,0,38,5,0.0360824742,2,2001-07-14 13:29:11,5,9,0
161,132,92,447,6,22,18,1.8616504854,152,1,2,0,0,0,0,2,1,0,0,83,0,0,0,0,0,64,36,25,25,11,4,6,0,17,152,1,2,0,0,0,0,2,1,0,0,83,0,0,0,0,0,64,36,25,25,11,4,6,0,55,215,68,56,22,0,248,0,59,9,0,0,2001-07-14 13:34:11,6,10,0
162,75,538,924,5,20,51,2.0317100793,112,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,340,212,20,18,12,3,7,0,8,112,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,340,212,20,18,12,3,7,0,46,643,14,129,37,11,185,0,53,12,0.0119047619,1,2001-07-14 13:39:11,5,9,0
163,115,97,370,4,15,11,2.0703363914,78,0,2,1,0,0,0,0,0,0,0,74,0,0,0,0,0,85,34,17,10,12,6,7,1,12,78,0,2,1,0,0,0,0,0,0,0,74,0,0,0,0,0,85,34,17,10,12,6,7,1,36,220,24,36,42,2,181,0,28,4,0.0054054054,1,2001-07-14 13:44:11,4,9,0
164,113,128,517,6,14,20,2.1330049261,81,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,120,70,18,11,10,3,14,1,10,81,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,120,70,18,11,10,3,14,1,43,288,16,39,109,10,220,0,39,2,0.0193423598,2,2001-07-14 13:49:11,5,11,0
165,225,233,864,3,15,40,1.7262059974,157,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,174,97,12,4,21,1,25,1,9,157,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,174,97,12,4,21,1,25,1,77,535,30,85,39,8,240,0,20,3,0.0092592593,2,2001-07-14 13:54:11,3,11,0
166,206,206,670,3,19,24,1.8887122417,142,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,157,116,12,25,17,7,7,0,8,142,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,157,116,12,25,17,7,7,0,66,419,47,73,32,10,307,0,39,9,0.0149253731,1,2001-07-14 13:59:11,3,9,0
167,269,167,986,11,19,35,2.6310240964,139,1,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,131,62,32,23,68,7,52,3,10,139,1,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,131,62,32,23,68,7,52,3,46,488,52,43,318,35,370,0,75,8,0.0354969574,2,2001-07-14 14:04:11,6,10,0
168,736,429,1725,9,23,52,1.612244898,382,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,511,213,32,15,12,4,5,20,9,382,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,511,213,32,15,12,4,5,20,172,1175,136,82,82,11,317,0,90,6,0.0063768116,2,2001-07-14 14:09:11,6,10,0
169,1170,719,2473,5,12,39,2.0338474722,279,0,0,0,0,0,0,3,0,0,0,451,0,0,0,0,0,1058,294,130,57,22,7,33,0,16,279,0,0,0,0,0,0,3,0,0,0,451,0,0,0,0,0,1058,294,130,57,22,7,33,0,184,1920,48,143,87,6,395,0,149,6,0.002426203,1,2001-07-14 14:14:11,5,9,0
170,237,142,667,5,11,6,1.9622331691,124,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,177,186,17,4,5,2,7,1,9,124,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,177,186,17,4,5,2,7,1,85,428,22,68,44,6,179,0,34,4,0.0089955022,1,2001-07-14 14:19:11,5,8,0
171,816,509,1655,5,15,20,2.5230202578,214,12,4,0,0,0,0,0,0,0,0,358,0,0,0,0,0,419,206,204,76,68,35,14,19,11,214,12,4,0,0,0,0,0,0,0,0,358,0,0,0,0,0,419,206,204,76,68,35,14,19,159,1302,22,126,21,6,575,0,50,6,0.0036253776,1,2001-07-14 14:24:11,5,10,0
172,48,90,363,5,11,21,2.0094637224,117,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,73,39,4,13,34,4,4,0,8,117,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,73,39,4,13,34,4,4,0,31,174,56,35,44,2,158,0,45,4,0.0055096419,1,2001-07-14 14:29:11,5,8,0
173,98,185,687,8,13,48,2.5650485437,110,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,105,75,66,16,16,4,41,1,9,110,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,105,75,66,16,16,4,41,1,34,356,24,53,158,3,231,0,23,8,0.0043668122,1,2001-07-14 14:34:11,8,10,0
174,441,672,1431,4,14,29,2.4268292683,175,4,2,4,0,0,0,0,0,0,0,377,0,0,0,0,0,284,225,153,43,93,18,2,14,12,175,4,2,4,0,0,0,0,0,0,0,377,0,0,0,0,0,284,225,153,43,93,18,2,14,92,1019,44,210,31,6,469,0,31,0,0.0041928721,1,2001-07-14 14:39:11,4,9,0
175,79,115,700,3,19,156,1.2164948454,242,0,0,3,0,0,0,0,0,0,0,256,0,0,0,0,0,83,47,33,5,5,0,5,0,12,242,0,0,3,0,0,0,0,0,0,0,256,0,0,0,0,0,83,47,33,5,5,0,5,0,40,353,33,97,13,3,225,0,44,6,0.0042857143,1,2001-07-14 14:44:11,3,10,0
176,47,110,443,3,12,18,1.5084269663,147,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,62,55,31,3,5,3,0,1,9,147,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,62,55,31,3,5,3,0,1,64,144,34,96,37,17,161,0,49,1,0.0383747178,2,2001-07-14 14:49:11,3,9,0
177,205,312,845,5,12,36,2.6280884265,124,1,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,109,66,157,27,53,29,12,3,10,124,1,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,109,66,157,27,53,29,12,3,35,546,48,104,56,12,279,0,43,6,0.0142011834,1,2001-07-14 14:54:11,5,9,0
178,131,174,568,3,18,21,1.8438735178,109,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,134,66,20,14,18,6,4,0,8,109,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,134,66,20,14,18,6,4,0,40,349,33,63,42,5,268,0,57,2,0.0088028169,1,2001-07-14 14:59:11,3,10,0
179,204,409,937,5,14,30,1.9813596491,245,4,8,0,0,0,0,0,0,0,0,122,0,0,0,0,0,277,162,42,16,11,7,8,10,11,245,4,8,0,0,0,0,0,0,0,0,122,0,0,0,0,0,277,162,42,16,11,7,8,10,154,576,50,102,23,9,244,0,86,6,0.0096051227,1,2001-07-14 15:04:11,4,11,0
180,1543,1147,3100,4,20,29,1.9332675871,161,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,1103,462,180,35,23,14,2,10,9,161,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,1103,462,180,35,23,14,2,10,63,2471,60,419,50,9,409,0,154,18,0.0029032258,1,2001-07-14 15:09:11,4,9,0
181,113,194,542,5,23,20,2.3347193347,72,4,1,0,0,0,0,0,0,0,0,85,0,0,0,0,0,125,75,97,12,7,2,1,0,11,72,4,1,0,0,0,0,0,0,0,0,85,0,0,0,0,0,125,75,97,12,7,2,1,0,34,314,11,102,60,8,195,0,56,2,0.0147601476,2,2001-07-14 15:14:11,5,9,0
182,200,167,553,4,22,28,2.748549323,101,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,72,60,177,10,14,13,2,10,9,101,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,72,60,177,10,14,13,2,10,54,378,19,38,24,8,229,0,35,13,0.0144665461,1,2001-07-14 15:19:11,4,10,0
183,162,118,583,5,14,18,1.3562152134,207,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,187,51,8,5,7,4,1,0,8,207,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,187,51,8,5,7,4,1,0,172,299,15,35,41,13,191,0,34,1,0.0222984563,2,2001-07-14 15:24:11,5,9,0
184,228,220,893,6,15,84,1.7163398693,217,0,0,8,0,0,0,0,0,0,0,197,0,0,0,0,0,190,67,43,15,14,5,8,1,12,217,0,0,8,0,0,0,0,0,0,0,197,0,0,0,0,0,190,67,43,15,14,5,8,1,101,491,22,67,100,8,255,0,74,2,0.0089585666,1,2001-07-14 15:29:11,4,9,0
185,127,175,473,8,14,25,2.1574074074,98,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,69,56,106,9,9,3,0,0,7,98,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,69,56,106,9,9,3,0,0,52,221,17,117,35,3,186,0,40,0,0.0063424947,1,2001-07-14 15:34:11,8,9,0
186,63,92,291,6,19,31,2.3065693431,75,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,72,30,21,14,10,9,6,0,10,75,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,72,30,21,14,10,9,6,0,32,126,11,74,7,2,169,0,26,0,0.0068728522,1,2001-07-14 15:39:11,6,9,0
187,153,149,632,6,14,42,2.2386980108,85,8,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,225,33,47,16,16,18,2,0,10,85,8,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,225,33,47,16,16,18,2,0,21,416,17,57,67,11,230,0,36,10,0.0174050633,2,2001-07-14 15:44:11,6,9,0
188,95,155,649,5,19,36,1.5814360771,198,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,120,125,35,5,1,5,0,0,7,198,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,120,125,35,5,1,5,0,0,137,311,24,63,63,18,196,0,46,3,0.0277349769,2,2001-07-14 15:49:11,5,9,0
189,106,166,511,4,14,28,1.8505263158,117,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,154,68,48,11,5,3,0,0,7,117,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,154,68,48,11,5,3,0,0,49,294,27,77,29,5,195,0,41,1,0.0097847358,2,2001-07-14 15:54:11,4,9,0
190,163,495,1020,5,19,43,2.2497136312,152,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,87,209,148,43,10,7,2,2,9,152,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,87,209,148,43,10,7,2,2,55,557,42,176,139,25,268,0,67,9,0.0245098039,2,2001-07-14 15:59:11,4,9,0
191,194,139,614,2,11,24,2.1320072333,149,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,109,82,45,16,39,18,0,0,7,149,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,109,82,45,16,39,18,0,0,62,362,55,50,51,10,208,0,72,13,0.016286645,2,2001-07-14 16:04:11,2,9,0
192,55,97,382,5,14,62,1.3930635838,133,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,77,49,11,3,2,4,1,1,9,133,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,77,49,11,3,2,4,1,1,39,130,25,90,5,1,191,0,22,2,0.002617801,1,2001-07-14 16:09:11,5,9,0
193,145,53,341,5,14,34,1.7195121951,82,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,87,56,15,9,4,3,0,0,7,82,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,87,56,15,9,4,3,0,0,37,209,9,39,7,7,214,0,27,7,0.0205278592,2,2001-07-14 16:14:11,5,10,0
194,81,148,526,3,20,53,1.5666666667,130,1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,106,55,22,7,4,4,2,1,10,130,1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,106,55,22,7,4,4,2,1,34,255,33,75,64,6,226,0,35,0,0.0114068441,1,2001-07-14 16:19:11,3,9,0
195,164,68,428,10,14,66,1.9485294118,140,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,60,36,91,7,3,12,1,0,8,140,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,60,36,91,7,3,12,1,0,24,240,37,41,12,2,202,0,14,0,0.0046728972,1,2001-07-14 16:24:11,4,10,0
196,112,126,422,4,17,10,2.1222826087,102,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,0,58,80,23,3,23,7,3,3,15,102,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,0,58,80,23,3,23,7,3,3,39,234,48,37,50,9,212,0,36,6,0.0213270142,2,2001-07-14 16:29:11,4,9,0
197,456,198,977,5,14,59,1.9160756501,119,0,0,0,0,0,2,4,0,0,0,286,0,0,0,0,0,199,162,43,8,16,7,0,0,16,119,0,0,0,0,0,2,4,0,0,0,286,0,0,0,0,0,199,162,43,8,16,7,0,0,38,680,17,52,96,9,220,0,71,4,0.0092118731,1,2001-07-14 16:34:11,5,9,0
198,64,437,633,4,13,13,2.3456375839,50,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,256,126,99,3,1,5,0,0,7,50,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,256,126,99,3,1,5,0,0,23,452,13,95,37,5,158,0,24,6,0.0078988942,1,2001-07-14 16:39:11,4,8,0
199,76,89,356,6,14,19,2.0388349515,92,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,53,24,22,21,13,10,3,2,9,92,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,53,24,22,21,13,10,3,2,32,164,23,71,30,5,192,0,40,2,0.0140449438,2,2001-07-14 16:44:11,6,9,0
200,112,126,456,7,14,14,2.4758064516,65,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,63,34,20,38,48,4,1,0,8,65,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,63,34,20,38,48,4,1,0,28,271,18,41,83,8,192,0,23,2,0.0175438596,1,2001-07-14 16:49:11,7,9,0
201,214,174,583,5,17,34,1.8935779817,112,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,131,75,62,22,5,2,1,0,8,112,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,131,75,62,22,5,2,1,0,58,369,15,69,25,13,193,0,70,0,0.0222984563,3,2001-07-14 16:54:11,5,12,0
202,136,130,551,5,15,11,1.9758551308,121,0,0,0,1,0,0,0,0,0,0,154,0,0,0,0,0,35,22,155,1,4,3,0,1,13,121,0,0,0,1,0,0,0,0,0,0,154,0,0,0,0,0,35,22,155,1,4,3,0,1,56,349,50,31,14,8,142,0,31,1,0.0145190563,3,2001-07-14 16:59:11,5,10,0
203,245,129,610,1,14,17,2.809073724,74,0,2,0,0,0,0,0,0,0,0,59,0,0,0,0,0,130,62,136,28,12,11,9,6,11,74,0,2,0,0,0,0,0,0,0,0,59,0,0,0,0,0,130,62,136,28,12,11,9,6,26,415,28,43,76,22,320,0,33,8,0.0360655738,2,2001-07-14 17:04:11,1,10,0
204,133,100,401,5,14,11,2.0195530726,54,1,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,99,48,26,18,4,5,1,1,10,54,1,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,99,48,26,18,4,5,1,1,34,262,7,44,41,13,236,0,22,3,0.0324189526,2,2001-07-14 17:09:11,5,9,0
