,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_20_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_20_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
234,203,206,851,7,13,40,1.8967642527,164,0,0,0,0,0,0,0,0,0,0,140,0,124,118,52,27,22,2,0,0,7,164,0,0,0,0,0,0,0,0,0,0,140,0,124,118,52,27,22,2,0,0,103,422,19,65,184,0,260,0,40,0,0,0,2001-07-16 19:39:36,7,9,0
235,137,279,951,4,13,87,1.7276214834,234,0,0,0,0,0,0,0,0,0,0,107,0,243,88,72,31,2,3,0,2,9,234,0,0,0,0,0,0,0,0,0,0,107,0,243,88,72,31,2,3,0,2,77,329,70,219,123,0,238,0,73,31,0,0,2001-07-16 19:44:36,4,9,0
236,206,273,983,9,13,68,1.7664399093,156,0,0,0,0,0,0,0,0,0,0,267,0,274,82,66,10,15,7,1,4,9,156,0,0,0,0,0,0,0,0,0,0,267,0,274,82,66,10,15,7,1,4,45,649,33,87,97,0,264,0,58,1,0,0,2001-07-16 19:49:36,4,12,0
237,152,164,514,7,15,20,2.1844863732,105,1,2,1,0,0,0,0,0,0,0,104,0,98,63,50,29,11,6,7,0,12,105,1,2,1,0,0,0,0,0,0,0,104,0,98,63,50,29,11,6,7,0,31,277,49,100,32,2,281,0,37,2,0.0038910506,2,2001-07-16 19:54:36,6,13,0
238,291,304,933,4,12,25,2.2834645669,138,0,0,0,0,0,0,0,0,0,0,160,0,262,57,218,36,7,7,4,0,8,138,0,0,0,0,0,0,0,0,0,0,160,0,262,57,218,36,7,7,4,0,27,675,66,96,36,0,272,0,56,4,0,0,2001-07-16 19:59:36,4,11,0
239,390,366,1073,3,15,35,2.1859979101,130,2,0,0,0,0,0,0,0,0,0,243,0,259,92,176,22,16,13,2,2,10,130,2,0,0,0,0,0,0,0,0,0,243,0,259,92,176,22,16,13,2,2,38,733,45,106,75,2,312,0,97,3,0.0018639329,1,2001-07-16 20:04:36,3,10,0
240,149,231,684,6,12,90,1.9090909091,180,0,0,0,0,0,0,0,0,0,0,108,0,103,163,58,22,11,4,0,0,7,180,0,0,0,0,0,0,0,0,0,0,108,0,103,163,58,22,11,4,0,0,54,438,34,33,27,0,237,0,55,2,0,0,2001-07-16 20:09:36,6,11,0
241,919,203,1591,11,17,191,2.1628812459,350,0,0,0,0,0,0,0,0,0,0,304,0,121,451,219,56,12,21,4,3,9,350,0,0,0,0,0,0,0,0,0,0,304,0,121,451,219,56,12,21,4,3,61,964,94,231,37,0,408,0,73,1,0,0,2001-07-16 20:14:36,9,11,0
242,656,779,1891,7,17,63,2.9031897034,225,0,0,0,0,0,0,0,0,0,0,392,0,129,323,358,186,51,95,16,12,9,225,0,0,0,0,0,0,0,0,0,0,392,0,129,323,358,186,51,95,16,12,83,1156,62,423,70,0,488,0,100,11,0,0,2001-07-16 20:19:36,6,11,0
243,760,430,1655,4,15,78,3.1129032258,246,11,1,0,0,0,0,0,0,0,0,187,0,265,206,359,57,160,91,17,12,11,246,11,1,0,0,0,0,0,0,0,0,187,0,265,206,359,57,160,91,17,12,92,1147,57,238,41,0,328,0,117,15,0,0,2001-07-16 20:24:36,4,11,0
244,179,133,620,4,15,32,2.3888888889,147,23,0,0,0,0,0,0,0,0,0,122,0,63,77,40,34,6,16,5,7,10,147,23,0,0,0,0,0,0,0,0,0,122,0,63,77,40,34,6,16,5,7,74,307,34,93,74,1,308,0,40,2,0.0016129032,1,2001-07-16 20:29:36,4,10,0
245,647,252,1120,11,17,37,2.5274223035,117,2,2,0,0,0,0,0,0,0,0,194,0,156,367,209,26,9,5,2,5,11,117,2,2,0,0,0,0,0,0,0,0,194,0,156,367,209,26,9,5,2,5,60,918,15,64,20,0,316,0,52,11,0,0,2001-07-16 20:34:36,8,12,0
246,563,722,1716,4,17,142,2.7524213075,247,6,2,5,1,5,0,0,0,0,0,330,0,134,333,345,161,50,28,1,4,14,247,6,2,5,1,5,0,0,0,0,0,330,0,134,333,345,161,50,28,1,4,74,1037,25,374,57,1,380,0,76,14,0.0005827506,1,2001-07-16 20:39:36,4,11,0
247,592,434,1351,5,16,29,1.8208722741,128,0,0,1,0,0,0,0,0,0,0,574,0,219,254,49,28,13,10,4,4,12,128,0,0,1,0,0,0,0,0,0,0,574,0,219,254,49,28,13,10,4,4,62,963,24,206,60,0,272,0,76,5,0,0,2001-07-16 20:44:36,5,9,0
248,530,541,1342,4,16,50,2.0236641221,175,1,2,0,0,0,0,0,0,0,0,343,0,474,169,70,11,22,15,3,25,11,175,1,2,0,0,0,0,0,0,0,0,343,0,474,169,70,11,22,15,3,25,73,997,32,158,27,0,327,0,68,5,0,0,2001-07-16 20:49:36,4,14,0
249,259,115,569,4,18,28,1.9511278195,97,2,0,1,0,0,0,0,0,0,0,172,0,106,56,56,27,12,2,0,1,12,97,2,0,1,0,0,0,0,0,0,0,172,0,106,56,56,27,12,2,0,1,29,379,32,64,30,0,233,0,42,0,0,0,2001-07-16 20:54:36,4,14,0
250,128,213,829,6,12,49,1.7894002789,206,3,0,0,0,0,0,0,0,0,0,194,0,95,117,54,12,19,12,1,4,10,206,3,0,0,0,0,0,0,0,0,0,194,0,95,117,54,12,19,12,1,4,54,370,86,158,88,0,402,0,28,3,0,0,2001-07-16 20:59:36,6,11,0
251,180,335,1437,4,15,204,1.8391866913,300,10,0,0,0,0,0,0,0,0,0,308,0,108,222,62,26,10,26,10,0,10,300,10,0,0,0,0,0,0,0,0,0,308,0,108,222,62,26,10,26,10,0,55,702,37,84,333,0,445,0,47,5,0,0,2001-07-16 21:04:36,4,10,0
252,228,242,1037,5,14,16,2.1873015873,125,0,0,0,0,0,0,0,0,0,0,343,0,139,93,172,23,8,23,16,3,9,125,0,0,0,0,0,0,0,0,0,0,343,0,139,93,172,23,8,23,16,3,58,774,32,65,82,0,321,0,50,13,0,0,2001-07-16 21:09:36,5,13,0
253,232,383,1478,8,13,69,2.0456769984,187,13,5,0,0,0,0,0,0,0,0,360,0,319,173,121,12,11,10,9,6,11,187,13,5,0,0,0,0,0,0,0,0,360,0,319,173,121,12,11,10,9,6,46,949,48,114,224,0,435,0,135,14,0,0,2001-07-16 21:14:36,8,10,0
254,114,135,626,4,14,31,1.9242144177,138,5,6,0,0,0,0,0,0,0,0,125,0,142,67,25,16,2,4,4,7,11,138,5,6,0,0,0,0,0,0,0,0,125,0,142,67,25,16,2,4,4,7,58,340,41,71,72,0,304,0,45,21,0,0,2001-07-16 21:19:36,4,9,0
255,148,188,728,5,15,63,1.7313664596,173,1,0,0,0,0,0,0,0,0,0,146,0,153,99,40,17,3,6,3,3,10,173,1,0,0,0,0,0,0,0,0,0,146,0,153,99,40,17,3,6,3,3,55,403,46,77,59,0,369,0,47,5,0,0,2001-07-16 21:24:36,4,12,0
256,182,302,877,3,15,30,2.5931989924,150,1,0,0,0,0,0,0,0,0,0,168,0,145,148,42,27,13,50,34,16,10,150,1,0,0,0,0,0,0,0,0,0,168,0,145,148,42,27,13,50,34,16,65,475,42,182,77,0,320,0,50,14,0,0,2001-07-16 21:29:36,3,10,0
257,152,136,662,8,13,53,1.7989601386,157,0,0,0,0,0,0,0,0,0,0,91,0,159,104,33,21,6,4,2,0,8,157,0,0,0,0,0,0,0,0,0,0,91,0,159,104,33,21,6,4,2,0,37,358,54,75,57,2,338,0,14,4,0.003021148,1,2001-07-16 21:34:36,7,9,0
258,108,123,470,4,14,39,1.8564920273,138,0,0,0,0,0,0,0,0,0,0,75,0,101,58,18,22,15,8,0,4,9,138,0,0,0,0,0,0,0,0,0,0,75,0,101,58,18,22,15,8,0,4,41,252,44,63,18,1,319,0,27,7,0.0021276596,1,2001-07-16 21:39:36,4,10,0
259,195,128,635,4,11,12,1.9461400359,66,0,0,0,0,0,0,0,0,0,0,201,0,115,107,30,26,7,0,5,0,8,66,0,0,0,0,0,0,0,0,0,0,201,0,115,107,30,26,7,0,5,0,29,422,20,74,74,0,273,0,76,20,0,0,2001-07-16 21:44:36,4,9,0
260,237,493,1536,7,15,72,1.8018154312,332,0,0,0,0,0,0,0,0,0,0,360,0,212,211,124,46,25,7,5,0,8,332,0,0,0,0,0,0,0,0,0,0,360,0,212,211,124,46,25,7,5,0,101,773,110,266,91,0,453,0,83,53,0,0,2001-07-16 21:49:36,7,9,0
261,132,113,607,4,12,35,1.5188866799,168,0,0,0,0,0,0,0,0,0,0,124,0,98,53,28,22,8,1,1,0,8,168,0,0,0,0,0,0,0,0,0,0,124,0,98,53,28,22,8,1,1,0,56,270,73,69,94,0,248,0,60,23,0,0,2001-07-16 21:54:36,4,10,0
262,76,131,532,6,11,30,1.276371308,167,0,0,0,0,0,0,0,0,0,0,135,0,116,23,15,5,11,0,0,2,9,167,0,0,0,0,0,0,0,0,0,0,135,0,116,23,15,5,11,0,0,2,59,260,69,56,51,0,201,4,31,19,0,0,2001-07-16 21:59:36,6,9,0
263,177,105,796,8,15,62,1.5779816514,164,1,0,0,0,0,0,0,0,0,0,240,0,148,26,24,6,39,3,0,3,10,164,1,0,0,0,0,0,0,0,0,0,240,0,148,26,24,6,39,3,0,3,37,448,61,46,141,0,279,0,24,17,0,0,2001-07-16 22:04:36,5,10,0
264,333,251,2799,5,15,275,1.1547155105,643,2,0,1,0,0,0,0,0,0,0,1402,0,300,52,120,20,10,4,3,9,12,643,2,0,1,0,0,0,0,0,0,0,1402,0,300,52,120,20,10,4,3,9,112,1853,170,156,210,0,666,0,70,17,0,0,2001-07-16 22:09:36,5,10,0
265,378,405,1221,3,15,108,2.4797178131,201,6,4,0,0,0,0,0,0,0,0,190,0,275,156,206,32,12,9,6,37,11,201,6,4,0,0,0,0,0,0,0,0,190,0,275,156,206,32,12,9,6,37,62,860,24,80,74,0,340,0,40,12,0,0,2001-07-16 22:14:36,3,11,0
266,146,300,884,5,14,89,1.7425227568,170,0,0,0,0,0,0,0,0,0,0,208,0,188,85,103,7,4,2,2,0,8,170,0,0,0,0,0,0,0,0,0,0,208,0,188,85,103,7,4,2,2,0,34,481,44,121,105,0,278,0,50,7,0,0,2001-07-16 22:19:36,5,11,0
267,94,86,362,7,16,31,1.5865102639,109,0,2,0,1,0,0,0,0,0,0,75,0,88,38,14,6,4,1,3,0,13,109,0,2,0,1,0,0,0,0,0,0,75,0,88,38,14,6,4,1,3,0,62,174,12,62,17,0,220,0,41,6,0,0,2001-07-16 22:24:36,7,11,0
268,112,107,569,8,13,50,1.509127789,136,2,1,0,2,0,0,0,0,0,0,162,0,102,60,14,10,0,0,1,3,13,136,2,1,0,2,0,0,0,0,0,0,162,0,102,60,14,10,0,0,1,3,40,305,32,66,73,0,268,0,36,6,0,0,2001-07-16 22:29:36,5,9,0
269,80,118,538,3,14,72,2.025,150,4,6,0,3,0,0,0,0,0,0,101,0,62,48,18,18,8,14,3,5,13,150,4,6,0,3,0,0,0,0,0,0,101,0,62,48,18,18,8,14,3,5,34,243,37,54,83,0,263,0,39,7,0,0,2001-07-16 22:34:36,3,11,0
270,142,118,832,4,14,174,1.3008595989,346,8,5,0,0,0,0,0,0,0,0,153,0,94,40,10,17,10,2,4,9,11,346,8,5,0,0,0,0,0,0,0,0,153,0,94,40,10,17,10,2,4,9,132,281,34,77,126,0,273,0,66,11,0,0,2001-07-16 22:39:36,4,10,0
271,349,185,1077,4,15,17,1.519558676,379,1,0,1,0,0,0,0,0,0,0,177,0,224,85,89,15,9,11,3,3,12,379,1,0,1,0,0,0,0,0,0,0,177,0,224,85,89,15,9,11,3,3,293,555,36,96,74,0,278,0,72,8,0,0,2001-07-16 22:44:36,4,9,0
272,143,118,664,5,13,34,1.3047619048,263,0,0,0,0,0,0,0,0,0,0,139,0,126,50,19,11,13,4,1,4,9,263,0,0,0,0,0,0,0,0,0,0,139,0,126,50,19,11,13,4,1,4,138,323,70,65,31,2,305,0,44,15,0.0030120482,2,2001-07-16 22:49:36,5,9,0
273,356,321,1129,11,13,79,1.6895927602,333,1,0,0,0,0,0,0,0,0,0,180,0,356,123,37,42,11,8,10,4,10,333,1,0,0,0,0,0,0,0,0,0,180,0,356,123,37,42,11,8,10,4,189,723,53,61,23,0,351,0,37,17,0,0,2001-07-16 22:54:36,6,9,0
274,166,138,641,3,13,44,1.657980456,252,0,0,0,0,0,0,0,0,0,0,98,0,110,65,42,17,4,3,0,23,9,252,0,0,0,0,0,0,0,0,0,0,98,0,110,65,42,17,4,3,0,23,172,325,31,42,16,0,230,0,16,5,0,0,2001-07-16 22:59:36,3,9,0
275,189,175,2114,4,13,116,1.1907736665,364,6,2,0,0,0,0,0,0,0,0,1381,0,175,68,36,15,20,1,2,11,11,364,6,2,0,0,0,0,0,0,0,0,1381,0,175,68,36,15,20,1,2,11,193,1621,46,105,26,0,583,0,33,3,0,0,2001-07-16 23:04:36,4,9,0
276,196,228,738,5,13,82,1.6232294618,181,1,0,0,0,0,0,0,0,0,0,101,0,317,52,34,15,2,2,1,0,10,181,1,0,0,0,0,0,0,0,0,0,101,0,317,52,34,15,2,2,1,0,60,462,32,70,30,2,200,1,37,21,0.0027100271,1,2001-07-16 23:09:36,5,8,0
277,313,262,1153,6,13,35,1.9111328125,205,0,0,0,0,0,0,0,0,0,0,281,0,220,86,203,14,9,6,0,0,7,205,0,0,0,0,0,0,0,0,0,0,281,0,220,86,203,14,9,6,0,0,82,726,62,119,109,0,339,0,72,7,0,0,2001-07-16 23:14:36,6,11,0
278,296,411,1130,3,13,41,1.8559633028,256,0,0,0,0,0,0,0,0,0,0,223,0,336,100,128,14,9,12,0,12,9,256,0,0,0,0,0,0,0,0,0,0,223,0,336,100,128,14,9,12,0,12,60,644,118,227,32,0,363,0,69,19,0,0,2001-07-16 23:19:36,3,9,0
279,603,360,1402,5,12,36,1.8395331875,314,0,0,0,0,0,0,0,0,0,0,160,0,542,161,178,13,3,0,0,0,6,314,0,0,0,0,0,0,0,0,0,0,160,0,542,161,178,13,3,0,0,0,198,936,61,140,9,0,341,0,57,9,0,0,2001-07-16 23:24:36,5,11,0
280,199,257,809,8,15,54,1.8075471698,262,12,2,0,0,0,0,0,0,0,0,137,0,180,94,64,16,22,2,2,2,11,262,12,2,0,0,0,0,0,0,0,0,137,0,180,94,64,16,22,2,2,2,98,452,98,93,5,0,260,0,43,5,0,0,2001-07-16 23:29:36,8,12,0
281,476,407,1402,6,11,104,1.5388162952,320,0,0,0,0,0,0,0,0,0,0,265,0,505,132,68,7,4,0,0,0,6,320,0,0,0,0,0,0,0,0,0,0,265,0,505,132,68,7,4,0,0,0,172,797,34,194,76,0,337,0,56,3,0,0,2001-07-16 23:34:36,6,9,0
282,308,132,891,3,14,59,1.4549707602,323,1,0,0,0,0,0,0,0,0,0,103,0,252,127,25,7,12,3,0,2,10,323,1,0,0,0,0,0,0,0,0,0,103,0,252,127,25,7,12,3,0,2,216,450,37,93,33,0,268,0,53,3,0,0,2001-07-16 23:39:36,3,10,0
283,196,148,831,5,13,131,1.5662337662,359,8,8,0,0,0,0,0,0,0,0,131,0,108,60,51,8,12,13,4,8,11,359,8,8,0,0,0,0,0,0,0,0,131,0,108,60,51,8,12,13,4,8,175,330,32,102,45,0,301,0,45,4,0,0,2001-07-16 23:44:36,5,9,0
284,79,272,907,7,11,75,1.2170454545,474,8,0,0,0,0,0,0,0,0,0,112,0,117,73,68,21,3,1,3,0,10,474,8,0,0,0,0,0,0,0,0,0,112,0,117,73,68,21,3,1,3,0,353,252,38,162,26,1,260,0,67,18,0.0011025358,1,2001-07-16 23:49:36,4,9,0
285,107,119,434,3,15,43,1.6223958333,113,0,0,0,0,0,0,0,0,0,0,91,0,80,67,11,13,5,1,2,1,9,113,0,0,0,0,0,0,0,0,0,0,91,0,80,67,11,13,5,1,2,1,47,243,19,32,40,0,204,0,49,11,0,0,2001-07-16 23:54:36,3,11,0
286,181,151,556,3,12,51,2.0498960499,101,0,0,0,0,0,0,0,0,0,0,85,0,157,42,43,32,19,1,1,0,8,101,0,0,0,0,0,0,0,0,0,0,85,0,157,42,43,32,19,1,1,0,38,315,12,65,71,0,232,0,16,2,0,0,2001-07-16 23:59:36,3,10,0
287,122,103,559,5,12,86,1.4198473282,186,0,0,0,0,0,0,0,0,0,0,127,0,109,52,21,19,6,4,0,0,7,186,0,0,0,0,0,0,0,0,0,0,127,0,109,52,21,19,6,4,0,0,93,284,6,55,18,0,222,0,26,6,0,0,2001-07-17 00:04:36,5,8,0
288,7,4,26,3,12,1,1.5416666667,11,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,1,0,1,0,8,11,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,1,0,1,0,8,13,2,0,2,0,17,0,3,0,0,0,2001-07-17 00:09:36,3,8,0
