,announcements,as_path_max,imp_wd_dpath,imp_wd_spath,origin_0_,origin_1_,timestamp,timestamp2
59,5670,28,2753,1639,1881,0,2001-09-25 04:57:12,1001393832
60,4576,28,2160,1077,1495,0,2001-09-25 05:02:12,1001394132
61,12300,15,3715,1748,3048,4,2001-09-25 05:07:12,1001394432
62,4518,18,1799,922,1831,0,2001-09-25 05:12:12,1001394732
63,3315,14,1247,916,1426,0,2001-09-25 05:17:12,1001395032
64,4648,24,2040,948,2116,0,2001-09-25 05:22:12,1001395332
65,5293,27,2595,850,2268,0,2001-09-25 05:27:12,1001395632
66,3120,23,1339,696,1613,0,2001-09-25 05:32:12,1001395932
67,5861,22,2488,1275,2363,18,2001-09-25 05:37:12,1001396232
68,2392,14,1123,490,1236,0,2001-09-25 05:42:12,1001396532
69,4780,17,1946,671,1850,0,2001-09-25 05:47:12,1001396832
70,25811,19,6187,735,5389,0,2001-09-25 05:52:12,1001397132
71,79824,23,11418,15626,16876,15,2001-09-25 05:57:12,1001397432
72,85612,23,24956,30176,15091,26,2001-09-25 06:02:12,1001397732
73,72078,19,24003,17650,13666,10,2001-09-25 06:07:12,1001398032
74,92343,23,35792,32178,17801,13,2001-09-25 06:12:12,1001398332
75,90774,19,18581,56884,16043,10,2001-09-25 06:17:12,1001398632
76,117352,23,51293,38152,28139,24,2001-09-25 06:22:12,1001398932
77,87212,23,48041,28268,22989,23,2001-09-25 06:27:12,1001399232
78,77919,23,28863,15762,17605,27,2001-09-25 06:32:12,1001399532
79,99044,20,24242,49889,21905,22,2001-09-25 06:37:12,1001399832
80,100541,20,47384,39561,21808,8,2001-09-25 06:42:12,1001400132
81,179995,22,22469,95827,36117,61,2001-09-25 06:47:12,1001400432
82,61482,18,29760,27557,13097,11,2001-09-25 06:52:12,1001400732
83,6343,18,3091,1082,2053,2,2001-09-25 06:57:12,1001401032
84,10566,18,3524,4962,3237,3,2001-09-25 07:02:12,1001401332
85,7851,16,3544,1887,3062,5,2001-09-25 07:07:12,1001401632
86,12991,18,5021,3009,2914,1,2001-09-25 07:12:12,1001401932
87,5835,20,3229,1014,2314,0,2001-09-25 07:17:12,1001402232
88,6014,18,2837,1149,2278,0,2001-09-25 07:22:12,1001402532
89,9278,16,4411,1979,2339,23,2001-09-25 07:27:12,1001402832
90,38697,20,7849,1671,10367,16,2001-09-25 07:32:12,1001403132
91,4829,14,2300,1141,1654,0,2001-09-25 07:37:12,1001403432
92,3523,18,1590,792,1768,0,2001-09-25 07:42:12,1001403732
93,7768,13,2406,2542,2261,0,2001-09-25 07:47:12,1001404032
94,8449,15,3304,1751,2081,0,2001-09-25 07:52:12,1001404332
95,6087,16,3203,1064,1685,0,2001-09-25 07:57:12,1001404632
96,9358,18,5381,2025,2895,17,2001-09-25 08:02:12,1001404932
97,7397,17,3850,1504,2803,3,2001-09-25 08:07:12,1001405232
98,6520,18,2681,1789,1990,0,2001-09-25 08:12:12,1001405532
99,5935,17,3332,914,2050,0,2001-09-25 08:17:12,1001405832
100,4873,19,2752,918,2116,0,2001-09-25 08:22:12,1001406132
101,4215,23,2055,909,1805,15,2001-09-25 08:27:12,1001406432
102,4400,22,2108,949,1953,1,2001-09-25 08:32:12,1001406732
103,4855,14,2504,995,1572,0,2001-09-25 08:37:12,1001407032
104,3741,17,1819,602,1542,0,2001-09-25 08:42:12,1001407332
105,3294,15,1591,641,1624,0,2001-09-25 08:47:12,1001407632
106,5388,19,2986,1032,1872,0,2001-09-25 08:52:12,1001407932
107,4947,12,2393,1115,1472,0,2001-09-25 08:57:12,1001408232
108,6025,16,2957,1232,2536,0,2001-09-25 09:02:12,1001408532
109,3449,12,1597,659,1459,0,2001-09-25 09:07:12,1001408832
110,6808,17,3628,1311,2271,3,2001-09-25 09:12:12,1001409132
111,5079,12,2363,1034,1940,0,2001-09-25 09:17:12,1001409432
112,9276,17,4789,1836,3179,0,2001-09-25 09:22:12,1001409732
113,12486,16,6127,2435,4411,13,2001-09-25 09:27:12,1001410032
114,10234,18,4836,1718,3276,0,2001-09-25 09:32:12,1001410332
115,7938,18,4168,1391,3217,0,2001-09-25 09:37:12,1001410632
116,10046,16,4837,1847,2673,0,2001-09-25 09:42:12,1001410932
117,7332,19,4570,1109,2226,0,2001-09-25 09:47:12,1001411232
118,8227,18,4042,1613,2936,0,2001-09-25 09:52:12,1001411532
119,7366,19,3786,1430,2444,0,2001-09-25 09:57:12,1001411832
120,7184,18,3946,1226,2241,0,2001-09-25 10:02:12,1001412132
121,12526,19,5736,3503,3617,0,2001-09-25 10:07:12,1001412432
122,8409,17,4196,1701,2633,4,2001-09-25 10:12:12,1001412732
123,6497,15,3504,1170,2434,0,2001-09-25 10:17:12,1001413032
124,7800,15,6199,615,1708,0,2001-09-25 10:22:12,1001413332
125,8133,15,4150,1729,2516,0,2001-09-25 10:27:12,1001413632
126,5207,18,2824,1192,1745,0,2001-09-25 10:32:12,1001413932
127,5762,19,2575,1171,1710,4,2001-09-25 10:37:12,1001414232
128,8442,18,4502,1764,2134,4,2001-09-25 10:42:12,1001414532
129,7257,18,4120,1151,2117,0,2001-09-25 10:47:12,1001414832
130,5143,16,2496,945,1868,0,2001-09-25 10:52:12,1001415132
131,5082,15,2594,1161,1754,0,2001-09-25 10:57:12,1001415432
132,7094,15,3669,1468,2061,0,2001-09-25 11:02:12,1001415732
133,5608,16,2836,1173,1875,0,2001-09-25 11:07:12,1001416032
134,5570,16,2647,1372,1909,0,2001-09-25 11:12:12,1001416332
135,6954,15,3848,1863,1926,0,2001-09-25 11:17:12,1001416632
136,8673,18,4642,2388,2318,1,2001-09-25 11:22:12,1001416932
137,5008,15,2543,1435,1719,0,2001-09-25 11:27:12,1001417232
138,5580,15,2726,1450,1830,0,2001-09-25 11:32:12,1001417532
139,5440,15,2677,1439,1641,15,2001-09-25 11:37:12,1001417832
140,5550,15,2937,1296,1554,4,2001-09-25 11:42:12,1001418132
141,4981,17,2377,1037,1497,0,2001-09-25 11:47:12,1001418432
142,6122,17,3357,1259,1674,0,2001-09-25 11:52:12,1001418732
143,6787,17,3675,1404,2017,0,2001-09-25 11:57:12,1001419032
144,5367,15,2433,1319,1811,0,2001-09-25 12:02:12,1001419332
145,5527,18,2748,1066,2057,1,2001-09-25 12:07:12,1001419632
146,6547,18,3340,1158,2566,0,2001-09-25 12:12:12,1001419932
147,12099,19,7267,1785,2826,20,2001-09-25 12:17:12,1001420232
148,3409,18,1632,804,1538,0,2001-09-25 12:22:12,1001420532
149,4396,19,2515,662,1786,0,2001-09-25 12:27:12,1001420832
150,4112,17,2129,767,1429,0,2001-09-25 12:32:12,1001421132
151,4251,18,2493,776,1761,0,2001-09-25 12:37:12,1001421432
152,3688,19,2160,616,1399,0,2001-09-25 12:42:12,1001421732
153,4397,19,2118,849,1543,1,2001-09-25 12:47:12,1001422032
154,3589,13,1640,635,1278,0,2001-09-25 12:52:12,1001422332
155,3998,16,1827,1008,1616,0,2001-09-25 12:57:12,1001422632
156,7564,26,5157,803,1574,0,2001-09-25 13:02:12,1001422932
157,5402,18,3731,700,1503,0,2001-09-25 13:07:12,1001423232
158,5640,18,2910,902,2232,0,2001-09-25 13:12:12,1001423532
159,3015,17,1481,620,1507,0,2001-09-25 13:17:12,1001423832
160,4595,19,2175,1278,1927,0,2001-09-25 13:22:12,1001424132
161,11497,18,6806,2921,2534,1,2001-09-25 13:27:12,1001424432
162,9665,19,5932,1395,2627,0,2001-09-25 13:32:12,1001424732
163,7037,15,4308,966,2348,0,2001-09-25 13:37:12,1001425032
164,6612,17,3601,1283,2109,0,2001-09-25 13:42:12,1001425332
165,6349,16,2855,1364,1881,0,2001-09-25 13:47:12,1001425632
166,4929,14,2140,1426,1880,0,2001-09-25 13:52:12,1001425932
167,8604,16,5065,1626,2436,0,2001-09-25 13:57:12,1001426232
168,10021,18,3491,3488,2901,12,2001-09-25 14:02:12,1001426532
169,8606,19,3353,2782,2682,0,2001-09-25 14:07:12,1001426832
170,5642,23,2698,1199,1624,1,2001-09-25 14:12:12,1001427132
171,5809,21,2740,1445,2096,0,2001-09-25 14:17:12,1001427432
172,5986,14,3051,1120,2023,1,2001-09-25 14:22:12,1001427732
173,4092,15,1827,832,1587,1,2001-09-25 14:27:12,1001428032
174,4386,13,2156,872,1817,0,2001-09-25 14:32:12,1001428332
175,3719,19,1437,731,1491,0,2001-09-25 14:37:12,1001428632
176,8556,18,4980,1543,2260,0,2001-09-25 14:42:12,1001428932
177,6548,18,3720,1102,2194,0,2001-09-25 14:47:12,1001429232
178,7035,14,3429,1576,2264,1,2001-09-25 14:52:12,1001429532
179,6907,15,2833,1974,1980,0,2001-09-25 14:57:12,1001429832
180,6617,23,3269,1576,2275,2,2001-09-25 15:02:12,1001430132
181,7401,18,3903,1556,2618,0,2001-09-25 15:07:12,1001430432
182,5544,18,2854,1126,2364,56,2001-09-25 15:12:12,1001430732
183,4089,16,1821,1006,1772,15,2001-09-25 15:17:12,1001431032
184,8815,18,3656,1151,2375,22,2001-09-25 15:22:12,1001431332
185,5189,21,2728,928,2187,0,2001-09-25 15:27:12,1001431632
186,3968,18,2113,758,1904,0,2001-09-25 15:32:12,1001431932
187,6500,19,3362,974,2388,0,2001-09-25 15:37:12,1001432232
188,9230,17,3857,3068,2322,0,2001-09-25 15:42:12,1001432532
189,7675,21,4525,1448,3057,66,2001-09-25 15:47:12,1001432832
190,5659,14,2874,1675,1874,19,2001-09-25 15:52:12,1001433132
191,5888,19,3117,1048,2035,0,2001-09-25 15:57:12,1001433432
192,7714,17,4697,1109,2701,1,2001-09-25 16:02:12,1001433732
193,4504,19,2324,811,1435,0,2001-09-25 16:07:12,1001434032
194,5642,14,2559,1447,1688,0,2001-09-25 16:12:12,1001434332
195,5138,18,3174,745,1756,0,2001-09-25 16:17:12,1001434632
196,3144,16,1486,753,1252,0,2001-09-25 16:22:12,1001434932
197,3829,14,1957,730,1625,0,2001-09-25 16:27:12,1001435232
198,4097,15,1824,943,1625,0,2001-09-25 16:32:12,1001435532
199,5067,15,2570,1211,1663,0,2001-09-25 16:37:12,1001435832
200,3995,16,1895,757,1580,0,2001-09-25 16:42:12,1001436132
201,4367,22,2322,863,1681,0,2001-09-25 16:47:12,1001436432
202,3048,19,1571,607,1140,3,2001-09-25 16:52:12,1001436732
203,4527,14,1928,957,1243,0,2001-09-25 16:57:12,1001437032
204,6355,16,4709,419,1473,0,2001-09-25 17:02:12,1001437332
205,5384,19,2982,705,1334,1,2001-09-25 17:07:12,1001437632
206,7992,16,3292,1493,2145,0,2001-09-25 17:12:12,1001437932
207,3444,14,1552,872,1363,0,2001-09-25 17:17:12,1001438232
208,3593,13,1922,843,1434,6,2001-09-25 17:22:12,1001438532
209,4608,16,2248,1007,2075,0,2001-09-25 17:27:12,1001438832
210,5395,14,2610,1040,1664,0,2001-09-25 17:32:12,1001439132
211,4451,15,2284,956,1732,1,2001-09-25 17:37:12,1001439432
212,2929,13,1429,535,1370,2,2001-09-25 17:42:12,1001439732
213,2894,18,1630,535,1413,0,2001-09-25 17:47:12,1001440032
214,4776,17,2159,1077,1613,1,2001-09-25 17:52:12,1001440332
215,10362,16,5311,2262,2567,0,2001-09-25 17:57:12,1001440632
216,6661,18,2953,1149,1805,1,2001-09-25 18:02:12,1001440932
217,7772,18,4699,1226,2351,6,2001-09-25 18:07:12,1001441232
218,12587,18,8964,1534,3065,0,2001-09-25 18:12:12,1001441532
219,5341,19,2974,891,1698,0,2001-09-25 18:17:12,1001441832
220,10953,22,3895,3048,2571,0,2001-09-25 18:22:12,1001442132
221,4304,16,1995,1157,1512,0,2001-09-25 18:27:12,1001442432
222,4765,17,1879,1233,1531,0,2001-09-25 18:32:12,1001442732
223,6986,15,3023,2149,1792,0,2001-09-25 18:37:12,1001443032
224,4704,13,2671,907,1751,0,2001-09-25 18:42:12,1001443332
225,5976,21,3379,1328,2191,0,2001-09-25 18:47:12,1001443632
226,5303,19,2491,1487,1649,0,2001-09-25 18:52:12,1001443932
227,7777,14,3507,2102,1715,1,2001-09-25 18:57:12,1001444232
228,5661,18,3127,1007,1806,0,2001-09-25 19:02:12,1001444532
229,4212,14,1798,1072,1474,0,2001-09-25 19:07:12,1001444832
230,2782,13,1297,576,1378,0,2001-09-25 19:12:12,1001445132
231,15599,17,7550,3352,2187,1,2001-09-25 19:17:12,1001445432
232,7021,17,3992,1429,1812,0,2001-09-25 19:22:12,1001445732
233,5131,18,2009,1675,1573,0,2001-09-25 19:27:12,1001446032
234,4117,15,1477,1412,1630,0,2001-09-25 19:32:12,1001446332
235,6009,19,2894,1831,1770,0,2001-09-25 19:37:12,1001446632
236,4577,30,2116,1434,1748,0,2001-09-25 19:42:12,1001446932
237,6419,17,3101,1727,1556,0,2001-09-25 19:47:12,1001447232
238,4250,18,2103,756,1951,0,2001-09-25 19:52:12,1001447532
239,6570,13,3108,1365,1700,0,2001-09-25 19:57:12,1001447832
240,4875,15,2251,1311,1709,0,2001-09-25 20:02:12,1001448132
241,3605,19,1686,1001,1533,0,2001-09-25 20:07:12,1001448432
242,4739,19,2332,891,1476,0,2001-09-25 20:12:12,1001448732
243,3462,29,1750,711,1455,0,2001-09-25 20:17:12,1001449032
244,5942,23,3435,1126,1967,0,2001-09-25 20:22:12,1001449332
245,4998,16,2337,1133,1722,1,2001-09-25 20:27:12,1001449632
246,5078,18,2942,1145,1555,0,2001-09-25 20:32:12,1001449932
247,3623,14,1842,763,1564,1,2001-09-25 20:37:12,1001450232
248,4193,15,2164,1017,1811,0,2001-09-25 20:42:12,1001450532
249,4276,18,2106,1102,1689,0,2001-09-25 20:47:12,1001450832
250,6383,17,3258,1246,2300,1,2001-09-25 20:52:12,1001451132
251,2699,14,1211,573,1477,0,2001-09-25 20:57:12,1001451432
252,4243,21,2428,785,1592,0,2001-09-25 21:02:12,1001451732
253,4515,17,2052,1154,1598,0,2001-09-25 21:07:12,1001452032
254,2532,18,1156,627,1258,0,2001-09-25 21:12:12,1001452332
255,3002,13,1292,636,1245,1,2001-09-25 21:17:12,1001452632
256,2132,17,1039,487,1246,1,2001-09-25 21:22:12,1001452932
257,4283,15,1854,823,1353,0,2001-09-25 21:27:12,1001453232
258,5393,18,2905,1056,1893,0,2001-09-25 21:32:12,1001453532
259,2931,17,1606,501,1416,1,2001-09-25 21:37:12,1001453832
260,2973,14,1315,604,1232,1,2001-09-25 21:42:12,1001454132
261,5204,15,2596,1464,1641,0,2001-09-25 21:47:12,1001454432
262,4006,14,1688,984,1678,0,2001-09-25 21:52:12,1001454732
263,3069,17,1520,546,1108,0,2001-09-25 21:57:12,1001455032
264,7279,13,5019,1108,2214,0,2001-09-25 22:02:12,1001455332
265,9006,15,6272,1307,1760,0,2001-09-25 22:07:12,1001455632
266,2771,16,1328,559,1411,1,2001-09-25 22:12:12,1001455932
267,5006,15,3033,786,1787,0,2001-09-25 22:17:12,1001456232
268,2590,16,1319,547,1207,0,2001-09-25 22:22:12,1001456532
269,2441,15,955,488,1237,0,2001-09-25 22:27:12,1001456832
270,3940,15,2077,584,1368,0,2001-09-25 22:32:12,1001457132
271,1660,16,721,402,1017,0,2001-09-25 22:37:12,1001457432
272,4366,18,2456,735,1322,1,2001-09-25 22:42:12,1001457732
273,2384,14,1216,508,1307,11,2001-09-25 22:47:12,1001458032
274,6717,14,3684,1349,1980,0,2001-09-25 22:52:12,1001458332
275,3007,11,1717,424,1106,0,2001-09-25 22:57:12,1001458632
276,4510,15,2279,892,1239,15,2001-09-25 23:02:12,1001458932
277,3517,14,1718,714,1439,0,2001-09-25 23:07:12,1001459232
278,3888,18,1974,718,1507,0,2001-09-25 23:12:12,1001459532
279,3859,15,1860,814,1411,6,2001-09-25 23:17:12,1001459832
280,5936,17,2534,1138,1948,0,2001-09-25 23:22:12,1001460132
281,4935,18,2857,880,1589,0,2001-09-25 23:27:12,1001460432
282,2920,17,1536,506,1125,0,2001-09-25 23:32:12,1001460732
283,3529,20,1888,819,1421,31,2001-09-25 23:37:12,1001461032
284,4300,16,1727,1395,1225,4,2001-09-25 23:42:12,1001461332
285,3118,17,1326,733,1299,8,2001-09-25 23:47:12,1001461632
286,3006,12,1294,603,1068,5,2001-09-25 23:52:12,1001461932
287,4568,14,2148,1103,1349,3,2001-09-25 23:57:12,1001462232
288,1398,14,666,447,582,3,2001-09-26 00:02:12,1001462532
