,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
16,464,529,2178,3,19,177,2.3870361672,415,0,245,482,467,271,181,41,10,11,2,17,415,0,245,482,467,271,181,41,10,11,2,69,1648,165,70,35,2,678,0,44,1,0.0009182736,1,2001-07-15 01:29:23,3,10,0
17,437,314,1364,2,17,35,2.5198275862,102,3,273,284,220,108,112,45,3,3,4,17,102,3,273,284,220,108,112,45,3,3,4,29,1027,30,39,188,16,442,0,70,3,0.011730205300000001,3,2001-07-15 01:34:23,2,10,0
18,585,490,2230,5,21,65,2.4044875682,159,9,416,572,106,91,216,45,16,12,1,11,159,9,416,572,106,91,216,45,16,12,1,68,1347,24,145,324,65,689,0,112,2,0.0291479821,2,2001-07-15 01:39:23,5,10,0
19,970,767,2349,4,13,83,2.3866906475,214,1,466,886,169,134,227,54,26,47,0,10,214,1,466,886,169,134,227,54,26,47,0,47,1686,54,354,79,3,512,0,126,5,0.0012765957,1,2001-07-15 01:44:23,4,10,0
20,1215,1351,3299,5,12,127,2.2136434109,381,1,690,980,558,371,181,39,16,2,6,10,381,1,690,980,558,371,181,39,16,2,6,203,2477,34,384,61,10,597,0,121,13,0.003029385,2,2001-07-15 01:49:23,5,10,0
21,678,739,2169,7,14,97,2.5790229885,230,2,324,618,381,181,256,61,14,4,14,12,230,2,324,618,381,181,256,61,14,4,14,113,1517,16,345,62,6,568,0,45,8,0.0027662516999999998,1,2001-07-15 01:54:23,4,10,0
22,486,431,1819,5,14,169,2.2772881356,284,2,166,551,145,104,148,60,4,7,4,10,284,2,166,551,145,104,148,60,4,7,4,73,1128,18,87,204,35,533,0,45,4,0.0192413414,2,2001-07-15 01:59:23,5,10,0
23,353,392,1247,3,15,48,2.2006578947,200,8,170,472,176,41,116,25,5,2,1,10,200,8,170,472,176,41,116,25,5,2,1,142,988,7,31,27,4,376,0,37,0,0.0032076985,2,2001-07-15 02:04:23,3,10,0
24,423,403,1271,2,12,50,2.3404605263,127,2,175,503,172,81,141,9,3,2,1,10,127,2,175,503,172,81,141,9,3,2,1,38,1019,24,85,47,4,389,0,55,1,0.0031471282,2,2001-07-15 02:09:23,2,10,0
25,500,679,1865,4,22,111,2.2611502347,179,0,275,781,150,87,210,14,3,1,2,19,179,0,275,781,150,87,210,14,3,1,2,48,1467,20,58,136,15,536,0,57,2,0.0080428954,2,2001-07-15 02:14:23,4,12,0
26,626,599,1895,5,20,165,2.4494867639,244,5,200,816,168,121,212,43,18,13,9,18,244,5,200,816,168,121,212,43,18,13,9,42,1419,32,193,41,8,509,0,51,7,0.0042216359,2,2001-07-15 02:19:23,4,10,0
27,499,407,2285,10,18,260,1.52,922,4,236,545,218,65,144,25,9,1,2,18,922,4,236,545,218,65,144,25,9,1,2,597,1190,47,81,81,2,651,0,62,4,0.0008752735,1,2001-07-15 02:24:23,6,10,0
28,444,438,1497,6,13,57,2.5737931034,272,0,117,456,179,82,244,88,9,0,3,9,272,0,117,456,179,82,244,88,9,0,3,184,1030,22,157,28,2,429,0,45,4,0.0013360053,1,2001-07-15 02:29:23,6,9,0
29,367,314,1136,7,12,51,2.2640812558000003,153,0,152,472,73,64,147,13,6,1,2,9,153,0,152,472,73,64,147,13,6,1,2,66,885,29,52,39,0,368,0,36,2,0.0,0,2001-07-15 02:34:23,7,10,0
30,340,308,1320,4,16,55,2.1807760141,246,0,251,178,229,49,116,55,7,3,0,8,246,0,251,178,229,49,116,55,7,3,0,37,781,129,132,146,6,431,20,40,26,0.0045454545,2,2001-07-15 02:39:23,4,11,0
31,3691,433,6292,4,11,292,1.5743598737,708,0,2387,1884,277,275,145,19,5,1,1,9,708,0,2387,1884,277,275,145,19,5,1,1,264,4943,141,62,572,30,703,0,72,2,0.0047596383,2,2001-07-15 02:44:23,4,10,0
32,3608,3354,10880,5,12,899,2.0390864358000003,3053,0,1970,1936,983,1093,1640,76,17,2,1,9,3053,0,1970,1936,983,1093,1640,76,17,2,1,179,4805,1045,3843,28,3,611,0,67,8,0.00027558330000000003,1,2001-07-15 02:49:23,5,10,0
33,435,702,1725,6,13,59,2.4606811146000003,208,0,165,599,322,74,167,62,7,6,5,9,208,0,165,599,322,74,167,62,7,6,5,112,1349,20,75,94,7,474,0,47,3,0.004057971,2,2001-07-15 02:54:23,6,11,0
34,473,457,1415,4,11,65,2.3899049012,198,0,135,580,163,79,165,6,22,19,0,8,198,0,135,580,163,79,165,6,22,19,0,66,1028,48,160,40,8,395,0,73,4,0.0056537102,2,2001-07-15 02:59:23,3,9,0
35,341,366,1154,4,14,54,2.2873563218,143,1,180,471,114,51,144,14,5,2,6,10,143,1,180,471,114,51,144,14,5,2,6,37,963,31,46,16,3,381,0,37,5,0.0025996534,1,2001-07-15 03:04:23,4,9,0
36,387,567,1611,9,13,169,2.1016311166999997,294,1,199,706,104,67,201,13,6,3,0,10,294,1,199,706,104,67,201,13,6,3,0,52,1266,45,62,12,4,493,0,34,4,0.0024829299,2,2001-07-15 03:09:23,9,10,0
37,1028,755,2793,5,14,203,2.1824200074,428,3,515,752,672,81,162,27,66,8,4,11,428,3,515,752,672,81,162,27,66,8,4,112,2213,89,102,54,5,785,0,61,9,0.0017901898,1,2001-07-15 03:14:23,4,10,0
38,458,506,1568,3,15,61,2.2419354839,236,1,181,532,303,50,154,23,5,0,2,11,236,1,181,532,303,50,154,23,5,0,2,96,1211,70,50,74,6,518,0,46,7,0.0038265306,2,2001-07-15 03:19:23,3,10,0
39,474,485,1477,7,13,52,2.5777940102000003,111,0,229,480,185,81,252,22,6,0,3,9,111,0,229,480,185,81,252,22,6,0,3,35,1218,22,42,84,3,427,0,38,3,0.0020311442,1,2001-07-15 03:24:23,7,10,0
40,318,410,1276,3,13,54,2.1855500821000002,130,0,263,483,127,51,145,14,3,0,2,9,130,0,263,483,127,51,145,14,3,0,2,56,1059,17,32,48,8,389,0,57,10,0.0062695925,2,2001-07-15 03:29:23,3,10,0
41,362,443,1545,10,11,74,2.1260869565,273,0,187,499,173,70,146,14,8,10,0,8,273,0,187,499,173,70,146,14,8,10,0,27,1026,110,143,101,5,430,0,38,3,0.003236246,2,2001-07-15 03:34:23,7,10,0
42,394,423,1271,7,12,69,2.419792498,109,5,215,538,89,98,175,15,7,0,2,10,109,5,215,538,89,98,175,15,7,0,2,26,1062,13,83,14,5,340,0,40,0,0.0039277298,2,2001-07-15 03:39:23,5,10,0
43,429,590,1662,7,22,103,2.2982681206,188,2,228,695,114,103,210,8,3,0,8,10,188,2,228,695,114,103,210,8,3,0,8,60,1325,16,55,87,14,479,0,83,7,0.008423586,2,2001-07-15 03:44:23,7,10,0
44,548,472,1652,4,26,65,2.9816106531,177,11,191,682,142,105,155,20,6,8,6,21,177,11,191,682,142,105,155,20,6,8,6,40,1337,50,85,52,5,464,2,96,60,0.0030229746,1,2001-07-15 03:49:23,4,11,0
45,431,435,1497,7,21,59,2.4942028986,127,6,270,562,98,94,162,27,11,3,10,19,127,6,270,562,98,94,162,27,11,3,10,38,1167,29,87,46,2,420,0,43,10,0.0013360053,1,2001-07-15 03:54:23,7,10,0
46,912,856,16664,4,20,187,1.0290122643000001,4007,4,1669,996,284,186,258,85,62,24,7,17,4007,4,1669,996,284,186,258,85,62,24,7,88,2827,1694,2787,4908,366,4048,1,302,3,0.0219635142,3,2001-07-15 03:59:23,4,10,0
47,426,4236,6765,3,14,141,1.3374098463,506,0,4377,1008,164,99,169,10,16,29,0,8,506,0,4377,1008,164,99,169,10,16,29,0,61,4240,177,1759,215,23,1773,1,184,8,0.0033998521999999997,3,2001-07-15 04:04:23,3,10,0
48,935,1617,34780,4,18,1568,0.35645195350000003,19303,0,2468,1083,272,177,199,48,82,17,8,12,19303,0,2468,1083,272,177,199,48,82,17,8,513,3973,7179,10442,2101,836,9338,2,788,4,0.024036802799999996,2,2001-07-15 04:09:23,4,9,0
49,145,186,2975,10,17,86,0.6639967962,1425,0,827,93,48,56,24,11,13,0,0,7,1425,0,827,93,48,56,24,11,13,0,0,181,911,715,604,154,62,681,0,107,6,0.020840336100000002,1,2001-07-15 04:14:23,4,9,0
50,396,688,2991,5,10,411,1.4180422265000001,986,0,273,968,210,53,84,5,20,1,5,9,986,0,273,968,210,53,84,5,20,1,5,279,1483,255,177,205,10,563,0,56,6,0.0033433634000000004,2,2001-07-15 04:19:23,5,10,0
51,809,541,2275,5,13,166,1.950462963,463,1,229,1069,83,63,216,17,13,1,4,18,463,1,229,1069,83,63,216,17,13,1,4,205,1483,49,257,109,7,534,0,65,8,0.0030769231,2,2001-07-15 04:24:23,5,10,0
52,563,571,2399,6,11,111,1.7194690265,517,1,387,942,175,130,96,8,2,0,2,10,517,1,387,942,175,130,96,8,2,0,2,225,1707,167,50,139,34,616,0,62,26,0.0141725719,2,2001-07-15 04:29:23,5,9,0
53,687,539,2941,7,11,290,1.5715917746,929,0,528,657,160,176,76,11,57,32,0,8,929,0,528,657,160,176,76,11,57,32,0,92,1531,322,391,285,13,677,0,46,7,0.0044202652000000005,2,2001-07-15 04:34:23,4,10,0
54,3718,819,7418,6,15,450,1.0341017597,1695,0,4554,662,146,181,44,23,25,1,0,8,1695,0,4554,662,146,181,44,23,25,1,0,126,5284,840,631,53,22,1938,1,176,9,0.002965759,3,2001-07-15 04:39:23,6,9,0
55,118,3340,5691,4,17,71,0.9549005681999999,1135,0,4049,242,102,53,9,19,19,1,3,9,1135,0,4049,242,102,53,9,19,19,1,3,133,4422,625,381,51,26,1704,1,187,9,0.0045686171,3,2001-07-15 04:44:23,4,9,0
56,487,246,2695,5,14,23,0.6175584024,1792,0,216,563,57,13,5,7,1,0,0,7,1792,0,216,563,57,13,5,7,1,0,0,218,838,992,583,36,2,742,0,98,1,0.000742115,1,2001-07-15 04:49:23,4,9,0
57,242,443,1462,14,20,20,2.2561085973,221,0,347,160,152,117,18,16,21,16,1,14,221,0,347,160,152,117,18,16,21,16,1,33,829,149,74,354,8,351,0,84,28,0.0054719562,1,2001-07-15 04:54:23,6,11,0
58,410,157,2631,6,16,68,1.3576673866,790,0,698,484,150,120,30,8,14,2,1,14,790,0,698,484,150,120,30,8,14,2,1,170,1478,489,110,238,26,504,0,85,23,0.0098821741,2,2001-07-15 04:59:23,6,9,0
59,260,413,4752,6,13,37,0.717740113,2638,0,1177,262,188,65,10,42,23,12,1,13,2638,0,1177,262,188,65,10,42,23,12,1,314,1675,2014,385,278,93,927,0,118,5,0.0195707071,3,2001-07-15 05:04:23,5,9,0
60,50,329,1352,5,13,29,1.1475806452,563,1,433,63,43,62,11,37,16,11,0,10,563,1,433,63,43,62,11,37,16,11,0,140,548,281,242,88,12,400,0,63,9,0.0088757396,2,2001-07-15 05:09:23,4,9,0
61,486,776,3310,7,15,100,1.6736111111,1045,6,369,656,453,216,49,54,5,9,11,12,1045,6,369,656,453,216,49,54,5,9,11,328,1657,525,270,366,94,997,0,67,22,0.0283816425,3,2001-07-15 05:14:23,6,10,0
62,90,363,1074,4,13,61,1.6703539823,215,1,261,202,123,68,25,5,0,1,1,11,215,1,261,202,123,68,25,5,0,1,1,80,567,69,127,86,15,385,0,29,3,0.0139664804,2,2001-07-15 05:19:23,4,9,0
63,69,138,559,4,15,31,1.7096774194,111,0,131,87,30,10,8,5,9,2,7,14,111,0,131,87,30,10,8,5,9,2,7,31,261,31,49,141,22,257,1,24,8,0.039355992799999996,3,2001-07-15 05:24:23,4,11,0
64,101,269,638,6,11,47,1.8315018315,103,0,114,193,91,17,19,3,3,2,1,9,103,0,114,193,91,17,19,3,3,2,1,25,392,8,74,75,22,196,0,33,3,0.034482758599999996,3,2001-07-15 05:29:23,6,9,0
65,168,158,945,8,11,153,1.2765196663,307,0,285,100,65,27,51,0,4,0,0,7,307,0,285,100,65,27,51,0,4,0,0,70,440,81,95,105,9,239,0,19,0,0.0095238095,2,2001-07-15 05:34:23,8,8,0
66,100,145,494,4,11,15,1.7664233577000001,111,0,83,102,60,36,9,2,7,0,1,9,111,0,83,102,60,36,9,2,7,0,1,30,270,63,33,83,4,191,0,40,2,0.008097166,2,2001-07-15 05:39:23,4,9,0
67,165,105,949,9,11,177,1.6345323741,219,0,219,63,52,116,7,4,8,7,0,8,219,0,219,63,52,116,7,4,8,7,0,33,424,8,53,249,6,256,0,42,4,0.0063224447,1,2001-07-15 05:44:23,6,10,0
68,391,630,2457,11,12,227,1.5127061971,825,0,198,757,327,62,25,22,23,2,2,9,825,0,198,757,327,62,25,22,23,2,2,569,1125,17,305,56,10,454,0,39,0,0.0040700041,2,2001-07-15 05:49:23,5,9,0
69,301,266,941,11,11,75,2.2284434490000002,156,0,194,224,57,184,35,37,4,2,0,8,156,0,194,224,57,184,35,37,4,2,0,70,669,11,68,40,12,328,0,49,0,0.012752391100000001,3,2001-07-15 05:54:23,5,9,0
70,233,122,726,8,11,66,1.7777777778,149,0,148,211,97,27,31,8,4,0,0,7,149,0,148,211,97,27,31,8,4,0,0,62,448,19,80,50,6,191,0,63,6,0.0082644628,2,2001-07-15 05:59:23,8,8,0
71,829,644,1901,4,12,48,1.7534473249,230,0,607,603,202,110,50,8,2,1,0,8,230,0,607,603,202,110,50,8,2,1,0,88,1132,87,458,83,12,350,0,74,8,0.006309148299999999,3,2001-07-15 06:04:23,4,9,0
72,895,735,2743,5,12,32,2.2594339622999997,353,0,292,597,588,83,58,133,9,6,1,9,353,0,292,597,588,83,58,133,9,6,1,169,1461,117,341,612,46,578,0,66,16,0.0167699599,1,2001-07-15 06:09:23,5,8,0
73,469,302,1426,5,12,35,1.8032407407,320,0,260,455,108,34,39,52,24,4,0,8,320,0,260,455,108,34,39,52,24,4,0,161,700,60,340,124,8,425,0,50,1,0.005610098199999999,1,2001-07-15 06:14:23,5,10,0
74,646,679,4123,8,13,113,1.2925007469,1488,0,479,740,459,62,38,43,12,24,2,9,1488,0,479,740,459,62,38,43,12,24,2,562,1756,559,357,743,208,852,3,114,10,0.0504242424,3,2001-07-15 06:19:23,8,9,0
75,312,251,1269,4,12,21,1.6907114625,228,0,326,210,155,34,21,20,7,9,2,9,228,0,326,210,155,34,21,20,7,9,2,62,655,121,153,240,4,331,0,112,8,0.0031520883,2,2001-07-15 06:24:23,4,10,0
76,406,628,2184,5,17,140,1.9411140584,322,0,581,281,428,162,87,20,3,1,0,8,322,0,581,281,428,162,87,20,3,1,0,53,1412,89,191,297,20,575,0,71,4,0.0091575092,2,2001-07-15 06:29:23,5,8,0
77,271,327,1555,4,15,123,1.6198406951,366,0,315,417,150,56,63,2,9,3,0,8,366,0,315,417,150,56,63,2,9,3,0,166,938,73,81,169,13,443,0,61,5,0.008360128599999999,1,2001-07-15 06:34:23,4,9,0
78,152,302,1188,5,11,28,1.4954212454,363,0,280,131,228,71,4,5,7,3,0,8,363,0,280,131,228,71,4,5,7,3,0,42,509,240,273,78,3,300,0,97,28,0.0025252525,1,2001-07-15 06:39:23,4,8,0
79,351,238,1244,7,13,153,1.5455326459999998,298,0,351,292,77,110,27,5,4,0,0,7,298,0,351,292,77,110,27,5,4,0,0,114,805,25,67,61,7,377,0,56,2,0.0056179775,2,2001-07-15 06:44:23,6,9,0
80,105,113,776,4,10,62,1.0652173913,354,1,161,135,34,30,10,8,1,2,0,10,354,1,161,135,34,30,10,8,1,2,0,171,294,102,107,36,6,280,0,48,3,0.0077220077,1,2001-07-15 06:49:23,4,9,0
81,123,82,395,5,11,20,1.5714285713999998,81,0,125,106,21,18,12,5,3,0,0,7,81,0,125,106,21,18,12,5,3,0,0,39,260,19,33,21,6,219,0,24,0,0.015189873400000001,2,2001-07-15 06:54:23,5,8,0
82,139,121,679,4,13,15,1.5152129817,141,0,148,85,82,21,6,2,7,1,0,8,141,0,148,85,82,21,6,2,7,1,0,94,262,22,100,161,25,269,0,58,2,0.0368188513,2,2001-07-15 06:59:23,3,8,0
83,166,224,873,5,12,61,1.9005763689,216,10,146,160,81,26,8,6,1,37,3,10,216,10,146,160,81,26,8,6,1,37,3,106,378,41,108,113,33,323,4,39,10,0.0378006873,2,2001-07-15 07:04:23,4,9,0
84,121,110,551,9,12,32,1.7833333333,105,0,130,79,53,12,14,12,10,3,2,9,105,0,130,79,53,12,14,12,10,3,2,43,268,22,55,117,3,293,0,28,2,0.0054446461,1,2001-07-15 07:09:23,5,9,0
85,281,110,1115,5,11,84,1.9221140472999998,223,0,181,65,74,61,96,12,3,4,0,8,223,0,181,65,74,61,96,12,3,4,0,100,427,32,76,338,12,200,0,75,32,0.010762331799999999,2,2001-07-15 07:14:23,5,9,0
86,197,259,1017,5,12,36,1.7149817296,167,0,222,235,99,85,5,6,0,0,2,9,167,0,222,235,99,85,5,6,0,0,2,107,478,20,180,92,14,317,0,64,2,0.0137659784,2,2001-07-15 07:19:23,5,9,0
87,163,243,939,4,14,44,1.8333333333000001,205,0,181,120,117,19,50,13,16,4,0,11,205,0,181,120,117,19,50,13,16,4,0,75,352,74,181,110,43,340,0,46,47,0.045793397199999995,2,2001-07-15 07:24:23,4,10,0
88,259,414,1435,5,16,111,1.8914373088999998,358,7,361,240,133,67,60,32,32,4,5,12,358,7,361,240,133,67,60,32,32,4,5,95,585,137,380,100,7,261,0,98,131,0.0048780488,1,2001-07-15 07:29:23,5,9,0
89,92,152,504,4,15,29,1.9160671462999999,97,0,134,78,46,20,9,7,14,8,2,12,97,0,134,78,46,20,9,7,14,8,2,35,227,26,100,62,20,213,0,31,4,0.039682539700000005,2,2001-07-15 07:34:23,4,9,0
90,75,79,474,7,14,10,1.4824120603,124,0,120,85,33,9,15,2,6,0,4,9,124,0,120,85,33,9,15,2,6,0,4,42,229,52,65,71,2,226,0,38,8,0.0042194093,1,2001-07-15 07:39:23,3,10,0
91,183,230,1250,6,12,82,1.5184851217,216,0,442,261,101,46,27,14,2,0,0,7,216,0,442,261,101,46,27,14,2,0,0,75,741,48,163,111,10,266,0,90,7,0.007980846,1,2001-07-15 07:44:23,6,9,0
92,299,710,2462,6,12,151,1.3623275344999999,222,0,898,406,67,32,24,15,2,1,0,8,222,0,898,406,67,32,24,15,2,1,0,35,1405,33,43,772,103,680,0,62,17,0.0418359058,2,2001-07-15 07:49:23,6,10,0
93,191,231,795,5,15,31,2.5625806452,215,0,141,86,53,62,108,81,11,5,10,11,215,0,141,86,53,62,108,81,11,5,10,75,292,98,279,15,6,227,0,69,3,0.0075471698,2,2001-07-15 07:54:23,5,11,0
94,206,166,819,8,14,41,2.0756914119,166,0,210,99,76,36,53,4,20,10,5,12,166,0,210,99,76,36,53,4,20,10,5,43,442,66,95,127,9,351,0,72,0,0.010989011000000002,2,2001-07-15 07:59:23,7,10,0
95,534,174,1627,6,17,238,1.3876871880000001,320,2,500,211,68,57,17,9,6,7,1,13,320,2,500,211,68,57,17,9,6,7,1,51,782,30,101,418,36,363,0,39,0,0.022126613399999998,1,2001-07-15 08:04:23,4,11,0
96,107,118,615,6,11,46,1.6712018141,116,0,125,95,48,35,3,12,5,2,0,8,116,0,125,95,48,35,3,12,5,2,0,39,279,29,48,100,4,225,0,14,1,0.006504065,1,2001-07-15 08:09:23,6,8,0
97,162,158,1851,5,13,51,1.5815295815000001,159,0,287,105,51,37,29,24,0,0,1,9,159,0,287,105,51,37,29,24,0,0,1,64,401,25,152,997,91,359,0,69,0,0.049162614800000004,2,2001-07-15 08:14:23,5,9,0
98,106,98,1188,8,11,27,1.4486692015,82,0,253,121,36,20,8,5,0,0,1,9,82,0,253,121,36,20,8,5,0,0,1,27,384,24,64,644,35,276,0,33,0,0.029461279500000007,2,2001-07-15 08:19:23,5,9,0
99,274,196,2304,10,11,49,1.3942960616,103,0,1661,157,100,155,24,2,3,4,0,8,103,0,1661,157,100,155,24,2,3,4,0,29,2015,20,96,86,11,413,1,55,13,0.0047743056,2,2001-07-15 08:24:23,4,9,0
100,138,139,668,4,12,39,1.6903914591,193,2,75,166,65,31,8,12,0,7,0,13,193,2,75,166,65,31,8,12,0,7,0,96,297,51,79,72,10,194,0,55,0,0.0149700599,2,2001-07-15 08:29:23,4,9,0
101,284,139,999,4,10,73,2.0036809816,188,0,190,174,101,67,49,43,3,0,0,7,188,0,190,174,101,67,49,43,3,0,0,57,530,51,104,183,29,315,0,54,3,0.029029028999999998,2,2001-07-15 08:34:23,4,9,0
102,60,188,417,10,12,25,2.4308093994999997,98,0,61,49,64,35,41,27,4,1,0,13,98,0,61,49,64,35,41,27,4,1,0,43,174,24,117,33,7,220,0,40,2,0.0167865707,2,2001-07-15 08:39:23,4,9,0
103,61,77,266,5,13,16,2.0973451327,51,0,29,80,27,15,6,13,4,1,0,8,51,0,29,80,27,15,6,13,4,1,0,26,140,7,37,30,4,169,0,23,0,0.015037594,1,2001-07-15 08:44:23,5,9,0
104,244,104,1004,7,13,35,2.0609756098,81,0,189,90,118,51,26,10,6,3,0,8,81,0,189,90,118,51,26,10,6,3,0,36,432,9,62,426,23,341,0,30,0,0.0229083665,1,2001-07-15 08:49:23,4,9,0
105,151,297,1313,9,14,26,2.04743083,86,0,291,144,83,64,80,8,2,1,0,8,86,0,291,144,83,64,80,8,2,1,0,29,453,28,223,157,16,313,0,47,4,0.012185834,3,2001-07-15 08:54:23,9,9,0
106,504,193,3609,7,16,133,1.8205689278,367,0,374,285,139,44,48,79,35,0,0,7,367,0,374,285,139,44,48,79,35,0,0,67,957,124,90,2237,297,811,0,99,9,0.0822942643,4,2001-07-15 08:59:23,7,9,0
107,187,528,1120,7,14,34,2.8266283525,131,0,164,150,293,39,168,81,18,0,0,7,131,0,164,150,293,39,168,81,18,0,0,55,641,35,279,68,9,277,0,57,13,0.0080357143,2,2001-07-15 09:04:23,7,9,0
108,59,62,272,8,14,13,1.628959276,58,0,57,49,35,13,6,3,0,0,0,6,58,0,57,49,35,13,6,3,0,0,0,20,137,21,30,49,5,149,0,24,5,0.0183823529,1,2001-07-15 09:09:23,7,9,0
109,45,96,369,5,14,20,1.5603715169999999,92,0,90,67,40,18,11,2,3,0,0,7,92,0,90,67,40,18,11,2,3,0,0,52,178,13,60,32,11,195,0,36,4,0.0298102981,2,2001-07-15 09:14:23,5,12,0
