,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
230,201,174,947,3,15,113,1.9534606205,321,12,0,0,0,0,0,0,0,0,0,146,109,67,49,95,15,10,5,9,10,321,12,0,0,0,0,0,0,0,0,0,146,109,67,49,95,15,10,5,9,39,445,121,120,94,5,399,0,24,1,0.005279831,1,2001-07-20 19:20:28,3,11,0
231,118,105,547,3,19,39,2.1175115207,135,1,6,0,0,0,0,6,1,0,0,93,71,51,37,21,2,5,3,2,17,135,1,6,0,0,0,0,6,1,0,0,93,71,51,37,21,2,5,3,2,44,245,44,62,76,22,288,0,32,2,0.0402193784,2,2001-07-20 19:25:28,3,10,0
232,209,646,1722,5,11,151,1.4929056138,481,0,0,0,0,0,0,1,0,0,0,457,439,98,54,49,10,2,30,0,16,481,0,0,0,0,0,0,1,0,0,0,457,439,98,54,49,10,2,30,0,133,818,124,395,73,10,446,0,40,4,0.0058072009,1,2001-07-20 19:30:28,5,9,0
233,229,237,1066,5,14,100,1.5035211268,233,3,0,0,0,0,0,0,0,0,0,296,199,45,17,30,15,4,4,6,10,233,3,0,0,0,0,0,0,0,0,0,296,199,45,17,30,15,4,4,6,30,569,97,56,198,17,428,0,31,7,0.0159474672,1,2001-07-20 19:35:28,5,10,0
234,220,321,1148,6,20,134,1.6449060336,220,0,0,1,0,0,0,0,2,1,0,343,292,56,31,37,12,8,5,3,18,220,0,0,1,0,0,0,0,2,1,0,343,292,56,31,37,12,8,5,3,37,649,38,153,108,25,409,0,19,0,0.0217770035,1,2001-07-20 19:40:28,6,10,0
235,166,183,843,3,12,76,1.5226628895,214,1,0,0,0,0,0,0,0,0,0,239,125,50,25,28,6,4,4,10,10,214,1,0,0,0,0,0,0,0,0,0,239,125,50,25,28,6,4,4,10,94,403,36,97,132,10,401,0,59,0,0.0118623962,1,2001-07-20 19:45:28,3,9,0
236,418,284,1618,2,12,102,1.3699604743,406,0,0,0,0,0,0,0,0,0,0,306,373,109,35,21,4,3,8,0,8,406,0,0,0,0,0,0,0,0,0,0,306,373,109,35,21,4,3,8,0,60,749,144,210,243,25,646,0,48,1,0.0154511743,1,2001-07-20 19:50:28,2,9,0
237,367,194,1207,6,13,98,1.8965863454,279,0,0,0,0,0,0,0,0,0,0,207,224,97,76,67,32,7,0,7,9,279,0,0,0,0,0,0,0,0,0,0,207,224,97,76,67,32,7,0,7,51,634,115,98,179,21,484,0,81,4,0.0173985087,1,2001-07-20 19:55:28,6,11,0
238,220,186,1149,4,14,118,1.3497109827,414,0,2,0,0,0,0,0,0,0,0,272,162,85,51,28,1,10,9,4,11,414,0,2,0,0,0,0,0,0,0,0,272,162,85,51,28,1,10,9,4,148,522,128,122,94,13,462,0,61,15,0.0113141862,1,2001-07-20 20:00:28,4,10,0
239,302,191,1109,5,12,45,2.200255102,188,3,0,0,0,0,0,0,0,0,0,163,149,72,96,79,16,7,5,6,10,188,3,0,0,0,0,0,0,0,0,0,163,149,72,96,79,16,7,5,6,48,536,84,71,312,4,448,0,65,24,0.003606853,1,2001-07-20 20:05:28,5,11,0
240,495,495,2021,3,14,204,1.7924008811,542,2,0,0,0,0,0,0,0,0,0,419,372,166,137,92,42,39,4,1,10,542,2,0,0,0,0,0,0,0,0,0,419,372,166,137,92,42,39,4,1,136,1073,183,220,161,10,662,0,65,20,0.0049480455,1,2001-07-20 20:10:28,3,10,0
241,218,268,1001,4,15,89,1.7444444444,260,3,9,0,4,0,0,0,0,0,0,258,177,86,51,32,3,7,2,8,13,260,3,9,0,4,0,0,0,0,0,0,258,177,86,51,32,3,7,2,8,101,510,51,149,73,4,383,0,46,8,0.003996004,1,2001-07-20 20:15:28,4,9,0
242,279,318,1210,9,16,152,1.5298184961,378,7,5,2,2,4,0,0,0,0,0,373,180,108,44,29,17,5,3,0,14,378,7,5,2,2,4,0,0,0,0,0,373,180,108,44,29,17,5,3,0,91,648,118,148,36,11,528,0,46,5,0.0090909091,2,2001-07-20 20:20:28,5,11,0
243,496,485,1630,3,14,110,1.9121253406,307,3,0,0,2,2,0,0,0,0,0,393,433,120,64,70,45,10,13,6,14,307,3,0,0,2,2,0,0,0,0,0,393,433,120,64,70,45,10,13,6,62,1057,116,123,128,19,562,0,83,13,0.0116564417,1,2001-07-20 20:25:28,3,10,0
244,303,280,1289,4,15,55,1.9570354458,190,0,0,0,0,0,0,0,0,0,0,259,199,130,83,40,7,2,2,19,9,190,0,0,0,0,0,0,0,0,0,0,259,199,130,83,40,7,2,2,19,48,623,77,128,342,6,458,0,39,13,0.0046547711,2,2001-07-20 20:30:28,4,11,0
245,433,383,2087,9,14,154,1.5575620767,682,20,1,0,0,0,0,0,0,0,0,352,324,227,99,16,14,3,19,15,11,682,20,1,0,0,0,0,0,0,0,0,352,324,227,99,16,14,3,19,15,132,1016,319,151,149,9,551,0,72,3,0.0043124102,1,2001-07-20 20:35:28,5,9,0
246,393,264,1259,6,16,119,1.9642857143,265,3,0,0,3,0,0,0,0,0,0,267,265,135,56,80,33,5,0,8,13,265,3,0,0,3,0,0,0,0,0,0,267,265,135,56,80,33,5,0,8,65,717,63,156,125,22,474,0,55,0,0.0174741859,1,2001-07-20 20:40:28,6,11,0
247,293,196,1264,5,15,103,1.6222014925,284,0,0,0,0,0,0,0,0,0,0,387,143,137,36,38,25,10,7,5,9,284,0,0,0,0,0,0,0,0,0,0,387,143,137,36,38,25,10,7,5,75,659,76,159,174,17,507,0,39,14,0.0134493671,1,2001-07-20 20:45:28,5,9,0
248,296,284,1012,7,17,59,1.825,181,1,0,0,0,0,0,0,0,0,0,323,244,95,33,34,22,10,11,6,10,181,1,0,0,0,0,0,0,0,0,0,323,244,95,33,34,22,10,11,6,66,638,52,145,49,2,461,0,36,23,0.0019762846,1,2001-07-20 20:50:28,5,9,0
249,250,299,1251,3,14,113,1.6203451408,285,2,0,0,0,0,0,0,0,0,0,388,178,127,43,41,15,10,6,6,10,285,2,0,0,0,0,0,0,0,0,0,388,178,127,43,41,15,10,6,6,103,713,56,116,125,17,442,0,42,7,0.0135891287,2,2001-07-20 20:55:28,3,11,0
250,187,317,1138,3,14,57,1.7683438155,259,8,0,0,0,0,0,0,0,0,0,216,247,127,23,49,14,2,0,9,10,259,8,0,0,0,0,0,0,0,0,0,216,247,127,23,49,14,2,0,9,66,622,114,95,173,6,391,9,73,0,0.0052724077,1,2001-07-20 21:00:28,3,12,0
251,218,181,748,5,9,62,1.6011560694,143,0,0,0,0,0,0,0,0,0,0,205,206,79,50,5,0,3,1,0,8,143,0,0,0,0,0,0,0,0,0,0,205,206,79,50,5,0,3,1,0,54,431,20,125,37,2,281,0,60,7,0.0026737968,1,2001-07-20 21:05:28,5,9,0
252,150,244,1065,4,12,116,1.4315545244,254,0,0,0,0,0,0,0,0,0,0,276,175,76,42,33,1,1,2,2,9,254,0,0,0,0,0,0,0,0,0,0,276,175,76,42,33,1,1,2,2,67,475,61,143,196,6,458,0,52,14,0.0056338028,1,2001-07-20 21:10:28,4,8,0
253,174,139,571,4,15,42,1.8795620438,122,0,0,0,0,0,0,0,0,0,0,129,159,54,32,30,14,6,1,1,9,122,0,0,0,0,0,0,0,0,0,0,129,159,54,32,30,14,6,1,1,47,360,29,70,19,3,351,15,62,11,0.0052539405,1,2001-07-20 21:15:28,4,11,0
254,187,248,764,5,11,82,1.6324404762,149,0,0,0,0,0,0,0,0,0,0,191,181,96,29,18,6,2,0,0,7,149,0,0,0,0,0,0,0,0,0,0,191,181,96,29,18,6,2,0,0,35,438,26,91,81,4,320,0,43,5,0.0052356021,1,2001-07-20 21:20:28,5,9,0
255,240,203,1058,5,15,104,1.5654205607,207,2,0,0,0,0,0,0,0,0,0,367,135,68,16,21,6,12,8,14,10,207,2,0,0,0,0,0,0,0,0,0,367,135,68,16,21,6,12,8,14,53,475,42,182,157,2,395,0,97,19,0.0018903592,1,2001-07-20 21:25:28,4,11,0
256,350,254,1136,7,15,152,1.8311567164,341,10,0,0,0,0,0,0,0,0,0,246,189,120,68,37,31,9,16,5,10,341,10,0,0,0,0,0,0,0,0,0,246,189,120,68,37,31,9,16,5,128,598,46,148,43,11,552,0,87,14,0.0096830986,1,2001-07-20 21:30:28,7,10,0
257,237,231,1163,10,16,66,1.7371565114,194,0,0,0,0,1,0,0,0,0,0,232,191,129,45,24,13,4,3,1,14,194,0,0,0,0,1,0,0,0,0,0,232,191,129,45,24,13,4,3,1,52,542,57,120,277,24,558,0,44,20,0.0206362855,1,2001-07-20 21:35:28,4,11,0
258,230,205,998,4,14,51,2.2269005848,189,10,8,0,0,0,0,0,0,0,0,237,171,62,78,46,21,4,6,23,11,189,10,8,0,0,0,0,0,0,0,0,237,171,62,78,46,21,4,6,23,51,573,64,116,118,7,453,0,32,7,0.0070140281,1,2001-07-20 21:40:28,3,10,0
259,214,221,970,10,16,102,2.014994233,268,7,6,7,3,2,0,0,0,0,0,204,180,66,43,32,13,17,2,17,14,268,7,6,7,3,2,0,0,0,0,0,204,180,66,43,32,13,17,2,17,84,483,73,125,99,15,439,1,41,3,0.0154639175,2,2001-07-20 21:45:28,6,11,0
260,193,227,1283,3,16,266,1.6599799398,402,3,14,0,6,0,0,0,0,0,0,177,196,86,71,7,17,7,3,8,13,402,3,14,0,6,0,0,0,0,0,0,177,196,86,71,7,17,7,3,8,83,462,35,151,260,44,438,1,68,12,0.034294622,1,2001-07-20 21:50:28,3,9,0
261,135,173,822,9,13,70,1.5334302326,214,11,1,0,0,0,0,0,0,0,0,200,152,64,24,10,2,4,2,4,11,214,11,1,0,0,0,0,0,0,0,0,200,152,64,24,10,2,4,2,4,56,383,77,102,95,9,382,0,38,6,0.0109489051,1,2001-07-20 21:55:28,7,11,0
262,401,195,1142,6,13,75,1.6022044088,221,2,0,0,0,0,0,0,0,0,0,341,201,148,47,29,4,5,0,0,10,221,2,0,0,0,0,0,0,0,0,0,341,201,148,47,29,4,5,0,0,45,725,79,74,114,2,500,0,58,23,0.0017513135,1,2001-07-20 22:00:28,5,10,0
263,581,648,2068,12,16,146,2.2757527734,383,11,15,2,15,1,0,0,0,0,0,398,454,249,173,132,40,12,1,7,14,383,11,15,2,15,1,0,0,0,0,0,398,454,249,173,132,40,12,1,7,64,1325,141,217,160,5,754,0,117,15,0.002417795,1,2001-07-20 22:05:28,6,11,0
264,292,205,1468,5,16,283,1.8516129032,400,4,4,3,0,3,0,0,0,0,0,189,205,125,51,34,29,4,9,25,14,400,4,4,3,0,3,0,0,0,0,0,189,205,125,51,34,29,4,9,25,71,563,31,137,338,20,554,0,48,0,0.0136239782,1,2001-07-20 22:10:28,5,12,0
265,356,558,1672,4,15,79,2.0147601476,257,6,0,0,0,0,0,0,0,0,0,511,184,153,93,59,31,21,28,12,10,257,6,0,0,0,0,0,0,0,0,0,511,184,153,93,59,31,21,28,12,49,925,121,181,309,21,589,0,55,4,0.0125598086,1,2001-07-20 22:15:28,4,12,0
266,597,496,1727,7,12,171,1.4317180617,299,0,0,0,0,0,0,0,0,0,0,792,244,136,50,36,20,9,3,0,8,299,0,0,0,0,0,0,0,0,0,0,792,244,136,50,36,20,9,3,0,68,1166,48,136,137,12,534,0,61,2,0.0069484655,1,2001-07-20 22:20:28,4,9,0
267,563,487,2207,6,16,248,1.4351187189,545,2,0,0,1,1,0,0,0,0,0,591,293,271,40,34,14,7,9,3,14,545,2,0,0,1,1,0,0,0,0,0,591,293,271,40,34,14,7,9,3,114,1172,129,148,367,104,840,0,111,0,0.0471227911,2,2001-07-20 22:25:28,6,9,0
268,335,438,1446,5,14,184,1.9679767103,435,4,13,0,2,0,0,0,0,0,0,279,260,156,62,77,46,11,19,10,13,435,4,13,0,2,0,0,0,0,0,0,279,260,156,62,77,46,11,19,10,95,686,138,271,46,6,600,0,74,1,0.0041493776,1,2001-07-20 22:30:28,4,11,0
269,237,161,756,4,14,57,1.5848275862,190,2,0,0,0,0,0,0,0,0,0,210,150,115,32,13,10,3,0,0,10,190,2,0,0,0,0,0,0,0,0,0,210,150,115,32,13,10,3,0,0,71,444,52,101,29,0,453,0,53,14,0,0,2001-07-20 22:35:28,4,13,0
270,151,238,802,5,15,53,1.4488950276,186,0,0,0,0,0,0,0,0,0,0,185,265,56,13,9,5,1,4,0,8,186,0,0,0,0,0,0,0,0,0,0,185,265,56,13,9,5,1,4,0,103,476,25,67,64,5,345,0,38,6,0.006234414,1,2001-07-20 22:40:28,3,10,0
271,349,467,1618,6,12,250,1.9067258883,423,0,0,0,0,0,0,0,0,0,0,330,361,152,164,86,27,22,4,7,9,423,0,0,0,0,0,0,0,0,0,0,330,361,152,164,86,27,22,4,7,66,1033,89,138,32,7,530,0,105,11,0.0043263288,1,2001-07-20 22:45:28,5,9,0
272,306,137,1000,11,14,69,1.7072916667,161,2,1,0,0,0,0,0,0,0,0,335,273,75,82,19,8,1,3,0,11,161,2,1,0,0,0,0,0,0,0,0,335,273,75,82,19,8,1,3,0,59,712,25,95,38,5,342,0,67,7,0.005,1,2001-07-20 22:50:28,4,9,0
273,196,516,1161,3,12,95,1.3928896992,227,0,1,0,0,0,0,0,0,0,0,530,156,99,57,21,3,0,0,3,11,227,0,1,0,0,0,0,0,0,0,0,530,156,99,57,21,3,0,0,3,62,800,58,82,52,37,522,0,55,8,0.0318690784,2,2001-07-20 22:55:28,3,9,0
274,277,243,981,3,15,80,1.7532467532,177,1,1,1,0,0,0,0,0,0,0,300,173,76,59,37,9,5,4,4,12,177,1,1,1,0,0,0,0,0,0,0,300,173,76,59,37,9,5,4,4,67,590,26,84,121,24,446,0,63,0,0.0243902439,3,2001-07-20 23:00:28,3,11,0
275,185,226,829,7,11,57,1.6566757493,207,0,0,0,0,0,0,0,0,0,0,235,100,50,88,47,5,2,0,0,7,207,0,0,0,0,0,0,0,0,0,0,235,100,50,88,47,5,2,0,0,93,467,38,79,91,8,315,10,44,0,0.0096501809,1,2001-07-20 23:05:28,7,10,0
276,417,307,1234,2,14,102,2.0518653321,187,1,4,0,0,0,0,0,0,0,0,289,309,62,181,33,20,8,2,3,11,187,1,4,0,0,0,0,0,0,0,0,289,309,62,181,33,20,8,2,3,50,841,29,77,133,13,415,6,39,0,0.0105263158,2,2001-07-20 23:10:28,2,11,0
277,155,242,733,5,15,52,1.9693721286,147,5,3,2,1,0,0,0,0,0,0,180,134,107,12,33,22,4,3,0,13,147,5,3,2,1,0,0,0,0,0,0,180,134,107,12,33,22,4,3,0,57,381,35,128,65,5,310,0,68,12,0.0068212824,1,2001-07-20 23:15:28,5,10,0
278,131,159,656,4,16,88,1.6725521669,183,5,2,7,3,1,0,0,0,0,0,198,108,79,21,7,4,1,4,0,14,183,5,2,7,3,1,0,0,0,0,0,198,108,79,21,7,4,1,4,0,57,354,32,92,23,4,321,0,53,12,0.0060882801,1,2001-07-20 23:20:28,4,10,0
279,203,155,696,3,16,84,1.5067064083,183,2,0,0,0,3,0,0,0,0,0,235,126,69,30,8,12,2,0,1,14,183,2,0,0,0,3,0,0,0,0,0,235,126,69,30,8,12,2,0,1,67,434,27,59,21,10,333,0,42,2,0.0143472023,2,2001-07-20 23:25:28,3,11,0
280,163,228,806,5,15,135,1.6603295311,264,3,0,7,3,3,0,0,0,0,0,193,173,57,49,21,10,4,2,0,14,264,3,0,7,3,3,0,0,0,0,0,193,173,57,49,21,10,4,2,0,72,386,50,146,13,3,362,0,57,12,0.0037220844,1,2001-07-20 23:30:28,5,9,0
281,203,147,620,5,12,51,1.5297029703,160,0,0,0,0,0,0,0,0,0,0,167,179,46,26,17,5,3,3,0,8,160,0,0,0,0,0,0,0,0,0,0,167,179,46,26,17,5,3,3,0,51,409,53,42,8,0,331,1,40,17,0,0,2001-07-20 23:35:28,4,9,0
282,173,141,659,6,15,54,1.7344827586,197,1,1,1,0,0,0,0,0,0,0,158,77,59,30,18,13,11,7,7,12,197,1,1,1,0,0,0,0,0,0,0,158,77,59,30,18,13,11,7,7,62,327,71,66,66,7,305,0,54,12,0.0106221548,1,2001-07-20 23:40:28,6,9,0
283,161,203,711,4,14,89,1.9017160686,169,2,0,0,0,0,0,0,0,0,0,155,150,60,58,11,8,7,9,12,10,169,2,0,0,0,0,0,0,0,0,0,155,150,60,58,11,8,7,9,12,48,408,24,72,66,10,349,2,51,7,0.0140252454,1,2001-07-20 23:45:28,4,10,0
284,147,172,560,2,16,38,1.8500986193,119,1,0,0,0,0,1,0,0,0,0,125,129,68,31,10,15,5,0,3,15,119,1,0,0,0,0,1,0,0,0,0,125,129,68,31,10,15,5,0,3,46,293,29,101,53,9,362,0,30,27,0.0160714286,2,2001-07-20 23:50:28,2,9,0
285,215,210,718,5,17,47,2.2850241546,127,0,0,0,9,0,1,0,0,0,0,162,150,50,40,24,33,6,16,3,15,127,0,0,0,9,0,1,0,0,0,0,162,150,50,40,24,33,6,16,3,35,415,33,91,67,10,359,0,68,17,0.0139275766,2,2001-07-20 23:55:28,4,10,0
286,174,181,647,3,16,31,2.4407079646,127,3,2,0,9,0,1,0,0,0,0,135,94,77,49,21,10,17,19,1,15,127,3,2,0,9,0,1,0,0,0,0,135,94,77,49,21,10,17,19,1,47,344,37,106,64,10,394,0,60,13,0.0154559505,1,2001-07-21 00:00:28,3,10,0
287,170,136,551,3,17,25,1.6858846918,127,2,0,0,0,0,0,0,0,0,0,125,136,56,40,8,3,3,3,0,10,127,2,0,0,0,0,0,0,0,0,0,125,136,56,40,8,3,3,3,0,49,314,31,84,25,13,299,0,40,12,0.0235934664,1,2001-07-21 00:05:28,3,9,0
288,2,3,10,3,8,0,1.6,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,5,0,5,0,0,8,0,1,0,0,0,2001-07-21 00:10:28,3,8,0
