,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
784,1,1,3,9,7,0,0,0.6666666666666666,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,3,0,0,0,0.0,0,2001-10-07 13:33:18,1002461598,7,6,0,2
785,0,0,9,3,3,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,0,0,0,0.0,0,2001-10-07 13:38:18,1002461898,3,3,0,37
786,2,2,29,5,8,0,0,0.27586206896551724,25,2,0,0,2,0,0,0,0,0,3,25,2,0,0,2,0,0,0,0,0,24,2,2,0,3,0,27,0,12,0,0,0,0.0,0,2001-10-07 13:43:18,1002462198,5,6,0,0
787,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 13:48:18,1002462498,0,0,0,0
788,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 13:53:18,1002462798,0,0,0,0
789,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 13:58:18,1002463098,0,0,0,0
790,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:03:18,1002463398,0,0,0,0
791,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:08:18,1002463698,0,0,0,0
792,0,0,5,8,8,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0.0,0,2001-10-07 14:13:18,1002463998,5,5,0,14
793,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:18:18,1002464298,0,0,0,0
794,0,0,22,4,4,0,0,0.0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,11,0,4,0,0,0,0.0,0,2001-10-07 14:23:18,1002464598,4,4,0,22
795,1,1,3,5,4,0,0,0.6666666666666666,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,3,0,0,0,0.0,0,2001-10-07 14:28:18,1002464898,5,4,0,1
796,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:33:18,1002465198,0,0,0,0
797,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:38:18,1002465498,0,0,0,0
798,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:43:18,1002465798,0,0,1,1
799,0,0,2,6,4,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0.0,0,2001-10-07 14:48:18,1002466098,4,3,0,1
800,1,0,1,4,4,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0,2001-10-07 14:53:18,1002466398,8,4,0,1
801,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 14:58:18,1002466698,0,0,0,2
802,0,0,1,4,4,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-07 15:03:18,1002466998,8,4,0,0
803,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 15:08:18,1002467298,0,0,0,0
804,2,0,2,10,7,0,0,5.0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,1,1,0,0,0,0.5,1,2001-10-07 15:13:18,1002467598,4,3,0,2
805,0,2,4,6,5,0,0,2.5,2,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,3,0,3,0,0,0,0.0,0,2001-10-07 15:18:18,1002467898,5,4,0,1
806,1,1,4,5,9,0,0,2.5,2,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,2,0,0,0,2,1,1,0,1,0,3,0,3,0,0,0,0.0,0,2001-10-07 15:23:18,1002468198,5,5,0,2
807,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 15:28:18,1002468498,0,0,0,0
808,0,0,2,7,6,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0.0,0,2001-10-07 15:33:18,1002468798,6,5,0,1
809,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 15:38:18,1002469098,0,0,0,0
810,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 15:43:18,1002469398,0,0,0,1
811,0,0,2,4,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0.0,0,2001-10-07 15:48:18,1002469698,4,3,0,1
812,0,0,7,8,7,0,6,0.0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,4,0,0,0,0.0,0,2001-10-07 15:53:18,1002469998,4,4,0,0
813,0,0,3,7,5,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0.0,0,2001-10-07 15:58:18,1002470298,5,4,0,4
814,5,0,8,5,7,0,0,0.625,3,5,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,1,7,5,2,0,0,7,0,2,0,2,0,0.0,0,2001-10-07 16:03:18,1002470598,4,6,0,6
815,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 16:08:18,1002470898,0,0,0,0
816,0,0,1,6,6,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-07 16:13:18,1002471198,6,3,0,0
817,0,1,2,5,4,0,0,0.5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0.0,0,2001-10-07 16:18:18,1002471498,5,4,0,0
818,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 16:23:18,1002471798,0,0,0,3
819,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 16:28:18,1002472098,0,0,0,3
820,0,0,6,3,8,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1,3,0,0,0,0.16666666666666666,1,2001-10-07 16:33:18,1002472398,3,5,0,3
821,3,5,16,6,8,0,0,0.6875,8,5,0,3,0,0,0,0,0,0,2,8,5,0,3,0,0,0,0,0,0,8,5,5,0,3,0,11,0,3,0,2,0,0.0,0,2001-10-07 16:38:18,1002472698,5,6,5,12
822,5,0,8,8,7,0,0,0.625,3,5,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,3,5,5,0,0,0,8,0,2,0,1,0,0.0,0,2001-10-07 16:43:18,1002472998,6,6,0,3
823,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 16:48:18,1002473298,0,0,0,5
824,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 16:53:18,1002473598,0,0,0,0
825,0,0,1,6,6,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-07 16:58:18,1002473898,6,3,0,1
826,0,0,9,10,9,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,0,1,0,0.0,0,2001-10-07 17:03:18,1002474198,5,5,0,2
827,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 17:08:18,1002474498,0,0,0,0
828,0,0,3,11,8,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0.0,0,2001-10-07 17:13:18,1002474798,6,5,0,0
829,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-07 17:18:18,1002475098,6,3,0,1
830,0,0,1,5,5,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-07 17:23:18,1002475398,10,5,0,0
831,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 17:28:18,1002475698,0,0,0,0
832,7,5,12,5,5,0,0,2.6666666666666665,0,2,0,0,10,0,0,0,0,0,3,0,2,0,0,10,0,0,0,0,0,0,9,9,0,3,0,3,0,7,0,5,0,0.0,0,2001-10-07 17:33:18,1002475998,3,4,0,8
833,0,0,4,5,8,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,3,0,0,0,0.0,0,2001-10-07 17:38:18,1002476298,4,5,0,1
834,0,2,6,3,6,0,1,1.0,4,0,0,0,2,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,3,2,2,0,0,0,6,0,2,0,2,0,0.0,0,2001-10-07 17:43:18,1002476598,3,4,0,0
835,0,5,5,7,6,0,0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0.0,0,2001-10-07 17:48:18,1002476898,6,5,0,1
836,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 17:53:18,1002477198,0,0,0,0
837,2,0,2,7,5,0,0,3.0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,1,0,0.0,0,2001-10-07 17:58:18,1002477498,4,3,0,0
838,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 18:03:18,1002477798,0,0,0,0
839,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 18:08:18,1002478098,0,0,0,0
840,0,0,2,5,6,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0.0,0,2001-10-07 18:13:18,1002478398,3,3,0,0
841,0,0,12,3,4,0,5,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,3,12,0,0,0,0.25,1,2001-10-07 18:18:18,1002478698,3,4,1,10
842,0,0,10,3,6,0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,1,2,0,0,0,0.1,1,2001-10-07 18:23:18,1002478998,3,3,0,9
843,2,3,7,3,6,0,0,1.2857142857142858,2,3,0,0,2,0,0,0,0,0,3,2,3,0,0,2,0,0,0,0,0,0,5,5,0,2,0,6,1,4,0,2,2,0.14285714285714285,1,2001-10-07 18:28:18,1002479298,3,5,0,8
844,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 18:33:18,1002479598,0,0,0,0
845,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 18:38:18,1002479898,0,0,1,29
846,0,0,2,4,3,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0.0,0,2001-10-07 18:43:18,1002480198,4,3,0,3
847,0,0,1,3,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-07 18:48:18,1002480498,6,3,0,2
848,0,0,3,7,6,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,0,0.0,0,2001-10-07 18:53:18,1002480798,4,3,0,3
849,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 18:58:18,1002481098,0,0,0,0
850,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 19:03:18,1002481398,0,0,0,0
851,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 19:08:18,1002481698,0,0,0,0
852,0,0,6,10,9,0,3,0.0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0.0,0,2001-10-07 19:13:18,1002481998,5,5,0,1
853,0,0,1,5,5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-07 19:18:18,1002482298,10,5,0,0
854,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 19:23:18,1002482598,0,0,0,0
855,0,0,29,6,8,0,1,0.0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,28,0,12,0,0,0,0.0,0,2001-10-07 19:28:18,1002482898,4,6,0,3
856,0,0,3,9,7,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,1,0,0.0,0,2001-10-07 19:33:18,1002483198,4,4,0,3
857,1,1,10,5,8,0,0,0.4,8,1,0,0,1,0,0,0,0,0,3,8,1,0,0,1,0,0,0,0,0,7,1,1,0,2,0,10,0,6,0,0,0,0.0,0,2001-10-07 19:38:18,1002483498,5,5,0,0
858,0,1,3,7,5,0,0,1.0,2,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,2,0,0,0,0.0,0,2001-10-07 19:43:18,1002483798,6,5,0,0
859,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 19:48:18,1002484098,0,0,0,0
860,0,0,9,9,9,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,9,3,5,0,0,0,0.3333333333333333,1,2001-10-07 19:53:18,1002484398,5,5,0,202
861,0,0,518,3,8,0,152,0.0,518,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,226,110,0,110,30,0,162,12,55,0,57,0,0.02316602316602316,1,2001-10-07 19:58:18,1002484698,3,4,0,241
862,0,0,138,2,8,1,28,0.0,138,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,73,20,0,20,17,0,88,1,20,0,10,0,0.007246376811594203,1,2001-10-07 20:03:18,1002484998,2,4,0,117
863,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 20:08:18,1002485298,0,0,0,0
864,0,0,23,2,4,1,10,0.0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,5,13,0,3,0,0.21739130434782608,1,2001-10-07 20:13:18,1002485598,2,4,0,6
865,0,0,19,2,9,1,5,0.0,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,13,0,6,0,0.0,0,2001-10-07 20:18:18,1002485898,2,4,5,19
866,0,0,13,2,7,1,5,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,6,2,11,0,1,0,0.15384615384615385,2,2001-10-07 20:23:18,1002486198,2,6,0,8
867,0,0,16,2,7,1,5,0.0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,1,14,0,2,0,0.0625,1,2001-10-07 20:28:18,1002486498,2,6,0,11
868,0,0,18,2,9,1,6,0.0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,14,0,1,0,0.0,0,2001-10-07 20:33:18,1002486798,2,6,53,67
869,0,0,75,3,5,1,6,0.0,75,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,68,3,21,0,1,0,0.04,1,2001-10-07 20:38:18,1002487098,3,4,2,70
870,4,4,205,4,9,1,16,0.11707317073170732,197,0,0,0,8,0,0,0,0,0,3,197,0,0,0,8,0,0,0,0,0,134,22,4,18,33,0,122,0,39,0,18,0,0.0,0,2001-10-07 20:43:18,1002487398,4,5,107,298
871,0,0,317,3,8,1,42,0.0,317,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,192,45,0,45,38,0,140,0,44,0,34,0,0.0,0,2001-10-07 20:48:18,1002487698,3,4,27,247
872,0,0,263,3,9,1,38,0.0,263,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,192,11,0,11,22,0,162,0,48,0,20,0,0.0,0,2001-10-07 20:53:18,1002487998,3,5,1,224
873,0,0,257,3,5,1,18,0.0,257,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,178,12,0,12,49,0,126,0,37,0,24,0,0.0,0,2001-10-07 20:58:18,1002488298,3,4,0,226
874,2,0,86,3,11,1,20,0.06976744186046513,84,0,0,0,2,0,0,0,0,0,3,84,0,0,0,2,0,0,0,0,0,31,28,0,28,7,0,53,0,8,0,14,0,0.0,0,2001-10-07 21:03:18,1002488598,3,5,0,30
875,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 21:08:18,1002488898,0,0,0,0
876,1,0,309,3,7,1,44,0.012944983818770229,308,0,0,0,0,1,0,0,0,0,4,308,0,0,0,0,1,0,0,0,0,180,57,0,57,28,0,150,3,41,0,29,0,0.009708737864077669,2,2001-10-07 21:13:18,1002489198,3,5,4,229
877,3,1,300,3,10,1,40,0.05016722408026756,295,0,0,2,0,1,0,0,1,0,7,295,0,0,2,0,1,0,0,1,0,180,25,3,22,54,1,132,1,50,0,31,0,0.0033333333333333327,1,2001-10-07 21:18:18,1002489498,3,5,1,232
878,2,0,376,3,11,1,58,0.015957446808510637,374,0,0,0,2,0,0,0,0,0,3,374,0,0,0,2,0,0,0,0,0,210,50,2,48,58,0,154,0,48,0,39,0,0.0,0,2001-10-07 21:23:18,1002489798,3,4,0,256
879,0,3,417,3,6,1,45,0.016786570743405275,414,1,0,0,2,0,0,0,0,0,3,414,1,0,0,2,0,0,0,0,0,277,63,2,61,32,0,155,1,59,0,39,0,0.002398081534772182,1,2001-10-07 21:28:18,1002490098,3,6,0,316
880,0,0,388,2,4,1,108,0.0,388,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,178,78,0,78,24,0,147,0,42,0,40,0,0.0,0,2001-10-07 21:33:18,1002490398,2,4,0,182
881,0,0,355,3,5,1,72,0.0,355,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,184,53,0,53,46,0,102,0,50,0,37,0,0.0,0,2001-10-07 21:38:18,1002490698,3,4,0,227
882,3,0,281,3,5,1,65,0.021352313167259787,278,0,0,3,0,0,0,0,0,0,2,278,0,0,3,0,0,0,0,0,0,107,73,0,73,36,0,70,0,37,0,37,0,0.0,0,2001-10-07 21:43:18,1002490998,3,3,27,200
883,2,0,394,6,10,1,57,0.015267175572519085,391,0,0,0,2,0,0,0,0,0,3,391,0,0,0,2,0,0,0,0,0,262,38,2,36,36,0,200,1,59,0,37,0,0.0025380710659898475,1,2001-10-07 21:48:18,1002491298,3,6,0,355
884,3,3,453,3,9,1,91,0.026490066225165563,447,0,0,6,0,0,0,0,0,0,2,447,0,0,6,0,0,0,0,0,0,251,67,0,67,44,0,199,0,54,0,42,0,0.0,0,2001-10-07 21:53:18,1002491598,3,4,0,219
885,3,0,275,3,9,1,68,0.054545454545454536,272,0,0,0,0,0,3,0,0,0,5,272,0,0,0,0,0,3,0,0,0,114,59,3,56,34,0,87,1,34,0,36,0,0.003636363636363637,1,2001-10-07 21:58:18,1002491898,3,5,0,161
886,0,6,95,3,4,1,17,0.22105263157894736,89,0,0,3,0,0,3,0,0,0,5,89,0,0,3,0,0,3,0,0,0,44,18,0,18,16,0,52,0,14,0,9,0,0.0,0,2001-10-07 22:03:18,1002492198,3,4,0,45
887,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-07 22:08:18,1002492498,0,0,0,0
888,0,0,250,4,11,1,15,0.0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,181,9,0,9,45,0,139,0,38,0,22,0,0.0,0,2001-10-07 22:13:18,1002492798,4,4,37,177
889,3,0,276,3,5,1,46,0.021739130434782608,273,0,0,3,0,0,0,0,0,0,2,273,0,0,3,0,0,0,0,0,0,143,50,0,50,37,0,109,0,34,0,27,0,0.0,0,2001-10-07 22:18:18,1002493098,3,4,12,210
890,0,3,211,2,3,1,27,0.02843601895734597,208,0,0,3,0,0,0,0,0,0,2,208,0,0,3,0,0,0,0,0,0,102,29,0,29,53,0,66,0,25,0,31,0,0.0,0,2001-10-07 22:23:18,1002493398,2,3,0,213
891,0,0,341,2,5,1,87,0.0,341,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,167,56,0,56,31,0,140,0,40,0,39,0,0.0,0,2001-10-07 22:28:18,1002493698,2,4,0,164
892,3,0,260,2,10,1,42,0.02316602316602316,256,0,0,3,0,0,0,0,0,0,2,256,0,0,3,0,0,0,0,0,0,121,69,0,69,27,1,122,4,29,0,27,0,0.015384615384615384,4,2001-10-07 22:33:18,1002493998,2,7,0,167
893,0,0,247,3,7,1,31,0.0,246,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,139,44,0,44,32,1,109,1,32,0,27,0,0.004048582995951417,1,2001-10-07 22:38:18,1002494298,3,7,0,168
894,0,0,304,3,5,1,45,0.0,304,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,184,25,0,25,50,0,126,0,42,0,33,0,0.0,0,2001-10-07 22:43:18,1002494598,3,4,0,224
895,0,1,433,3,11,1,87,0.013856812933025405,432,0,0,0,0,0,0,1,0,0,6,432,0,0,0,0,0,0,1,0,0,223,85,0,85,38,0,129,0,46,0,46,0,0.0,0,2001-10-07 22:48:18,1002494898,3,5,0,304
896,0,0,353,3,7,1,92,0.0,353,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,184,49,0,49,28,0,121,0,54,0,42,0,0.0,0,2001-10-07 22:53:18,1002495198,3,7,0,176
